steps,n_ep,ep_len,fall_rate,torso_roll_rms_deg,single_frac,hip_diff_rms_deg,hip_corr,r_track,r_progress,r_back,r_energy,r_swing,r_scrub,r_smooth,r_fall,vx,sigma_hipL,sigma_hipR,sigma_crankR,sigma_torso,sigma_crankL
250000,16879,14.8093,1.0000,14.4057,0.3807,26.0545,-0.5714,0.1664,0.1824,-0.1138,-0.0431,0.2347,-0.1859,-0.0393,-0.7855,0.1255,0.9043,0.8982,0.9557,0.9203,0.9532
500000,19274,12.9691,1.0000,30.7506,0.3082,28.8985,-0.2618,0.3186,0.2828,-0.0396,-0.0475,0.3060,-0.1790,-0.0326,-0.7769,0.2630,0.8078,0.8241,0.8553,0.8681,0.8830
750000,16580,15.0793,1.0000,39.3790,0.3057,27.8608,0.1290,0.3012,0.2860,-0.0512,-0.0489,0.3168,-0.1606,-0.0303,-0.6695,0.2604,0.7763,0.7576,0.8355,0.8404,0.8473
