config,kappa,com_ratio,mu,rank,freq,hip_phi,leg_amp,hip_amp,hip_off,survived,net_fwd_speed,n_samples,e_pos_J,e_abs_J,d_fwd_m,cot_pos,single_frac_t,double_frac_t,air_frac_t,roll_mean_deg,roll_rms_deg,pitch_mean_deg,pitch_rms_deg,yaw_mean_deg,yaw_rms_deg,com_x_rms_mm,com_y_rms_mm,com_z_mean_mm,com_z_rms_mm,r_roll_com_x,r_roll_com_y,r_roll_com_z,r_roll_pitch,r_roll_yaw
c5,2.0,1.2,0.5,1,1.97,250.0,125.0,28.0,10.0,1,-0.0828,1445,133.635,208.14,-1.0765,,0.9308,0.0311,0.0381,0.525,3.096,-3.649,9.653,116.946,119.625,11.17,10.17,132.41,132.47,-0.9974,0.2476,-0.0343,-0.4781,-0.012
c5,2.0,1.2,0.5,2,1.98,250.0,125.0,28.0,10.0,1,-0.0266,1445,134.899,210.899,-0.3459,,0.9322,0.0311,0.0367,0.526,2.969,-3.837,9.671,100.855,104.51,10.71,9.92,132.42,132.49,-0.9972,0.2972,-0.049,-0.4878,-0.0017
c5,2.0,1.2,0.5,3,1.93,250.0,125.0,24.0,10.0,1,0.1102,1445,124.955,192.428,1.4326,3.913,0.9329,0.0298,0.0374,0.132,3.356,-3.834,9.95,56.204,57.42,12.11,13.54,132.73,132.79,-0.9977,0.0424,0.0189,-0.3334,0.0091
c5,2.0,1.2,0.5,4,1.37,220.0,105.0,28.0,20.0,1,0.1716,1445,46.297,60.121,2.2303,0.931,0.946,0.0484,0.0055,0.251,4.342,-6.065,11.076,-2.195,12.977,15.81,19.9,122.32,122.34,-0.9976,-0.0208,0.1565,-0.528,0.231
c5,2.0,1.2,0.5,5,1.98,250.0,125.0,24.0,10.0,1,-0.0116,1445,132.276,205.54,-0.1508,,0.946,0.0311,0.0228,0.27,2.953,-3.862,8.72,97.179,101.924,10.69,10.21,133.17,133.23,-0.9976,0.1931,-0.0262,-0.4533,0.0924
c5,2.0,1.2,0.5,6,1.63,220.0,95.0,24.0,20.0,1,0.1254,1445,50.149,67.0,1.6304,1.38,0.9211,0.0775,0.0014,-0.255,3.526,-5.057,8.489,34.979,50.911,12.72,16.71,122.7,122.72,-0.9973,-0.3123,0.1776,-0.4383,0.1116
c5,2.0,1.2,0.5,7,1.63,220.0,85.0,24.0,20.0,1,0.1655,1445,41.767,55.158,2.1518,0.871,0.9135,0.0865,0.0,-0.304,3.007,-3.213,7.492,5.152,7.509,10.74,12.23,122.17,122.18,-0.9968,-0.0965,0.368,-0.411,0.4259
c5,2.0,1.2,0.5,8,1.64,220.0,85.0,24.0,20.0,1,0.1659,1445,41.921,55.689,2.1572,0.872,0.9121,0.0879,0.0,-0.214,2.937,-3.083,7.473,4.026,6.199,10.5,12.06,122.21,122.22,-0.9967,-0.051,0.34,-0.3979,0.4978
c5,2.0,1.2,0.5,9,1.62,220.0,85.0,24.0,20.0,1,0.1564,1445,41.296,54.52,2.0333,0.911,0.9066,0.0927,0.0007,-0.162,3.175,-3.085,7.75,9.627,12.924,11.32,12.36,122.07,122.08,-0.9971,-0.1926,0.3081,-0.3354,0.1813
c5,2.0,1.2,0.5,10,1.62,220.0,95.0,24.0,20.0,1,0.162,1445,48.273,64.699,2.1062,1.028,0.9356,0.0644,0.0,-0.343,2.95,-4.908,8.426,12.722,14.193,10.69,16.08,122.99,123.0,-0.9968,-0.3975,0.3612,-0.4838,0.238
c5,2.0,1.2,0.5,11,1.59,220.0,85.0,24.0,20.0,1,0.1611,1445,39.651,52.161,2.0938,0.85,0.9218,0.0782,0.0,-0.339,3.16,-3.255,7.514,1.678,6.812,11.29,12.3,122.08,122.08,-0.9968,-0.009,0.348,-0.4299,0.3657
c5,2.0,1.2,0.5,12,1.59,220.0,95.0,24.0,20.0,1,0.1575,1445,46.772,62.282,2.0475,1.025,0.9301,0.0692,0.0007,-0.338,3.138,-4.872,8.467,15.553,16.799,11.33,15.93,122.93,122.94,-0.997,-0.0547,0.1688,-0.5699,0.3038
c5,2.0,1.2,0.5,13,1.6,220.0,85.0,24.0,20.0,1,0.1633,1445,40.047,52.764,2.1229,0.846,0.9218,0.0782,0.0,-0.266,3.015,-3.115,7.541,3.79,5.878,10.77,12.13,122.16,122.17,-0.9967,-0.0179,0.3351,-0.4337,0.4935
c5,2.0,1.2,0.5,14,1.5,220.0,95.0,24.0,30.0,1,0.1038,1445,45.841,60.912,1.3495,1.524,0.8941,0.1038,0.0021,0.022,4.13,-5.7,10.007,-44.632,51.433,15.43,27.5,114.41,114.45,-0.9976,-0.1384,0.2787,-0.2637,0.1522
c5,2.0,1.2,0.5,15,1.49,220.0,95.0,24.0,30.0,1,0.1611,1445,44.006,58.574,2.0937,0.943,0.9467,0.0533,0.0,-0.331,3.672,-5.649,8.787,-0.296,6.161,13.67,26.6,114.89,114.9,-0.9965,-0.0716,0.4728,-0.4666,0.6364
c5,2.0,1.2,0.5,16,1.56,220.0,95.0,24.0,20.0,1,0.1099,1445,46.238,61.003,1.4286,1.452,0.9384,0.0616,0.0,-0.364,3.604,-4.914,8.495,43.372,50.781,13.01,16.38,122.68,122.69,-0.9973,-0.1917,0.1339,-0.4847,0.106
c5,2.0,1.2,0.5,17,1.58,220.0,85.0,24.0,20.0,1,0.1621,1445,39.577,51.701,2.1072,0.843,0.9266,0.0734,0.0,-0.208,3.201,-3.279,7.693,4.338,6.376,11.43,12.25,122.07,122.08,-0.9969,0.0091,0.3115,-0.4247,0.5101
c5,2.0,1.2,0.5,18,1.55,220.0,95.0,24.0,20.0,1,0.1568,1445,45.472,59.592,2.038,1.001,0.9453,0.0547,0.0,-0.553,3.028,-4.83,8.335,12.051,13.169,10.96,16.02,122.98,122.99,-0.9968,-0.0933,0.2872,-0.6429,0.1779
c5,2.0,1.2,0.5,19,1.54,210.0,85.0,24.0,20.0,1,0.1478,1445,38.765,50.233,1.9209,0.905,0.8858,0.1121,0.0021,-0.548,3.305,-4.079,8.039,13.281,16.853,11.81,14.37,121.78,121.79,-0.9968,0.1305,0.4416,-0.6024,0.0933
c5,2.0,1.2,0.5,20,1.57,220.0,95.0,24.0,20.0,1,0.1564,1445,45.826,60.633,2.0337,1.011,0.937,0.0616,0.0014,-0.462,3.023,-4.899,8.387,14.34,14.996,10.93,15.78,122.98,122.99,-0.9968,-0.0777,0.2621,-0.6103,0.3352
c5,2.0,1.2,0.7,1,1.98,260.0,125.0,28.0,10.0,1,0.1738,1445,136.755,213.217,2.2592,2.715,0.9439,0.0367,0.0194,0.176,4.239,-1.694,9.203,28.935,31.027,15.18,9.63,131.97,132.05,-0.9984,-0.0084,0.0035,-0.2173,0.1989
c5,2.0,1.2,0.7,2,1.96,260.0,125.0,28.0,10.0,1,0.1804,1445,130.824,203.661,2.3447,2.503,0.9529,0.0346,0.0125,0.238,3.229,-1.476,9.06,29.518,31.511,11.56,9.07,132.45,132.53,-0.998,0.1243,0.0028,-0.3213,0.0733
c5,2.0,1.2,0.7,3,1.6,220.0,95.0,24.0,30.0,1,0.0352,1445,54.607,74.686,0.4572,5.358,0.8401,0.1585,0.0014,0.094,5.294,-5.99,11.89,-76.097,77.627,19.8,29.85,113.03,113.13,-0.9979,-0.0167,0.0789,-0.1262,0.4231
c5,2.0,1.2,0.7,4,1.94,250.0,125.0,24.0,10.0,1,0.102,1445,125.113,193.862,1.3259,4.233,0.9488,0.0381,0.0131,0.214,2.875,-4.095,9.11,55.169,57.68,10.4,11.55,133.12,133.18,-0.9975,0.1626,-0.0186,-0.4375,0.0526
c5,2.0,1.2,0.7,5,1.95,250.0,125.0,24.0,10.0,1,0.1185,1445,126.983,196.219,1.5408,3.697,0.9453,0.0457,0.009,-0.049,2.856,-3.794,8.795,46.979,48.603,10.33,10.61,133.21,133.27,-0.9976,0.0878,0.0245,-0.3916,-0.0208
c5,2.0,1.2,0.7,6,1.47,220.0,95.0,24.0,20.0,1,0.1635,1445,41.92,53.852,2.1258,0.885,0.9363,0.0637,0.0,-0.566,3.384,-4.877,8.314,8.131,8.989,12.23,15.92,122.86,122.87,-0.997,-0.0337,0.3568,-0.6856,0.422
c5,2.0,1.2,0.7,7,1.51,220.0,95.0,24.0,20.0,1,0.163,1445,43.0,56.078,2.119,0.91,0.9329,0.0671,0.0,-0.619,3.24,-4.672,8.178,8.617,9.329,11.71,15.77,122.9,122.91,-0.9968,-0.1081,0.3043,-0.6332,0.4247
c5,2.0,1.2,0.7,8,1.46,220.0,95.0,24.0,20.0,1,0.161,1445,41.344,53.133,2.0934,0.886,0.9412,0.0588,0.0,-0.546,3.467,-4.843,8.378,7.584,8.772,12.53,15.95,122.8,122.81,-0.9971,-0.005,0.3338,-0.6708,0.4299
c5,2.0,1.2,0.7,9,1.48,220.0,95.0,24.0,20.0,1,0.1614,1445,42.041,54.27,2.0985,0.899,0.9384,0.0616,0.0,-0.607,3.336,-4.836,8.227,9.599,10.252,12.07,15.94,122.87,122.88,-0.9969,-0.0596,0.3673,-0.6591,0.4611
c5,2.0,1.2,0.7,10,1.49,220.0,95.0,24.0,20.0,1,-0.0293,1445,43.796,57.249,-0.3809,,0.8201,0.1799,0.0,-0.088,3.768,-4.116,9.923,-25.401,122.757,13.59,18.34,122.34,122.37,-0.9983,-0.0885,0.3187,-0.2461,-0.1192
c5,2.0,1.2,0.7,11,1.5,220.0,95.0,24.0,20.0,1,0.1637,1445,42.695,55.426,2.1286,0.9,0.9308,0.0692,0.0,-0.603,3.261,-4.606,8.194,6.609,7.421,11.78,15.8,122.91,122.92,-0.9969,-0.0639,0.2924,-0.638,0.4593
c5,2.0,1.2,0.7,12,1.42,220.0,95.0,24.0,20.0,1,0.1455,1445,40.014,51.099,1.891,0.949,0.9426,0.0574,0.0,-0.406,3.716,-5.083,8.651,18.0,22.413,13.42,16.05,122.68,122.69,-0.9971,0.0526,0.3132,-0.6902,0.1769
c5,2.0,1.2,0.7,13,1.43,220.0,95.0,24.0,20.0,1,0.1606,1445,40.234,51.491,2.0877,0.865,0.9412,0.0588,0.0,-0.431,3.666,-5.028,8.573,6.659,8.011,13.23,16.17,122.68,122.69,-0.9972,0.03,0.3171,-0.6791,0.489
c5,2.0,1.2,0.7,14,1.44,220.0,95.0,24.0,20.0,1,0.1605,1445,40.471,51.899,2.0865,0.87,0.9419,0.0581,0.0,-0.447,3.654,-4.812,8.502,7.559,9.23,13.18,16.0,122.73,122.74,-0.9972,0.0306,0.2874,-0.6603,0.4499
c5,2.0,1.2,0.7,15,1.45,220.0,95.0,24.0,20.0,1,0.1616,1445,41.225,52.743,2.1014,0.88,0.9426,0.0574,0.0,-0.555,3.571,-4.854,8.427,7.925,9.59,12.9,16.12,122.76,122.77,-0.9972,-0.0143,0.3203,-0.6689,0.3911
c5,2.0,1.2,0.7,16,1.31,210.0,85.0,24.0,20.0,1,0.132,1445,32.948,41.036,1.716,0.861,0.9329,0.0671,0.0,-0.12,4.908,-4.744,9.278,-19.228,25.435,17.48,16.06,120.79,120.79,-0.9976,-0.0187,0.3403,-0.5893,0.2073
c5,2.0,1.2,0.7,17,1.41,220.0,95.0,24.0,20.0,1,0.0318,1445,39.448,50.442,0.414,4.274,0.9391,0.0609,0.0,-0.522,3.845,-5.043,8.579,76.39,77.979,13.88,16.23,122.57,122.58,-0.9973,0.0585,0.321,-0.6831,0.0838
c5,2.0,1.2,0.7,18,1.91,250.0,125.0,24.0,10.0,1,0.1097,1445,120.973,186.395,1.4262,3.805,0.9426,0.0394,0.018,-0.309,2.754,-3.707,9.918,51.404,52.513,9.97,14.4,132.83,132.89,-0.9972,-0.0066,0.0297,-0.3422,-0.0193
c5,2.0,1.2,0.7,19,1.44,230.0,95.0,24.0,20.0,1,0.1527,1445,40.172,51.428,1.9846,0.908,0.9433,0.0567,0.0,-0.18,3.588,-3.808,8.005,8.852,11.684,12.93,13.79,123.06,123.08,-0.9972,0.0993,0.1861,-0.5697,0.401
c5,2.0,1.2,0.7,20,1.37,220.0,105.0,24.0,20.0,1,0.005,1445,45.004,58.08,0.0645,31.324,0.955,0.045,0.0,-0.544,3.808,-6.385,9.34,86.549,90.142,13.95,19.17,123.62,123.63,-0.9973,-0.1736,0.3878,-0.784,0.0826
c6,2.0,1.31,0.1,1,1.96,240.0,105.0,28.0,20.0,1,0.127,1445,148.628,227.721,1.6505,4.039,0.5419,0.1889,0.2692,-0.912,8.505,-14.593,17.649,-33.136,38.313,37.52,51.4,127.38,127.44,-0.9896,-0.1238,0.2012,-0.5509,0.9643
c6,2.0,1.31,0.1,2,1.78,270.0,105.0,28.0,10.0,1,0.2186,1445,129.552,185.705,2.8416,2.045,0.4318,0.1696,0.3986,-0.129,9.25,-11.809,16.402,-13.019,27.456,40.95,35.44,137.67,137.81,-0.9892,-0.0206,-0.1193,-0.6606,0.8527
c6,2.0,1.31,0.1,3,1.83,340.0,105.0,28.0,20.0,1,0.3023,1445,131.868,189.293,3.9302,1.505,0.4907,0.1516,0.3578,-0.883,11.176,-7.826,14.791,-5.422,56.613,47.22,39.59,128.28,128.62,-0.9935,0.0283,0.0147,-0.63,0.4928
c6,2.0,1.31,0.1,4,1.98,310.0,95.0,24.0,20.0,1,0.3478,1445,134.74,192.451,4.522,1.337,0.4298,0.1737,0.3965,-0.675,10.033,-10.587,14.71,-38.427,44.416,43.36,42.22,128.5,128.6,-0.991,0.0023,0.0036,-0.7093,0.9802
c6,2.0,1.31,0.1,5,1.8,270.0,105.0,28.0,10.0,1,0.2271,1445,133.136,191.991,2.9526,2.023,0.4125,0.1654,0.4221,-0.656,9.383,-11.849,16.45,-7.531,26.516,41.81,35.97,137.19,137.33,-0.9878,-0.014,-0.0537,-0.6641,0.8312
c6,2.0,1.31,0.1,6,1.96,310.0,95.0,24.0,20.0,1,0.3372,1445,131.451,187.533,4.3838,1.345,0.4159,0.1855,0.3986,-0.823,9.93,-10.54,14.66,-39.445,45.126,42.91,42.34,128.68,128.77,-0.9913,0.0059,-0.0466,-0.7131,0.9792
c6,2.0,1.31,0.1,7,1.84,290.0,95.0,28.0,10.0,1,0.4426,1445,123.036,172.953,5.7537,0.959,0.4983,0.1329,0.3689,-0.424,9.25,-10.518,15.541,62.607,66.092,40.46,32.78,137.0,137.14,-0.9902,0.0151,-0.0814,-0.745,0.9334
c6,2.0,1.31,0.1,8,1.86,260.0,105.0,28.0,10.0,1,0.4492,1445,138.218,201.957,5.84,1.062,0.5031,0.1253,0.3716,-0.644,8.794,-12.027,16.39,59.822,63.919,39.31,35.9,138.02,138.15,-0.9866,-0.0104,-0.0256,-0.6525,0.87
c6,2.0,1.31,0.1,9,1.83,300.0,95.0,28.0,10.0,1,0.3607,1445,119.408,167.016,4.6886,1.142,0.4623,0.1612,0.3765,-0.237,9.079,-9.827,14.811,44.465,51.564,39.29,30.98,137.82,137.95,-0.9922,-0.0166,-0.1231,-0.765,0.7208
c6,2.0,1.31,0.1,10,1.81,270.0,105.0,28.0,10.0,1,0.2193,1445,135.177,195.428,2.851,2.127,0.4436,0.1522,0.4042,-0.767,9.468,-11.729,16.44,-12.799,27.945,42.28,35.9,137.05,137.2,-0.9869,0.0141,-0.0193,-0.6675,0.8696
c6,2.0,1.31,0.1,11,1.97,320.0,95.0,24.0,20.0,1,0.3607,1445,132.062,188.552,4.6891,1.263,0.4076,0.1931,0.3993,-0.778,9.9,-9.757,14.176,-42.238,47.525,42.54,40.45,129.47,129.56,-0.9918,0.0361,-0.1384,-0.7333,0.9685
c6,2.0,1.31,0.1,12,1.85,280.0,95.0,28.0,10.0,1,0.462,1445,123.354,174.096,6.0061,0.921,0.51,0.128,0.3619,-0.554,9.106,-11.428,16.009,60.64,64.089,39.93,34.57,136.68,136.81,-0.99,0.0031,-0.0832,-0.7409,0.9546
c6,2.0,1.31,0.1,13,1.97,260.0,95.0,28.0,10.0,1,0.2581,1445,130.268,188.427,3.3556,1.741,0.5349,0.1135,0.3516,-1.021,8.063,-11.935,15.653,-13.418,26.672,35.87,34.76,137.86,137.95,-0.9864,-0.054,0.0041,-0.7638,0.7091
c6,2.0,1.31,0.1,14,1.81,260.0,105.0,28.0,10.0,1,0.394,1445,130.147,187.853,5.1216,1.14,0.4941,0.1419,0.364,-0.586,8.488,-11.478,15.71,60.276,64.039,37.6,34.87,138.85,138.97,-0.9893,-0.047,-0.0348,-0.6584,0.8752
c6,2.0,1.31,0.1,15,1.7,320.0,95.0,24.0,20.0,1,0.3881,1445,98.568,132.191,5.0447,0.876,0.474,0.2526,0.2734,-0.338,9.881,-9.642,14.132,-43.877,48.793,41.53,40.12,129.9,130.01,-0.9945,-0.0141,-0.1812,-0.725,0.9045
c6,2.0,1.31,0.1,16,1.94,260.0,95.0,28.0,10.0,1,0.3746,1445,126.399,180.686,4.8703,1.164,0.5232,0.1301,0.3467,-0.666,7.935,-11.822,15.47,52.772,57.23,34.87,34.24,138.3,138.38,-0.9892,-0.1077,-0.0095,-0.7472,0.7522
c6,2.0,1.31,0.1,17,1.84,280.0,95.0,28.0,10.0,1,0.4513,1445,120.962,169.435,5.8668,0.925,0.4927,0.1398,0.3675,-0.447,8.965,-11.428,15.85,59.49,62.913,39.16,34.38,137.01,137.13,-0.9908,-0.0235,-0.0982,-0.7404,0.9468
c6,2.0,1.31,0.1,18,1.91,280.0,95.0,20.0,20.0,1,0.178,1445,106.329,150.414,2.3141,2.061,0.5114,0.2159,0.2727,-0.591,7.987,-9.193,11.735,-32.256,36.547,34.57,36.84,133.94,134.01,-0.9927,-0.1543,0.0537,-0.6284,0.9839
c6,2.0,1.31,0.1,19,1.8,260.0,105.0,28.0,10.0,1,0.3793,1445,128.246,184.736,4.931,1.167,0.4865,0.1509,0.3626,-0.493,8.465,-11.239,15.498,56.762,61.046,37.39,34.14,139.09,139.2,-0.9897,-0.0713,-0.0329,-0.6488,0.8372
c6,2.0,1.31,0.1,20,1.98,300.0,95.0,20.0,20.0,1,0.2502,1445,117.859,167.199,3.2524,1.626,0.4699,0.1945,0.3356,-0.393,8.622,-9.142,12.155,-37.25,43.375,37.23,37.19,133.1,133.19,-0.9924,-0.1184,0.0225,-0.636,0.7825
c6,2.0,1.31,0.3,1,1.93,240.0,115.0,28.0,10.0,1,0.2144,1445,121.256,181.022,2.7871,1.952,0.7972,0.0332,0.1696,-0.309,5.039,-8.463,13.672,35.569,55.087,21.66,26.84,145.97,146.03,-0.9972,-0.3962,0.1382,-0.1089,0.2596
c6,2.0,1.31,0.3,2,1.97,270.0,125.0,28.0,10.0,1,0.2012,1445,139.315,211.537,2.6156,2.389,0.8623,0.0118,0.126,0.677,2.528,-4.482,9.997,35.695,51.572,11.04,16.28,150.61,150.69,-0.9947,0.3708,-0.066,-0.5126,-0.1057
c6,2.0,1.31,0.3,3,1.96,240.0,115.0,28.0,10.0,1,0.1179,1445,124.379,186.167,1.5327,3.64,0.7917,0.0367,0.1716,0.115,4.552,-8.549,13.485,74.047,86.005,19.62,27.08,146.28,146.34,-0.9966,-0.3876,0.1574,-0.1503,0.3049
c6,2.0,1.31,0.3,4,1.81,230.0,125.0,28.0,10.0,1,0.2759,1445,122.762,182.235,3.5867,1.535,0.8422,0.0367,0.1211,0.872,4.861,-8.85,13.374,10.81,20.318,21.04,26.79,147.73,147.77,-0.997,-0.3881,0.0692,-0.2476,0.7079
c6,2.0,1.31,0.3,5,1.95,270.0,125.0,28.0,10.0,1,0.2815,1445,135.861,205.578,3.6597,1.665,0.8644,0.0138,0.1218,0.723,2.329,-4.479,9.972,3.675,11.598,10.22,15.27,150.79,150.86,-0.9931,0.5161,0.0162,-0.5949,-0.3791
c6,2.0,1.31,0.3,6,1.95,230.0,115.0,28.0,10.0,1,0.2665,1445,120.603,179.891,3.4645,1.562,0.8263,0.054,0.1197,0.593,4.333,-8.186,13.005,3.542,19.602,18.67,24.81,146.8,146.84,-0.9967,-0.1864,-0.0688,-0.282,0.4924
c6,2.0,1.31,0.3,7,1.94,240.0,115.0,28.0,10.0,1,-0.0034,1445,118.969,178.006,-0.0439,,0.8125,0.0339,0.1536,0.636,4.493,-7.873,13.103,-5.3,102.968,19.31,25.6,146.59,146.65,-0.9966,-0.291,-0.0162,-0.2001,-0.1161
c6,2.0,1.31,0.3,8,1.96,230.0,115.0,28.0,10.0,1,0.2731,1445,120.912,180.593,3.5498,1.528,0.8367,0.0567,0.1066,0.909,4.288,-7.93,12.518,9.428,18.59,18.45,24.24,146.93,146.96,-0.9965,-0.4322,0.0941,-0.2316,0.6042
c6,2.0,1.31,0.3,9,1.83,220.0,125.0,28.0,10.0,1,0.2625,1445,120.272,178.61,3.4129,1.581,0.8637,0.0332,0.1031,0.122,2.606,-10.101,13.344,14.104,15.435,11.4,29.38,148.32,148.33,-0.9931,-0.3236,-0.0497,-0.6855,0.3763
c6,2.0,1.31,0.3,10,1.86,230.0,115.0,28.0,10.0,1,0.253,1445,107.439,158.077,3.2888,1.465,0.8388,0.0533,0.108,0.792,4.562,-7.717,12.511,7.375,20.966,19.62,24.0,146.77,146.81,-0.997,-0.2097,-0.0534,-0.2999,0.3876
c6,2.0,1.31,0.3,11,1.81,220.0,125.0,28.0,10.0,1,0.2639,1445,118.398,174.251,3.4312,1.548,0.8678,0.027,0.1052,0.118,2.583,-10.112,13.357,14.104,15.305,11.31,29.54,148.34,148.35,-0.993,-0.2835,-0.0509,-0.7169,0.3325
c6,2.0,1.31,0.3,12,1.93,230.0,115.0,28.0,10.0,1,0.2613,1445,115.323,172.285,3.397,1.523,0.8367,0.0554,0.108,0.528,4.753,-7.649,11.787,16.606,22.591,20.48,23.31,146.75,146.78,-0.9971,-0.5105,0.2091,-0.1757,0.6894
c6,2.0,1.31,0.3,13,1.85,250.0,105.0,24.0,10.0,1,0.2184,1445,88.027,125.631,2.8396,1.391,0.8422,0.0277,0.1301,0.373,5.947,-4.973,11.367,2.083,20.813,25.26,20.67,145.65,145.71,-0.9978,-0.4161,0.1693,0.0222,0.6012
c6,2.0,1.31,0.3,14,1.91,230.0,105.0,24.0,10.0,1,0.2307,1445,90.727,131.97,2.9996,1.357,0.863,0.0533,0.0837,-0.814,4.478,-7.189,11.894,4.442,14.396,19.26,23.12,146.21,146.25,-0.9973,-0.1238,0.1232,-0.2648,0.5286
c6,2.0,1.31,0.3,15,1.86,240.0,115.0,28.0,10.0,1,0.0453,1445,110.088,162.748,0.5891,8.382,0.8138,0.0291,0.1571,0.518,5.177,-8.028,13.322,37.514,101.812,22.19,27.14,145.84,145.91,-0.997,-0.1364,-0.0745,-0.2297,0.0754
c6,2.0,1.31,0.3,16,1.87,230.0,115.0,28.0,10.0,1,0.2473,1445,110.816,162.724,3.2148,1.546,0.8311,0.0561,0.1128,0.711,4.543,-7.899,13.066,-3.068,22.148,19.5,24.69,146.67,146.72,-0.997,-0.0632,-0.1716,-0.3178,0.4071
c6,2.0,1.31,0.3,17,1.85,230.0,115.0,28.0,10.0,1,0.23,1445,107.294,157.888,2.99,1.61,0.8491,0.054,0.0969,0.894,4.593,-7.603,13.201,-13.279,25.345,19.71,23.52,146.8,146.86,-0.9973,0.2958,-0.4083,-0.4309,0.2795
c6,2.0,1.31,0.3,18,1.82,240.0,105.0,24.0,10.0,1,0.1455,1445,85.436,122.285,1.8918,2.026,0.8761,0.0304,0.0934,0.22,6.283,-5.074,11.313,-23.518,45.255,26.69,19.78,145.48,145.53,-0.998,-0.4911,0.2674,0.0564,0.4715
c6,2.0,1.31,0.3,19,1.61,230.0,125.0,24.0,10.0,1,0.2073,1445,92.091,132.484,2.6952,1.533,0.8934,0.0208,0.0858,-1.485,5.802,-8.929,13.688,7.139,17.621,25.3,28.98,147.39,147.47,-0.998,-0.1851,0.1911,-0.21,0.6598
c6,2.0,1.31,0.3,20,1.92,220.0,105.0,24.0,10.0,1,0.1789,1445,88.333,127.301,2.3255,1.704,0.8637,0.0747,0.0616,0.058,3.078,-6.591,10.321,16.635,25.787,13.28,18.97,147.55,147.57,-0.9963,-0.17,0.033,-0.4219,0.2085
c6,2.0,1.31,0.5,1,1.92,240.0,115.0,20.0,10.0,1,0.1276,1445,97.359,147.48,1.6589,2.633,0.9529,0.0471,0.0,0.164,3.167,-4.265,7.168,30.449,32.611,13.69,11.07,150.76,150.79,-0.9983,0.1439,-0.0264,-0.3439,0.2717
c6,2.0,1.31,0.5,2,1.69,270.0,115.0,20.0,10.0,1,0.1173,1445,74.433,106.005,1.5253,2.189,0.9737,0.0221,0.0042,0.041,5.628,-1.096,7.701,18.747,22.774,23.94,13.26,149.22,149.28,-0.999,0.074,0.0098,-0.1778,0.3263
c6,2.0,1.31,0.5,3,1.84,240.0,125.0,20.0,10.0,1,0.1325,1445,111.145,170.075,1.7227,2.894,0.9571,0.0325,0.0104,0.117,5.709,-4.859,8.896,26.321,35.559,24.61,16.85,150.35,150.41,-0.9989,0.1992,-0.0425,-0.3142,0.3729
c6,2.0,1.31,0.5,4,1.7,270.0,115.0,20.0,10.0,1,0.118,1445,75.565,108.105,1.534,2.21,0.9696,0.0242,0.0062,-0.145,5.937,-1.709,7.759,1.859,18.04,25.3,12.64,149.03,149.1,-0.999,-0.0689,0.0628,-0.0835,0.3025
c6,2.0,1.31,0.5,5,1.87,240.0,125.0,20.0,10.0,1,0.1481,1445,114.702,175.679,1.9247,2.673,0.9564,0.0401,0.0035,-0.015,4.862,-4.835,7.86,12.214,18.754,21.04,13.6,151.29,151.34,-0.9989,0.1284,-0.0313,-0.2993,0.3701
c6,2.0,1.31,0.5,6,1.21,220.0,85.0,20.0,10.0,1,0.0991,1445,27.047,32.497,1.2881,0.942,0.9564,0.0436,0.0,-0.564,3.96,-4.036,7.385,8.508,24.702,16.9,10.21,146.05,146.05,-0.9978,0.1972,0.414,-0.8006,0.058
c6,2.0,1.31,0.5,7,1.2,230.0,85.0,20.0,10.0,1,0.1013,1445,26.255,31.482,1.3164,0.895,0.9585,0.0415,0.0,-0.587,4.04,-2.954,6.799,17.324,18.125,17.21,7.62,146.17,146.18,-0.9978,0.2327,0.2974,-0.6971,0.2871
c6,2.0,1.31,0.5,8,1.21,230.0,85.0,20.0,10.0,1,0.1034,1445,26.663,31.884,1.3441,0.89,0.9599,0.0401,0.0,-0.317,3.946,-2.999,6.876,16.289,17.244,16.83,7.51,146.25,146.26,-0.9978,0.1321,0.2839,-0.6576,0.3534
c6,2.0,1.31,0.5,9,1.93,250.0,105.0,16.0,10.0,1,0.0674,1445,77.617,113.643,0.8763,3.973,0.9592,0.0408,0.0,0.185,1.883,-2.691,5.256,53.094,55.903,8.16,5.84,150.65,150.67,-0.9966,-0.0203,-0.0003,-0.4601,-0.0602
c6,2.0,1.31,0.5,10,1.22,220.0,85.0,20.0,10.0,1,0.0976,1445,27.131,32.677,1.2682,0.96,0.955,0.045,0.0,-0.536,3.833,-4.001,7.324,14.628,24.089,16.36,10.1,146.11,146.11,-0.9977,0.1766,0.4206,-0.7881,0.0469
c6,2.0,1.31,0.5,11,1.86,240.0,125.0,20.0,10.0,1,0.1337,1445,113.398,174.668,1.7387,2.926,0.9592,0.0318,0.009,0.087,5.644,-4.737,8.677,25.064,31.122,24.36,16.42,150.45,150.51,-0.9989,0.2583,-0.028,-0.349,0.4905
c6,2.0,1.31,0.5,12,1.2,220.0,85.0,20.0,10.0,1,0.1032,1445,26.653,32.169,1.342,0.891,0.9578,0.0422,0.0,-0.552,4.136,-3.875,7.487,2.77,18.452,17.62,10.31,145.93,145.93,-0.9979,0.1686,0.36,-0.7566,0.068
c6,2.0,1.31,0.5,13,1.7,280.0,115.0,20.0,10.0,1,0.1132,1445,75.295,107.19,1.4719,2.295,0.9813,0.0152,0.0035,-0.244,5.52,-0.34,7.369,3.69,14.203,23.41,11.57,149.48,149.54,-0.9989,-0.158,0.0752,-0.0139,0.2922
