rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.94,320.0,105.0,28.0,40.0,0.1,0.2253,0.67612,0.1872,0.37,0.342,0.0086,0.0153,74,5.692,0.44,38.7,0.0,1,1
1,1.94,320.0,105.0,28.0,40.0,0.3,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
1,1.94,320.0,105.0,28.0,40.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
1,1.94,320.0,105.0,28.0,40.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
2,1.97,290.0,95.0,28.0,10.0,0.1,0.5393,0.37866,0.1787,0.4791,0.465,0.0075,0.0132,69,5.308,0.501,20.275,0.0,1,1
2,1.97,290.0,95.0,28.0,10.0,0.3,-0.0491,0.24731,0.0003,0.9483,0.961,0.028,0.0286,53,4.077,0.253,4.475,0.0,1,1
2,1.97,290.0,95.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
2,1.97,290.0,95.0,28.0,10.0,0.7,-0.3442,nan,0.0133,0.7966,0.83,0.0068,0.0345,2,5.0,nan,32.999,0.145,0,0
3,1.95,290.0,95.0,28.0,10.0,0.1,0.5259,0.37773,0.1862,0.4747,0.46,0.0072,0.0122,71,5.462,0.494,20.07,0.0,1,1
3,1.95,290.0,95.0,28.0,10.0,0.3,0.0505,0.25312,0.0004,0.9484,0.962,0.0268,0.0328,52,4.0,0.454,4.328,0.0,1,1
3,1.95,290.0,95.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
3,1.95,290.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
4,1.86,320.0,105.0,24.0,30.0,0.1,0.3646,0.5961,0.2476,0.4325,0.409,0.0064,0.0063,70,5.385,0.453,28.774,0.0,1,1
4,1.86,320.0,105.0,24.0,30.0,0.3,0.0556,0.68497,0.0023,0.9475,0.952,0.0318,0.0432,53,4.077,0.425,6.623,0.0,1,1
4,1.86,320.0,105.0,24.0,30.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
4,1.86,320.0,105.0,24.0,30.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
5,1.94,340.0,105.0,28.0,40.0,0.1,0.2805,0.78944,0.3027,0.3314,0.307,0.0076,0.0095,76,5.846,0.37,37.223,0.0,1,1
5,1.94,340.0,105.0,28.0,40.0,0.3,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
5,1.94,340.0,105.0,28.0,40.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
5,1.94,340.0,105.0,28.0,40.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
6,1.92,310.0,105.0,28.0,30.0,0.1,0.3253,0.60871,0.1856,0.4147,0.394,0.0088,0.0136,74,5.692,0.442,32.549,0.0,1,1
6,1.92,310.0,105.0,28.0,30.0,0.3,0.1844,0.44287,0.0032,0.8303,0.827,0.0311,0.036,54,4.154,0.513,12.261,0.003,1,1
6,1.92,310.0,105.0,28.0,30.0,0.5,0.1265,0.20633,0.0023,0.8666,0.939,0.046,0.0368,14,3.913,0.647,40.542,0.062,0,0
6,1.92,310.0,105.0,28.0,30.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
7,1.93,290.0,95.0,28.0,20.0,0.1,0.3494,0.49449,0.2067,0.4748,0.459,0.0066,0.0129,69,5.308,0.482,22.985,0.0,1,1
7,1.93,290.0,95.0,28.0,20.0,0.3,-0.0172,0.35521,0.0054,0.9007,0.913,0.0272,0.0292,52,4.0,0.434,8.26,0.0,1,1
7,1.93,290.0,95.0,28.0,20.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
7,1.93,290.0,95.0,28.0,20.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
8,1.94,290.0,95.0,28.0,10.0,0.1,0.5204,0.39259,0.1896,0.4746,0.459,0.0071,0.0122,69,5.308,0.509,19.911,0.0,1,1
8,1.94,290.0,95.0,28.0,10.0,0.3,-0.0212,0.8324,0.0905,0.6708,0.725,0.0178,0.0148,5,5.65,0.733,16.674,0.015,0,0
8,1.94,290.0,95.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
8,1.94,290.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
9,1.8,320.0,105.0,24.0,30.0,0.1,0.38,0.60064,0.2922,0.3935,0.359,0.0058,0.0059,73,5.615,0.455,28.372,0.0,1,1
9,1.8,320.0,105.0,24.0,30.0,0.3,0.0567,0.66404,0.0026,0.9357,0.945,0.028,0.0401,57,4.385,0.412,8.332,0.0,1,1
9,1.8,320.0,105.0,24.0,30.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
9,1.8,320.0,105.0,24.0,30.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
10,1.89,270.0,95.0,28.0,20.0,0.1,0.2866,0.66889,0.2275,0.4679,0.44,0.0052,0.0056,57,4.385,0.438,21.874,0.0,1,1
10,1.89,270.0,95.0,28.0,20.0,0.3,0.2948,0.32342,0.0096,0.8695,0.847,0.0221,0.0222,50,3.846,0.514,9.5,0.0,1,1
10,1.89,270.0,95.0,28.0,20.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
10,1.89,270.0,95.0,28.0,20.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
11,1.85,310.0,95.0,24.0,30.0,0.1,0.3925,0.57985,0.3007,0.3867,0.358,0.0054,0.0054,66,5.077,0.488,27.026,0.0,1,1
11,1.85,310.0,95.0,24.0,30.0,0.3,0.0714,0.50589,0.0049,0.9105,0.916,0.0267,0.0318,54,4.154,0.365,9.217,0.0,1,1
11,1.85,310.0,95.0,24.0,30.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
11,1.85,310.0,95.0,24.0,30.0,0.7,0.0992,0.13776,0.011,0.9323,0.972,0.0378,0.0408,23,3.65,0.573,34.449,0.038,0,0
12,1.9,350.0,105.0,28.0,30.0,0.1,0.4644,0.54172,0.2716,0.4087,0.392,0.0054,0.0091,68,5.231,0.496,28.93,0.0,1,1
12,1.9,350.0,105.0,28.0,30.0,0.3,-0.0168,2.08856,0.0,0.9811,0.981,0.0368,0.0541,56,4.308,0.388,4.998,0.0,1,1
