freq,hip_phi,leg_amp,hip_amp,hip_off,mu,pass_rate,surv_rate,net_fwd_mean,net_fwd_min,slip_mean,head_mean
1.94,300.0,95.0,24.0,20.0,0.1,1.0,1.0,0.3663,0.3041,0.4815,0.9433
1.85,270.0,95.0,28.0,20.0,0.1,1.0,1.0,0.4488,0.3928,0.4952,0.9407
1.85,280.0,95.0,28.0,20.0,0.1,1.0,1.0,0.3411,0.3061,0.5999,0.9618
1.88,270.0,95.0,28.0,20.0,0.1,1.0,1.0,0.3952,0.2853,0.5266,0.9255
1.91,290.0,95.0,28.0,10.0,0.1,1.0,1.0,0.4717,0.446,0.4069,0.9829
1.92,340.0,95.0,28.0,30.0,0.1,1.0,1.0,0.4313,0.4063,0.4927,0.9992
1.88,320.0,105.0,24.0,40.0,0.1,0.8,0.8,0.2939,0.0,0.4815,0.9711
1.84,270.0,95.0,28.0,20.0,0.1,1.0,1.0,0.3873,0.2795,0.5205,0.9197
1.97,340.0,85.0,28.0,30.0,0.1,1.0,1.0,0.432,0.4116,0.5443,0.987
1.85,340.0,95.0,28.0,30.0,0.1,1.0,1.0,0.4252,0.4022,0.5273,0.9994
2.0,330.0,95.0,28.0,40.0,0.1,0.4,0.4,0.1857,0.0,0.4623,0.9848
1.98,340.0,85.0,28.0,30.0,0.1,1.0,1.0,0.4413,0.4252,0.542,0.9848
1.9,290.0,95.0,28.0,10.0,0.1,1.0,1.0,0.4514,0.441,0.4067,0.9867
1.99,320.0,95.0,28.0,40.0,0.1,0.6,0.6,0.2641,0.0,0.423,0.9763
1.98,320.0,85.0,28.0,20.0,0.1,1.0,1.0,0.4443,0.4406,0.48,0.9994
1.99,330.0,95.0,28.0,40.0,0.1,0.8,0.8,0.3492,0.0,0.4419,0.9874
1.97,340.0,105.0,28.0,40.0,0.1,0.8,0.8,0.36,0.0,0.495,0.9959
1.99,330.0,105.0,28.0,40.0,0.1,0.8,0.8,0.3821,0.0,0.486,0.9695
1.99,350.0,105.0,28.0,40.0,0.1,1.0,1.0,0.3829,0.2807,0.6132,0.9944
1.79,280.0,95.0,28.0,20.0,0.1,1.0,1.0,0.3846,0.2902,0.5462,0.9706
1.96,290.0,95.0,28.0,10.0,0.1,1.0,1.0,0.5224,0.4969,0.3876,0.9735
1.94,320.0,105.0,28.0,40.0,0.1,0.8,0.8,0.3222,0.0,0.5567,0.9778
1.97,330.0,105.0,28.0,40.0,0.1,0.6,0.6,0.2798,0.0,0.4974,0.9856
1.99,340.0,95.0,28.0,40.0,0.1,1.0,1.0,0.4317,0.3675,0.4592,0.9846
2.0,320.0,95.0,24.0,40.0,0.1,0.8,0.8,0.2942,0.0,0.4935,0.9654
1.92,310.0,105.0,28.0,30.0,0.1,1.0,1.0,0.2765,0.1105,0.6177,0.9662
1.99,330.0,85.0,28.0,40.0,0.1,0.8,0.8,0.3066,0.0,0.5059,0.9934
1.94,340.0,105.0,28.0,40.0,0.1,0.8,0.8,0.3339,0.0,0.5401,0.9904
1.97,290.0,95.0,28.0,10.0,0.1,1.0,1.0,0.5313,0.4932,0.3871,0.9685
1.95,320.0,95.0,24.0,40.0,0.1,0.8,0.8,0.3186,0.0,0.4684,0.9755
1.95,290.0,95.0,28.0,10.0,0.1,1.0,1.0,0.5216,0.4929,0.3842,0.9762
1.95,340.0,105.0,24.0,40.0,0.1,0.8,0.8,0.3705,0.0,0.49,0.9838
1.87,280.0,115.0,28.0,30.0,0.3,0.2,0.4,0.0693,-0.0612,0.2741,0.953
1.96,280.0,125.0,28.0,20.0,0.3,0.8,0.8,0.2069,0.0,0.2106,0.9912
1.92,340.0,105.0,24.0,40.0,0.1,1.0,1.0,0.4092,0.3453,0.4886,0.9784
1.9,280.0,125.0,28.0,20.0,0.3,1.0,1.0,0.3422,0.2299,0.227,0.9842
1.86,320.0,105.0,24.0,30.0,0.1,1.0,1.0,0.3821,0.2807,0.6114,0.9888
1.98,290.0,115.0,28.0,30.0,0.3,0.6,0.8,0.1057,-0.0988,0.2648,0.9734
2.0,280.0,115.0,28.0,30.0,0.3,0.2,0.2,0.0303,-0.3426,0.2707,0.9793
1.85,280.0,125.0,28.0,20.0,0.3,0.6,0.8,0.1625,-0.0114,0.2399,0.9812
2.0,280.0,125.0,28.0,20.0,0.3,0.8,0.8,0.2549,-0.1878,0.2126,0.9813
1.89,270.0,115.0,28.0,30.0,0.3,0.4,0.6,0.2489,0.0431,0.2875,0.9732
1.44,310.0,125.0,28.0,20.0,0.3,0.4,0.4,0.1712,0.0,0.3837,0.9933
1.5,310.0,115.0,28.0,20.0,0.3,0.6,0.6,0.269,0.0649,0.3647,0.9923
1.99,280.0,125.0,28.0,20.0,0.3,0.6,0.8,0.1742,-0.1286,0.2209,0.9893
2.0,260.0,125.0,28.0,20.0,0.3,0.6,0.8,0.1176,-0.0285,0.2333,0.9716
1.87,280.0,125.0,28.0,20.0,0.3,0.6,1.0,0.1733,-0.1521,0.2343,0.9868
1.88,240.0,125.0,28.0,20.0,0.5,0.2,0.4,0.0457,-0.0492,0.1237,0.9849
1.97,260.0,125.0,28.0,20.0,0.3,0.6,1.0,0.1636,-0.0271,0.2293,0.9654
1.98,240.0,125.0,28.0,20.0,0.5,0.6,0.6,0.2288,0.0,0.1145,0.9953
1.91,280.0,125.0,28.0,20.0,0.3,0.8,0.8,0.2934,0.0835,0.2303,0.973
1.97,240.0,125.0,28.0,20.0,0.5,0.6,0.8,0.2887,0.0242,0.1165,0.9866
1.96,240.0,115.0,28.0,20.0,0.5,0.2,0.2,0.2581,0.0293,0.1298,0.6495
1.99,240.0,125.0,28.0,20.0,0.5,0.8,1.0,0.218,0.0111,0.129,0.9853
1.94,260.0,125.0,28.0,20.0,0.3,0.2,0.8,0.0697,-0.0857,0.2435,0.9687
1.93,280.0,125.0,28.0,20.0,0.3,1.0,1.0,0.3371,0.1688,0.2236,0.9793
1.42,300.0,125.0,28.0,20.0,0.3,0.4,0.8,0.1336,-0.0438,0.3869,0.9732
2.0,240.0,115.0,28.0,20.0,0.5,0.2,0.2,0.1291,0.0,0.1358,0.9866
1.99,250.0,125.0,28.0,20.0,0.5,0.2,0.2,0.2837,0.2091,0.1556,0.9892
1.9,240.0,125.0,28.0,30.0,0.5,0.2,0.2,0.0959,-0.026,0.1291,0.5322
1.88,240.0,125.0,28.0,20.0,0.7,0.2,0.2,0.0501,0.0,0.0834,0.9896
2.0,250.0,125.0,24.0,20.0,0.5,0.2,0.2,0.218,-0.0897,0.1351,0.9955
1.57,320.0,105.0,28.0,20.0,0.3,0.2,0.6,0.0707,-0.037,0.4884,0.9821
1.98,240.0,125.0,24.0,30.0,0.5,0.6,0.6,0.1304,0.0,0.1351,0.987
1.85,230.0,125.0,28.0,30.0,0.7,0.6,0.6,0.0469,-0.2404,0.1213,0.995
1.93,250.0,125.0,28.0,10.0,0.5,0.6,1.0,0.0899,-0.1322,0.1093,0.9978
2.0,240.0,125.0,28.0,20.0,0.3,1.0,1.0,0.3604,0.3512,0.2704,0.984
1.91,240.0,125.0,28.0,20.0,0.7,0.4,0.4,0.1653,0.0,0.0891,0.9847
1.89,240.0,115.0,28.0,30.0,0.5,0.2,0.2,0.2754,0.1589,0.185,0.9921
2.0,240.0,125.0,28.0,20.0,0.5,0.8,1.0,0.1885,-0.0134,0.121,0.9917
1.94,250.0,125.0,28.0,20.0,0.5,0.2,0.2,0.1502,-0.2002,0.1204,0.964
1.88,240.0,125.0,28.0,10.0,0.5,0.8,0.8,0.1776,0.1316,0.1249,0.9898
1.7,270.0,125.0,28.0,20.0,0.7,0.2,0.2,0.3811,0.0,0.0814,0.848
1.98,230.0,115.0,28.0,20.0,0.5,0.4,0.6,0.1348,0.0024,0.1527,0.9882
1.97,240.0,125.0,28.0,10.0,0.7,0.8,0.8,0.1361,0.0,0.0951,0.9994
1.96,260.0,125.0,24.0,20.0,0.5,0.2,0.4,0.1108,-0.1023,0.1271,0.9758
1.98,250.0,125.0,24.0,20.0,0.7,0.2,0.4,0.0547,0.0,0.0837,0.9939
1.89,230.0,125.0,28.0,30.0,0.5,0.8,1.0,0.1391,-0.007,0.1509,0.9874
1.91,230.0,125.0,28.0,30.0,0.7,0.4,0.4,0.1239,-0.05,0.1198,0.9848
1.99,240.0,115.0,28.0,30.0,0.5,0.2,0.2,0.1549,0.0,0.1522,0.9634
1.98,240.0,125.0,28.0,10.0,0.5,0.6,0.8,0.1193,-0.1213,0.1393,0.9745
1.92,240.0,125.0,28.0,20.0,0.7,0.2,0.2,0.0868,0.0,0.1033,0.9337
1.87,230.0,125.0,28.0,30.0,0.7,0.2,0.4,0.1738,0.0309,0.144,0.9885
1.97,230.0,125.0,28.0,30.0,0.7,0.2,0.2,0.3226,0.0,0.1187,0.7996
1.96,260.0,125.0,28.0,10.0,0.7,0.8,0.8,0.1364,0.0,0.0783,0.9998
2.0,260.0,125.0,28.0,10.0,0.7,0.6,0.6,0.1124,0.0,0.0742,0.9992
1.77,230.0,125.0,24.0,30.0,0.7,0.6,0.8,0.0952,-0.0735,0.1339,0.9738
1.98,260.0,125.0,28.0,10.0,0.7,0.6,0.6,0.1078,0.0,0.0748,0.9996
1.87,240.0,125.0,28.0,10.0,0.7,0.6,0.6,0.0838,-0.0981,0.6663,0.4998
1.95,230.0,125.0,24.0,30.0,0.7,1.0,1.0,0.1722,0.09,0.1253,0.9711
1.95,240.0,125.0,28.0,20.0,0.7,0.8,0.8,0.1807,0.1395,0.0893,0.9983
1.9,250.0,125.0,28.0,10.0,0.7,0.8,0.8,0.1112,0.0,0.0759,0.9998
1.77,240.0,125.0,20.0,30.0,0.7,0.8,1.0,0.1022,-0.0782,0.1118,0.9966
1.88,240.0,125.0,28.0,10.0,0.7,0.6,0.6,0.1307,0.0,0.1047,0.993
