rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.97,250.0,125.0,28.0,10.0,0.1,-0.0095,1.53298,0.0644,0.6181,0.657,0.0142,0.0306,26,4.059,0.109,22.187,0.0,0,0
1,1.97,250.0,125.0,28.0,10.0,0.3,0.3227,0.26015,0.0114,0.8798,0.863,0.0273,0.0206,52,4.0,0.515,7.185,0.0,1,1
1,1.97,250.0,125.0,28.0,10.0,0.5,0.0057,0.10597,0.0112,0.8914,0.897,0.0367,0.0258,53,4.077,0.484,10.565,0.0,1,1
1,1.97,250.0,125.0,28.0,10.0,0.7,0.1712,0.09123,0.0186,0.9455,0.939,0.0365,0.0308,51,3.923,0.476,12.096,0.0,1,1
2,1.98,250.0,125.0,28.0,10.0,0.1,0.0164,1.33713,0.0362,0.6137,0.645,0.0139,0.0264,59,4.538,0.138,22.538,0.0,1,1
2,1.98,250.0,125.0,28.0,10.0,0.3,0.3269,0.25848,0.0118,0.8769,0.859,0.0277,0.0211,52,4.0,0.514,7.089,0.0,1,1
2,1.98,250.0,125.0,28.0,10.0,0.5,-0.0379,0.10031,0.0063,0.9469,0.945,0.0381,0.0251,52,4.0,0.406,6.465,0.0,1,1
2,1.98,250.0,125.0,28.0,10.0,0.7,0.1872,0.079,0.0132,0.9494,0.938,0.0382,0.0293,51,3.923,0.509,8.179,0.0,1,1
3,1.93,250.0,125.0,24.0,10.0,0.1,-0.0216,1.80501,0.024,0.714,0.749,0.0166,0.0263,52,4.0,0.103,22.143,0.0,1,1
3,1.93,250.0,125.0,24.0,10.0,0.3,0.2307,0.27704,0.0063,0.9111,0.904,0.0304,0.022,51,3.923,0.514,6.078,0.0,1,1
3,1.93,250.0,125.0,24.0,10.0,0.5,0.0178,0.09363,0.0065,0.9672,0.967,0.0376,0.028,51,3.923,0.482,7.089,0.0,1,1
3,1.93,250.0,125.0,24.0,10.0,0.7,0.1394,0.07914,0.0118,0.9635,0.953,0.039,0.0308,50,3.846,0.489,7.646,0.0,1,1
4,1.37,220.0,105.0,28.0,20.0,0.1,0.023,5.37252,0.5462,0.4189,0.352,0.0089,0.0092,35,2.692,0.538,9.764,0.0,1,1
4,1.37,220.0,105.0,28.0,20.0,0.3,0.2379,0.37808,0.1175,0.7955,0.756,0.009,0.0042,70,5.385,0.507,11.316,0.0,1,1
4,1.37,220.0,105.0,28.0,20.0,0.5,0.136,0.14608,0.0767,0.9207,0.909,0.0264,0.0173,43,3.308,0.526,12.873,0.0,1,1
4,1.37,220.0,105.0,28.0,20.0,0.7,0.0987,0.09811,0.0496,0.9504,0.94,0.0304,0.0204,39,3.0,0.536,14.295,0.0,1,1
5,1.98,250.0,125.0,24.0,10.0,0.1,0.0034,1.56952,0.037,0.6798,0.713,0.0179,0.0232,16,3.846,0.373,22.394,0.008,0,0
5,1.98,250.0,125.0,24.0,10.0,0.3,0.2345,0.27541,0.0072,0.9058,0.898,0.0298,0.0217,52,4.0,0.517,5.508,0.0,1,1
5,1.98,250.0,125.0,24.0,10.0,0.5,0.1373,0.10005,0.0061,0.9649,0.96,0.0369,0.0299,51,3.923,0.453,6.487,0.0,1,1
5,1.98,250.0,125.0,24.0,10.0,0.7,0.1499,0.07933,0.0111,0.9689,0.957,0.0383,0.0305,51,3.923,0.51,6.653,0.0,1,1
6,1.63,220.0,95.0,24.0,20.0,0.1,0.0659,5.3435,0.4622,0.5048,0.445,0.0037,0.0064,23,1.769,1.005,7.457,0.0,1,0
6,1.63,220.0,95.0,24.0,20.0,0.3,0.0091,0.40463,0.1085,0.8246,0.791,0.0085,0.007,56,4.308,0.431,7.508,0.0,1,1
6,1.63,220.0,95.0,24.0,20.0,0.5,0.1624,0.10658,0.0412,0.9586,0.943,0.0196,0.02,42,3.231,0.545,6.996,0.0,1,1
6,1.63,220.0,95.0,24.0,20.0,0.7,0.091,0.10141,0.0711,0.9289,0.91,0.0184,0.0182,44,3.385,0.456,6.683,0.0,1,1
7,1.63,220.0,85.0,24.0,20.0,0.1,-0.0196,1.00978,0.3634,0.5854,0.539,0.0049,0.0059,58,4.462,0.069,8.319,0.0,1,1
7,1.63,220.0,85.0,24.0,20.0,0.3,0.0647,0.4202,0.0904,0.8762,0.856,0.0091,0.0062,59,4.538,0.498,7.035,0.0,1,1
7,1.63,220.0,85.0,24.0,20.0,0.5,0.1651,0.08343,0.0462,0.9538,0.94,0.0167,0.017,43,3.308,0.534,7.042,0.0,1,1
7,1.63,220.0,85.0,24.0,20.0,0.7,0.1184,0.17444,0.1437,0.8563,0.848,0.0147,0.0132,47,3.615,0.501,10.023,0.0,1,1
8,1.64,220.0,85.0,24.0,20.0,0.1,-0.0084,1.0001,0.3621,0.5865,0.541,0.0047,0.0055,59,4.538,0.024,8.335,0.0,1,1
8,1.64,220.0,85.0,24.0,20.0,0.3,0.0807,0.4016,0.0948,0.8681,0.844,0.0091,0.0057,61,4.692,0.464,7.085,0.0,1,1
8,1.64,220.0,85.0,24.0,20.0,0.5,0.1657,0.08265,0.0472,0.9528,0.939,0.0166,0.0167,43,3.308,0.533,6.867,0.0,1,1
8,1.64,220.0,85.0,24.0,20.0,0.7,0.122,0.13193,0.1064,0.8936,0.881,0.0156,0.0134,47,3.615,0.481,9.242,0.0,1,1
9,1.62,220.0,85.0,24.0,20.0,0.1,-0.0088,0.99002,0.3741,0.5766,0.53,0.0051,0.0057,61,4.692,0.026,8.315,0.0,1,1
9,1.62,220.0,85.0,24.0,20.0,0.3,0.0847,0.39742,0.0883,0.8791,0.865,0.0097,0.0052,57,4.385,0.495,7.049,0.0,1,1
9,1.62,220.0,85.0,24.0,20.0,0.5,0.1635,0.08501,0.0469,0.9531,0.94,0.0169,0.0175,43,3.308,0.526,7.342,0.0,1,1
9,1.62,220.0,85.0,24.0,20.0,0.7,0.1617,0.0739,0.0524,0.9476,0.932,0.0178,0.0162,43,3.308,0.519,7.062,0.0,1,1
10,1.62,220.0,95.0,24.0,20.0,0.1,0.0658,5.24595,0.4694,0.4971,0.439,0.0038,0.0063,23,1.769,0.992,7.464,0.0,1,0
10,1.62,220.0,95.0,24.0,20.0,0.3,0.1021,0.38614,0.0911,0.853,0.825,0.0088,0.007,59,4.538,0.455,7.468,0.0,1,1
10,1.62,220.0,95.0,24.0,20.0,0.5,0.1597,0.10382,0.0421,0.9575,0.942,0.0192,0.0177,46,3.538,0.527,7.043,0.0,1,1
10,1.62,220.0,95.0,24.0,20.0,0.7,0.1573,0.10202,0.0745,0.9253,0.907,0.0198,0.0184,42,3.231,0.501,6.837,0.0,1,1
11,1.59,220.0,85.0,24.0,20.0,0.1,-0.0129,1.03413,0.3785,0.5718,0.519,0.0047,0.0052,60,4.615,0.045,8.413,0.0,1,1
11,1.59,220.0,85.0,24.0,20.0,0.3,0.094,0.37637,0.0939,0.872,0.86,0.0102,0.0056,59,4.538,0.477,7.19,0.0,1,1
11,1.59,220.0,85.0,24.0,20.0,0.5,0.1613,0.08365,0.0459,0.9541,0.944,0.0188,0.0179,41,3.154,0.525,7.58,0.0,1,1
11,1.59,220.0,85.0,24.0,20.0,0.7,0.1694,0.07407,0.0505,0.9495,0.937,0.0179,0.0172,42,3.231,0.524,7.146,0.0,1,1
12,1.59,220.0,95.0,24.0,20.0,0.1,0.0707,2.90115,0.4708,0.497,0.435,0.0031,0.0063,24,1.846,0.591,7.511,0.0,1,1
12,1.59,220.0,95.0,24.0,20.0,0.3,-0.0106,0.39697,0.1093,0.826,0.8,0.0088,0.0068,57,4.385,0.346,7.61,0.0,1,1
12,1.59,220.0,95.0,24.0,20.0,0.5,0.1079,0.11511,0.05,0.9489,0.932,0.0198,0.0158,48,3.692,0.46,9.19,0.0,1,1
12,1.59,220.0,95.0,24.0,20.0,0.7,0.1678,0.08769,0.0515,0.9485,0.929,0.0201,0.0204,41,3.154,0.528,6.6,0.0,1,1
13,1.6,220.0,85.0,24.0,20.0,0.1,-0.0111,1.01246,0.3792,0.5711,0.52,0.0051,0.0055,60,4.615,0.034,8.338,0.0,1,1
13,1.6,220.0,85.0,24.0,20.0,0.3,0.0954,0.40249,0.1069,0.854,0.83,0.0086,0.006,60,4.615,0.455,7.429,0.0,1,1
13,1.6,220.0,85.0,24.0,20.0,0.5,0.1618,0.0831,0.0441,0.9559,0.945,0.0186,0.0172,41,3.154,0.531,7.17,0.0,1,1
13,1.6,220.0,85.0,24.0,20.0,0.7,0.0548,0.25982,0.1611,0.8172,0.869,0.0235,0.0176,12,3.203,0.317,15.123,0.006,0,0
14,1.5,220.0,95.0,24.0,30.0,0.1,0.1033,1.59511,0.4656,0.4701,0.415,0.0042,0.0037,37,2.846,0.556,10.522,0.0,1,1
14,1.5,220.0,95.0,24.0,30.0,0.3,0.2035,0.44025,0.1376,0.7745,0.727,0.0124,0.0081,38,2.923,0.537,11.203,0.0,1,1
14,1.5,220.0,95.0,24.0,30.0,0.5,0.1593,0.09914,0.0452,0.9546,0.952,0.0253,0.0218,39,3.0,0.515,10.318,0.0,1,1
14,1.5,220.0,95.0,24.0,30.0,0.7,-0.0036,0.16031,0.1318,0.8673,0.866,0.0217,0.0169,45,3.462,0.393,15.078,0.0,1,1
15,1.49,220.0,95.0,24.0,30.0,0.1,0.1027,1.53958,0.4677,0.4669,0.41,0.0038,0.0038,36,2.769,0.536,10.572,0.0,1,1
15,1.49,220.0,95.0,24.0,30.0,0.3,0.2028,0.43879,0.1394,0.7699,0.723,0.0125,0.0086,38,2.923,0.533,11.301,0.0,1,1
15,1.49,220.0,95.0,24.0,30.0,0.5,0.1601,0.10797,0.0505,0.9489,0.946,0.0253,0.0194,41,3.154,0.531,10.427,0.0,1,1
15,1.49,220.0,95.0,24.0,30.0,0.7,0.1046,0.16774,0.1283,0.8717,0.865,0.0202,0.0165,47,3.615,0.499,14.398,0.0,1,1
16,1.56,220.0,95.0,24.0,20.0,0.1,0.0681,2.9266,0.4852,0.4834,0.421,0.0037,0.0062,28,2.154,0.583,7.537,0.0,1,1
16,1.56,220.0,95.0,24.0,20.0,0.3,0.0465,0.37848,0.1058,0.8317,0.808,0.0103,0.0063,53,4.077,0.348,7.865,0.0,1,1
16,1.56,220.0,95.0,24.0,20.0,0.5,0.1553,0.10584,0.0419,0.9571,0.946,0.0214,0.0194,42,3.231,0.533,7.588,0.0,1,1
16,1.56,220.0,95.0,24.0,20.0,0.7,0.1628,0.08693,0.052,0.948,0.93,0.02,0.0201,42,3.231,0.523,7.252,0.0,1,1
17,1.58,220.0,85.0,24.0,20.0,0.1,-0.0091,1.04377,0.3787,0.5709,0.516,0.0048,0.0049,59,4.538,0.042,8.362,0.0,1,1
17,1.58,220.0,85.0,24.0,20.0,0.3,0.0788,0.39526,0.0903,0.8775,0.864,0.0097,0.0059,59,4.538,0.484,7.281,0.0,1,1
17,1.58,220.0,85.0,24.0,20.0,0.5,0.1265,0.15538,0.121,0.8775,0.869,0.018,0.0121,46,3.538,0.51,9.006,0.0,1,1
17,1.58,220.0,85.0,24.0,20.0,0.7,0.0836,0.18494,0.149,0.8507,0.841,0.0154,0.0141,47,3.615,0.461,11.985,0.0,1,1
18,1.55,220.0,95.0,24.0,20.0,0.1,0.0461,2.78973,0.4878,0.4805,0.417,0.0033,0.0063,30,2.308,0.589,7.534,0.0,1,1
18,1.55,220.0,95.0,24.0,20.0,0.3,0.0524,0.38088,0.108,0.829,0.805,0.0098,0.0067,54,4.154,0.337,7.929,0.0,1,1
18,1.55,220.0,95.0,24.0,20.0,0.5,0.1546,0.10762,0.0407,0.9588,0.948,0.0214,0.0216,39,3.0,0.547,7.466,0.0,1,1
18,1.55,220.0,95.0,24.0,20.0,0.7,0.1658,0.08972,0.0503,0.9497,0.934,0.0203,0.0215,40,3.077,0.539,7.569,0.0,1,1
19,1.54,210.0,85.0,24.0,20.0,0.1,0.0576,1.43777,0.4181,0.5444,0.48,0.0051,0.0041,58,4.462,0.515,5.349,0.0,1,1
19,1.54,210.0,85.0,24.0,20.0,0.3,0.0688,0.51402,0.1839,0.806,0.795,0.0103,0.0052,42,3.231,0.523,6.235,0.0,1,1
19,1.54,210.0,85.0,24.0,20.0,0.5,0.1504,0.11014,0.0703,0.9283,0.914,0.0112,0.0118,55,4.231,0.517,7.865,0.0,1,1
19,1.54,210.0,85.0,24.0,20.0,0.7,0.1527,0.10327,0.0912,0.9088,0.887,0.0105,0.0168,51,3.923,0.521,7.639,0.0,1,1
