rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.98,260.0,125.0,28.0,10.0,0.1,0.1957,1.00208,0.0521,0.532,0.539,0.0155,0.0198,18,4.597,0.439,25.75,0.013,0,0
1,1.98,260.0,125.0,28.0,10.0,0.3,0.3075,0.24694,0.0043,0.8878,0.87,0.03,0.0254,52,4.0,0.516,6.855,0.0,1,1
1,1.98,260.0,125.0,28.0,10.0,0.5,0.0187,0.11165,0.0062,0.942,0.94,0.0393,0.0308,50,3.846,0.458,10.163,0.0,1,1
1,1.98,260.0,125.0,28.0,10.0,0.7,0.1713,0.07212,0.0061,0.9742,0.962,0.0399,0.0334,51,3.923,0.503,5.934,0.0,1,1
2,1.96,260.0,125.0,28.0,10.0,0.1,0.1706,1.05219,0.0385,0.5481,0.557,0.015,0.0304,59,4.553,0.385,26.452,0.003,0,0
2,1.96,260.0,125.0,28.0,10.0,0.3,0.3007,0.24733,0.0045,0.8891,0.872,0.0298,0.025,52,4.0,0.511,7.011,0.0,1,1
2,1.96,260.0,125.0,28.0,10.0,0.5,0.0113,0.10302,0.0036,0.9714,0.962,0.0377,0.0335,51,3.923,0.462,9.299,0.0,1,1
2,1.96,260.0,125.0,28.0,10.0,0.7,0.1544,0.07149,0.0057,0.9799,0.97,0.0388,0.0336,51,3.923,0.512,6.398,0.0,1,1
3,1.6,220.0,95.0,24.0,30.0,0.1,0.1227,1.38595,0.4334,0.4897,0.44,0.0034,0.0045,42,3.231,0.52,10.871,0.0,1,1
3,1.6,220.0,95.0,24.0,30.0,0.3,0.1648,0.40912,0.1215,0.8083,0.776,0.0102,0.0057,62,4.769,0.508,9.945,0.0,1,1
3,1.6,220.0,95.0,24.0,30.0,0.5,0.0767,0.13428,0.085,0.9121,0.901,0.0199,0.0145,49,3.769,0.499,10.401,0.0,1,1
3,1.6,220.0,95.0,24.0,30.0,0.7,-0.0604,0.12668,0.1214,0.8784,0.87,0.0209,0.0166,46,3.538,0.36,10.598,0.0,1,1
4,1.94,250.0,125.0,24.0,10.0,0.1,0.0179,1.24046,0.0361,0.6814,0.726,0.0158,0.0184,22,4.758,0.211,20.945,0.01,0,0
4,1.94,250.0,125.0,24.0,10.0,0.3,0.2261,0.28236,0.0061,0.913,0.905,0.0305,0.0213,51,3.923,0.52,5.611,0.0,1,1
4,1.94,250.0,125.0,24.0,10.0,0.5,0.1266,0.10809,0.0071,0.9571,0.95,0.0365,0.0305,50,3.846,0.508,10.658,0.0,1,1
4,1.94,250.0,125.0,24.0,10.0,0.7,0.1233,0.07893,0.0114,0.9793,0.967,0.0358,0.0339,50,3.846,0.519,7.032,0.0,1,1
5,1.95,250.0,125.0,24.0,10.0,0.1,0.0437,1.42913,0.0421,0.6752,0.677,0.0129,0.0298,12,4.301,0.362,23.431,0.013,0,0
5,1.95,250.0,125.0,24.0,10.0,0.3,0.234,0.27984,0.0057,0.9084,0.901,0.0298,0.0217,51,3.923,0.522,5.94,0.0,1,1
5,1.95,250.0,125.0,24.0,10.0,0.5,0.0029,0.09778,0.0064,0.9648,0.958,0.0364,0.0284,51,3.923,0.489,7.501,0.0,1,1
5,1.95,250.0,125.0,24.0,10.0,0.7,0.1014,0.08003,0.0109,0.9778,0.965,0.0353,0.0335,50,3.846,0.523,6.221,0.0,1,1
6,1.47,220.0,95.0,24.0,20.0,0.1,0.0482,2.41241,0.4832,0.485,0.405,0.004,0.0063,39,3.0,0.515,7.6,0.0,1,1
6,1.47,220.0,95.0,24.0,20.0,0.3,0.1595,0.43433,0.0927,0.8458,0.824,0.0065,0.0119,57,4.385,0.515,10.034,0.0,1,1
6,1.47,220.0,95.0,24.0,20.0,0.5,0.1506,0.10976,0.0405,0.9595,0.953,0.0228,0.0224,38,2.923,0.548,8.403,0.0,1,1
6,1.47,220.0,95.0,24.0,20.0,0.7,0.1628,0.09001,0.0488,0.9512,0.94,0.0224,0.0232,37,2.846,0.549,8.121,0.0,1,1
7,1.51,220.0,95.0,24.0,20.0,0.1,0.0468,2.45394,0.4917,0.4789,0.408,0.0036,0.0063,39,3.0,0.511,7.562,0.0,1,1
7,1.51,220.0,95.0,24.0,20.0,0.3,0.1065,0.36571,0.0956,0.8502,0.83,0.011,0.006,55,4.231,0.349,8.223,0.0,1,1
7,1.51,220.0,95.0,24.0,20.0,0.5,0.1508,0.10641,0.0419,0.9581,0.95,0.0221,0.0221,39,3.0,0.523,7.944,0.0,1,1
7,1.51,220.0,95.0,24.0,20.0,0.7,0.1621,0.08849,0.0506,0.9494,0.937,0.0218,0.0219,39,3.0,0.524,7.668,0.0,1,1
8,1.46,220.0,95.0,24.0,20.0,0.1,0.05,2.32594,0.4813,0.4875,0.406,0.0042,0.0061,39,3.0,0.509,7.622,0.0,1,1
8,1.46,220.0,95.0,24.0,20.0,0.3,0.1627,0.44192,0.1022,0.8398,0.816,0.0062,0.0121,57,4.385,0.506,9.97,0.0,1,1
8,1.46,220.0,95.0,24.0,20.0,0.5,0.1489,0.10658,0.0408,0.9592,0.953,0.022,0.0237,38,2.923,0.53,8.544,0.0,1,1
8,1.46,220.0,95.0,24.0,20.0,0.7,0.1614,0.08722,0.0484,0.9516,0.942,0.0216,0.0236,38,2.923,0.527,8.328,0.0,1,1
9,1.48,220.0,95.0,24.0,20.0,0.1,0.0475,2.51086,0.4845,0.4838,0.407,0.0039,0.0062,38,2.923,0.53,7.655,0.0,1,1
9,1.48,220.0,95.0,24.0,20.0,0.3,0.1557,0.41104,0.0785,0.8603,0.84,0.0075,0.0114,59,4.538,0.504,9.907,0.0,1,1
9,1.48,220.0,95.0,24.0,20.0,0.5,0.1483,0.1124,0.0398,0.9601,0.954,0.0224,0.0235,37,2.846,0.546,8.347,0.0,1,1
9,1.48,220.0,95.0,24.0,20.0,0.7,0.1632,0.08946,0.0483,0.9517,0.941,0.0223,0.0227,37,2.846,0.549,7.942,0.0,1,1
10,1.49,220.0,95.0,24.0,20.0,0.1,0.0482,2.45504,0.4892,0.4785,0.406,0.0038,0.0063,39,3.0,0.521,7.629,0.0,1,1
10,1.49,220.0,95.0,24.0,20.0,0.3,0.1538,0.40182,0.0643,0.8717,0.852,0.0083,0.0108,65,5.0,0.501,9.998,0.0,1,1
