rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.56,280.0,115.0,28.0,20.0,0.1,0.3131,0.64637,0.255,0.4625,0.443,0.0067,0.007,68,5.231,0.427,26.441,0.0,1,1
1,1.56,280.0,115.0,28.0,20.0,0.3,0.3325,0.36906,0.0157,0.756,0.752,0.034,0.0302,42,3.231,0.522,16.74,0.0,1,1
1,1.56,280.0,115.0,28.0,20.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
1,1.56,280.0,115.0,28.0,20.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
2,1.6,260.0,115.0,28.0,20.0,0.1,0.179,0.85832,0.2604,0.4853,0.468,0.0042,0.008,73,5.615,0.341,23.472,0.0,1,1
2,1.6,260.0,115.0,28.0,20.0,0.3,0.3407,0.35981,0.0178,0.7541,0.75,0.0309,0.0226,43,3.308,0.522,14.92,0.0,1,1
2,1.6,260.0,115.0,28.0,20.0,0.5,0.793,nan,0.0,0.4364,0.469,0.0402,0.0252,2,5.348,nan,111.904,0.448,0,0
2,1.6,260.0,115.0,28.0,20.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
3,1.53,280.0,115.0,28.0,20.0,0.1,0.2615,0.72336,0.2584,0.4527,0.424,0.0061,0.0066,69,5.308,0.376,26.767,0.0,1,1
3,1.53,280.0,115.0,28.0,20.0,0.3,0.3563,0.37238,0.0171,0.716,0.708,0.0342,0.0288,41,3.154,0.511,17.734,0.0,1,1
3,1.53,280.0,115.0,28.0,20.0,0.5,0.2826,0.11502,0.0031,0.7629,0.856,0.0528,0.0404,5,2.994,1.196,55.052,0.111,0,0
3,1.53,280.0,115.0,28.0,20.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
