freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.98,260.0,125,28,10,0.7,0.2034,0.867
1.96,260.0,125,28,10,0.7,0.2009,0.8
1.6,220.0,95,24,30,0.7,0.1725,0.8
1.94,250.0,125,24,10,0.7,0.1689,0.867
1.95,250.0,125,24,10,0.7,0.1643,0.8
1.47,220.0,95,24,20,0.7,0.1641,0.8
1.51,220.0,95,24,20,0.7,0.1631,0.8
1.46,220.0,95,24,20,0.7,0.163,0.867
1.48,220.0,95,24,20,0.7,0.1628,0.8
1.49,220.0,95,24,20,0.7,0.1619,0.8
1.5,220.0,95,24,20,0.7,0.1614,0.8
1.42,220.0,95,24,20,0.7,0.1613,0.867
1.43,220.0,95,24,20,0.7,0.1612,0.933
1.44,220.0,95,24,20,0.7,0.1612,1.0
1.45,220.0,95,24,20,0.7,0.1602,0.933
1.31,210.0,85,24,20,0.7,0.1579,0.867
1.41,220.0,95,24,20,0.7,0.157,0.8
1.91,250.0,125,24,10,0.7,0.1559,0.867
1.44,230.0,95,24,20,0.7,0.1546,0.8
1.37,220.0,105,24,20,0.7,0.1512,0.8
1.36,220.0,105,24,20,0.7,0.1506,0.8
1.38,220.0,105,24,20,0.7,0.1506,0.8
1.24,210.0,85,28,10,0.7,0.1481,0.8
1.43,230.0,95,24,20,0.7,0.1478,0.8
1.09,130.0,95,24,30,0.7,0.1477,0.8
1.35,220.0,105,24,20,0.7,0.1475,0.8
1.64,220.0,85,20,20,0.7,0.1475,0.867
1.18,210.0,85,28,10,0.7,0.1467,0.867
1.08,130.0,95,24,30,0.7,0.1456,0.8
1.6,220.0,85,20,20,0.7,0.1456,0.933
1.61,220.0,85,20,20,0.7,0.1453,0.933
1.63,220.0,85,20,20,0.7,0.1453,0.867
1.58,220.0,85,20,20,0.7,0.1452,0.867
1.62,220.0,85,20,20,0.7,0.1448,0.933
1.64,230.0,95,20,20,0.7,0.1446,0.867
1.73,220.0,85,20,20,0.7,0.144,0.8
1.3,210.0,85,24,20,0.7,0.1438,0.8
1.92,250.0,125,24,10,0.7,0.1438,0.867
1.59,220.0,85,20,20,0.7,0.1431,0.867
1.09,150.0,95,28,30,0.7,0.1429,0.933
1.66,220.0,85,20,20,0.7,0.1429,0.8
1.68,230.0,85,20,20,0.7,0.1422,0.8
1.2,210.0,85,28,10,0.7,0.1407,0.867
1.62,230.0,85,20,20,0.7,0.1399,0.933
1.62,230.0,95,20,20,0.7,0.1398,0.8
1.61,230.0,85,20,20,0.7,0.1397,1.0
1.66,230.0,85,20,20,0.7,0.1397,0.8
1.6,230.0,85,20,20,0.7,0.1396,0.867
1.59,230.0,85,20,20,0.7,0.1393,0.8
1.11,120.0,95,20,30,0.7,0.1388,0.8
