rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
6,1.64,340.0,115.0,28.0,20.0,0.7,-0.0651,0.35602,0.0025,0.9527,0.98,0.0648,0.065,6,3.032,0.866,15.247,0.007,0,0
7,1.6,340.0,105.0,28.0,30.0,0.1,0.2968,0.74557,0.3974,0.4746,0.446,0.0117,0.0063,67,5.154,0.413,32.876,0.0,1,1
7,1.6,340.0,105.0,28.0,30.0,0.3,0.0796,0.41621,0.17,0.6061,0.596,0.0069,0.01,61,4.692,0.364,30.452,0.0,1,1
7,1.6,340.0,105.0,28.0,30.0,0.5,-0.3453,0.35348,0.0043,0.7877,0.863,0.0266,0.0891,3,3.979,1.963,15.071,0.0,0,0
7,1.6,340.0,105.0,28.0,30.0,0.7,0.0173,0.48433,0.0036,0.8944,0.951,0.0474,0.0755,5,3.106,1.345,14.025,0.0,0,0
8,1.7,350.0,105.0,28.0,30.0,0.1,0.3228,1.36014,0.39,0.4953,0.485,0.0072,0.0116,46,3.538,0.761,32.346,0.0,1,1
8,1.7,350.0,105.0,28.0,30.0,0.3,0.119,0.42929,0.1523,0.6133,0.597,0.0114,0.0162,54,4.154,0.403,31.064,0.0,1,1
8,1.7,350.0,105.0,28.0,30.0,0.5,0.0235,0.24418,0.0001,0.9794,0.991,0.0533,0.0572,35,3.548,0.17,10.299,0.0,0,0
8,1.7,350.0,105.0,28.0,30.0,0.7,-0.0487,0.25177,0.0025,0.9081,0.963,0.0592,0.0549,7,3.415,0.689,10.311,0.0,0,0
9,1.86,0.0,105.0,28.0,10.0,0.1,0.343,0.69315,0.2372,0.6283,0.605,0.0096,0.0065,62,4.769,0.487,27.197,0.0,1,1
9,1.86,0.0,105.0,28.0,10.0,0.3,0.3102,0.36138,0.0105,0.7129,0.696,0.0249,0.0231,45,3.708,0.495,22.548,0.003,0,0
9,1.86,0.0,105.0,28.0,10.0,0.5,-0.5069,nan,0.0,0.5451,0.538,nan,0.0032,1,6.944,nan,53.21,0.385,0,0
9,1.86,0.0,105.0,28.0,10.0,0.7,-0.032,0.25567,0.0069,0.9005,0.949,0.0597,0.0535,7,3.874,0.692,15.741,0.023,0,0
10,1.89,0.0,105.0,28.0,10.0,0.1,0.2423,0.81468,0.2951,0.5593,0.525,0.0084,0.0054,47,3.615,0.487,26.548,0.0,1,1
10,1.89,0.0,105.0,28.0,10.0,0.3,0.2363,0.43084,0.0117,0.7144,0.702,0.0255,0.0293,33,3.737,0.493,21.566,0.002,0,0
10,1.89,0.0,105.0,28.0,10.0,0.5,0.0682,0.34811,0.0092,0.8686,0.95,0.0449,0.0671,9,3.785,0.651,15.335,0.023,0,0
10,1.89,0.0,105.0,28.0,10.0,0.7,-0.1437,nan,0.0025,0.8745,0.939,0.0579,0.0766,2,2.963,nan,14.88,0.0,0,0
11,1.54,340.0,105.0,28.0,30.0,0.1,0.2376,0.87108,0.4904,0.4064,0.398,0.0072,0.0107,50,3.846,0.416,31.306,0.0,1,1
11,1.54,340.0,105.0,28.0,30.0,0.3,0.2901,0.42876,0.1913,0.6003,0.59,0.0065,0.0089,35,4.561,0.449,32.139,0.0,0,0
11,1.54,340.0,105.0,28.0,30.0,0.5,0.0342,0.36122,0.0006,0.9804,0.992,0.0529,0.0607,35,3.026,0.359,13.314,0.0,0,0
11,1.54,340.0,105.0,28.0,30.0,0.7,-0.0889,0.19558,0.0016,0.9056,0.959,0.0564,0.0524,5,3.226,0.771,13.723,0.0,0,0
12,1.71,340.0,115.0,28.0,10.0,0.1,0.3451,0.68662,0.2333,0.6249,0.602,0.022,0.0083,48,3.692,0.518,29.628,0.0,1,1
12,1.71,340.0,115.0,28.0,10.0,0.3,0.3551,0.32394,0.0103,0.7124,0.699,0.0299,0.0227,44,3.385,0.516,24.75,0.0,1,1
12,1.71,340.0,115.0,28.0,10.0,0.5,-0.0652,0.32121,0.0038,0.8695,0.949,0.0601,0.047,6,3.507,0.82,11.725,0.004,0,0
12,1.71,340.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
13,1.61,340.0,105.0,28.0,30.0,0.1,0.3041,0.78156,0.3865,0.4806,0.457,0.0123,0.0046,62,4.769,0.435,33.423,0.0,1,1
13,1.61,340.0,105.0,28.0,30.0,0.3,0.2864,0.41325,0.1567,0.6142,0.6,0.009,0.0092,52,4.438,0.473,32.731,0.0,0,0
13,1.61,340.0,105.0,28.0,30.0,0.5,0.0404,0.29597,0.001,0.9501,0.977,0.0492,0.061,19,3.296,0.335,12.94,0.002,0,0
13,1.61,340.0,105.0,28.0,30.0,0.7,-0.0239,0.216,0.0035,0.9367,0.97,0.0521,0.0625,11,3.081,0.174,14.42,0.002,0,0
14,1.7,340.0,115.0,28.0,10.0,0.1,0.341,0.65441,0.2407,0.6181,0.595,0.0199,0.0081,53,4.077,0.485,29.466,0.0,1,1
14,1.7,340.0,115.0,28.0,10.0,0.3,0.3788,0.3303,0.0122,0.7041,0.686,0.0312,0.0174,43,3.308,0.532,26.073,0.0,1,1
14,1.7,340.0,115.0,28.0,10.0,0.5,-0.0655,0.34606,0.0053,0.8908,0.956,0.059,0.0521,6,3.47,0.98,14.566,0.0,0,0
14,1.7,340.0,115.0,28.0,10.0,0.7,-0.2668,0.24694,0.0042,0.7996,0.902,0.0455,0.051,4,3.98,1.287,22.927,0.062,0,0
15,1.74,10.0,105.0,28.0,20.0,0.1,0.1345,0.89266,0.4132,0.4625,0.44,0.0096,0.0092,65,5.0,0.42,27.414,0.0,1,1
15,1.74,10.0,105.0,28.0,20.0,0.3,0.0529,0.44181,0.0647,0.6939,0.662,0.0082,0.0164,54,4.154,0.377,27.263,0.0,1,1
15,1.74,10.0,105.0,28.0,20.0,0.5,-0.0659,0.31679,0.0019,0.926,0.964,0.0474,0.0648,14,3.54,0.495,10.694,0.003,0,0
15,1.74,10.0,105.0,28.0,20.0,0.7,-0.0404,0.26777,0.0023,0.9743,0.99,0.0545,0.0626,38,3.471,0.307,10.145,0.002,0,0
16,1.55,340.0,105.0,28.0,30.0,0.1,0.3234,0.7587,0.3862,0.4978,0.469,0.0129,0.0063,62,4.769,0.438,34.328,0.0,1,1
16,1.55,340.0,105.0,28.0,30.0,0.3,0.2115,0.41896,0.2031,0.5878,0.575,0.0055,0.0119,53,4.077,0.404,32.11,0.0,1,1
16,1.55,340.0,105.0,28.0,30.0,0.5,-0.2696,nan,0.0015,0.8661,0.925,0.0441,0.0884,2,2.372,nan,14.485,0.0,0,0
16,1.55,340.0,105.0,28.0,30.0,0.7,0.0254,0.21124,0.0009,0.9673,0.988,0.0492,0.066,13,3.193,0.338,13.005,0.0,0,0
17,1.17,10.0,125.0,16.0,50.0,0.1,0.1272,1.2692,0.4737,0.4642,0.461,0.0059,0.0097,57,4.385,0.334,48.435,0.004,1,1
17,1.17,10.0,125.0,16.0,50.0,0.3,-0.0344,0.61084,0.226,0.6297,0.624,0.0107,0.0086,54,4.154,0.264,49.391,0.02,1,1
17,1.17,10.0,125.0,16.0,50.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
17,1.17,10.0,125.0,16.0,50.0,0.7,-0.6193,nan,0.0,0.7806,0.811,nan,nan,0,0.0,nan,135.654,1.0,0,0
18,1.82,340.0,115.0,28.0,10.0,0.1,0.2528,0.67661,0.2808,0.5288,0.503,0.0108,0.0063,48,3.692,0.49,28.439,0.0,1,1
18,1.82,340.0,115.0,28.0,10.0,0.3,0.0344,0.4348,0.0078,0.7298,0.748,0.0333,0.0287,21,3.943,0.3,21.717,0.0,0,0
18,1.82,340.0,115.0,28.0,10.0,0.5,-0.2137,nan,0.0062,0.7115,0.802,0.0375,0.074,2,3.289,nan,32.219,0.072,0,0
18,1.82,340.0,115.0,28.0,10.0,0.7,-0.0148,0.22541,0.0061,0.8713,0.949,0.0488,0.065,6,3.724,0.647,15.474,0.033,0,0
19,1.53,330.0,105.0,28.0,30.0,0.1,0.3433,0.71434,0.4062,0.4781,0.469,0.0156,0.0058,63,4.846,0.439,33.946,0.0,1,1
19,1.53,330.0,105.0,28.0,30.0,0.3,0.3645,0.40236,0.2294,0.555,0.54,0.0041,0.0042,66,5.077,0.495,30.686,0.0,1,1
19,1.53,330.0,105.0,28.0,30.0,0.5,0.057,0.34775,0.002,0.9544,0.974,0.0392,0.0508,37,3.611,0.4,14.393,0.0,0,0
19,1.53,330.0,105.0,28.0,30.0,0.7,0.0336,0.15967,0.0016,0.9618,0.986,0.0488,0.058,12,3.353,0.332,13.25,0.0,0,0
20,1.69,340.0,115.0,28.0,10.0,0.1,0.3366,0.69327,0.2369,0.6242,0.601,0.0224,0.0083,49,3.769,0.509,29.507,0.0,1,1
20,1.69,340.0,115.0,28.0,10.0,0.3,0.4116,0.31341,0.0414,0.6832,0.668,0.0181,0.0114,45,3.462,0.516,25.178,0.0,1,1
20,1.69,340.0,115.0,28.0,10.0,0.5,-0.0433,0.24209,0.003,0.847,0.932,0.0486,0.0575,6,3.672,0.735,19.215,0.04,0,0
20,1.69,340.0,115.0,28.0,10.0,0.7,-0.2821,0.22011,0.0011,0.854,0.916,0.0591,0.0615,3,3.563,1.676,23.264,0.062,0,0
