freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.65,260.0,125,28,30,0.5,0.3792,0.933
1.63,260.0,125,28,30,0.5,0.3761,1.0
1.64,260.0,125,28,30,0.5,0.3757,0.933
1.61,260.0,125,28,30,0.5,0.3711,0.933
1.62,260.0,125,28,30,0.5,0.3678,0.933
1.57,270.0,125,28,30,0.5,0.3673,0.8
1.59,260.0,125,28,30,0.5,0.3635,0.933
1.58,260.0,125,28,30,0.5,0.3606,0.933
1.59,260.0,125,28,40,0.5,0.3576,0.8
1.65,250.0,125,28,30,0.5,0.3575,1.0
1.53,270.0,125,28,30,0.5,0.3566,0.867
1.57,260.0,125,28,30,0.5,0.356,1.0
1.53,280.0,125,28,40,0.5,0.3533,0.8
1.67,250.0,125,28,40,0.5,0.3528,0.8
1.54,270.0,125,28,40,0.5,0.3507,0.867
1.62,250.0,125,28,30,0.5,0.3506,0.933
1.63,250.0,125,28,30,0.5,0.3506,1.0
1.55,260.0,125,28,30,0.5,0.35,1.0
1.55,270.0,125,28,30,0.5,0.3499,0.8
1.56,260.0,125,28,40,0.5,0.3498,0.867
1.54,260.0,125,28,30,0.5,0.3495,1.0
1.62,260.0,115,28,40,0.5,0.3493,0.933
1.64,250.0,125,28,30,0.5,0.3483,1.0
1.56,270.0,115,28,30,0.5,0.3476,0.8
1.6,250.0,125,28,30,0.5,0.3474,0.933
1.71,250.0,125,28,30,0.5,0.3473,0.867
1.55,260.0,125,28,40,0.5,0.3472,0.867
1.8,240.0,125,28,40,0.5,0.3472,0.933
1.49,270.0,125,28,30,0.5,0.347,0.933
1.59,250.0,125,28,30,0.5,0.3464,0.933
1.64,260.0,115,28,40,0.5,0.3456,0.867
1.6,270.0,115,28,40,0.5,0.3435,0.933
1.51,280.0,115,28,30,0.5,0.3431,0.933
1.46,280.0,125,28,30,0.5,0.343,1.0
1.46,270.0,125,28,30,0.5,0.3429,1.0
1.54,260.0,125,28,40,0.5,0.3422,0.933
1.53,260.0,125,28,40,0.5,0.3421,1.0
1.62,260.0,115,28,30,0.5,0.3414,0.933
1.52,260.0,125,28,30,0.5,0.3413,1.0
1.51,270.0,125,28,40,0.5,0.3405,1.0
1.51,260.0,125,28,30,0.5,0.3391,1.0
1.57,260.0,115,28,40,0.5,0.339,1.0
1.45,270.0,125,28,30,0.5,0.3389,1.0
1.71,240.0,125,28,40,0.5,0.3388,1.0
1.47,270.0,125,28,30,0.5,0.3385,1.0
1.52,260.0,125,28,40,0.5,0.3384,1.0
1.58,250.0,125,28,30,0.5,0.3384,0.867
1.58,260.0,115,28,40,0.5,0.3384,1.0
1.72,240.0,125,28,40,0.5,0.3378,1.0
1.51,270.0,125,28,30,0.5,0.3369,0.933
