rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.8,340.0,115.0,28.0,10.0,0.1,0.2712,0.67039,0.275,0.5443,0.519,0.0116,0.0058,50,3.846,0.479,28.596,0.0,1,1
1,1.8,340.0,115.0,28.0,10.0,0.3,0.171,0.44228,0.0161,0.6972,0.691,0.0261,0.0355,11,3.827,0.372,26.514,0.017,0,0
1,1.8,340.0,115.0,28.0,10.0,0.5,-0.0634,0.52467,0.0046,0.87,0.949,0.0634,0.065,5,3.161,1.094,12.823,0.006,0,0
1,1.8,340.0,115.0,28.0,10.0,0.7,-0.4303,nan,0.0,0.5301,0.537,nan,nan,0,0.0,nan,50.376,0.344,0,0
2,1.79,340.0,115.0,28.0,10.0,0.1,0.318,0.63296,0.2565,0.5667,0.541,0.0159,0.0061,50,3.846,0.478,28.929,0.0,1,1
2,1.79,340.0,115.0,28.0,10.0,0.3,0.3223,0.31533,0.0073,0.7139,0.7,0.0292,0.0282,45,3.692,0.506,23.177,0.001,0,0
2,1.79,340.0,115.0,28.0,10.0,0.5,-0.335,0.3474,0.0356,0.6954,0.824,0.0084,0.0832,3,5.484,1.979,18.614,0.04,0,0
2,1.79,340.0,115.0,28.0,10.0,0.7,0.0174,0.23947,0.0014,0.9424,0.984,0.0497,0.064,16,3.616,0.25,12.035,0.004,0,0
3,1.77,340.0,115.0,28.0,10.0,0.1,0.3654,0.65268,0.2209,0.623,0.604,0.0239,0.008,49,3.769,0.517,29.343,0.0,1,1
3,1.77,340.0,115.0,28.0,10.0,0.3,0.0814,0.35472,0.006,0.7302,0.722,0.03,0.0308,48,3.692,0.429,22.043,0.0,1,1
3,1.77,340.0,115.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
3,1.77,340.0,115.0,28.0,10.0,0.7,-0.4794,nan,0.0055,0.7852,0.838,0.0285,0.0838,2,3.597,nan,30.653,0.059,0,0
4,1.76,340.0,115.0,28.0,10.0,0.1,0.3618,0.65806,0.2244,0.6224,0.603,0.0247,0.0081,48,3.692,0.515,29.299,0.0,1,1
4,1.76,340.0,115.0,28.0,10.0,0.3,0.2995,0.35981,0.0219,0.6875,0.671,0.0278,0.0234,17,3.808,0.522,25.597,0.014,0,0
4,1.76,340.0,115.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
4,1.76,340.0,115.0,28.0,10.0,0.7,-0.3769,nan,0.0029,0.7838,0.881,0.0442,0.0909,2,3.18,nan,16.541,0.021,0,0
5,1.72,340.0,115.0,28.0,10.0,0.1,0.3499,0.67798,0.2283,0.6252,0.603,0.0215,0.0083,50,3.846,0.516,29.549,0.0,1,1
5,1.72,340.0,115.0,28.0,10.0,0.3,0.2862,0.36349,0.0162,0.7139,0.713,0.0311,0.0251,40,3.555,0.492,24.514,0.001,0,0
5,1.72,340.0,115.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
