freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.96,290.0,115,28,30,0.3,0.5714,1.0
1.87,290.0,115,28,50,0.3,0.5363,0.867
1.87,270.0,125,28,30,0.3,0.5353,1.0
1.85,290.0,115,28,50,0.3,0.5303,0.933
1.93,290.0,115,28,30,0.3,0.5255,1.0
1.88,290.0,115,28,50,0.3,0.5235,0.867
1.95,290.0,115,28,30,0.3,0.5136,1.0
1.89,290.0,115,28,40,0.3,0.5079,1.0
1.95,290.0,105,28,40,0.3,0.5041,1.0
1.97,280.0,115,28,40,0.3,0.5017,0.8
1.96,290.0,105,28,40,0.3,0.5011,1.0
1.98,290.0,105,28,40,0.3,0.5002,1.0
1.96,290.0,115,28,20,0.3,0.4992,1.0
1.97,290.0,105,28,40,0.3,0.4984,1.0
1.93,290.0,105,28,40,0.3,0.4967,1.0
1.98,280.0,115,28,30,0.3,0.4962,1.0
1.95,280.0,115,28,40,0.3,0.496,0.8
1.97,280.0,115,28,30,0.3,0.4958,1.0
1.94,290.0,105,28,40,0.3,0.4952,1.0
1.96,280.0,115,28,30,0.3,0.4945,1.0
1.98,300.0,105,28,40,0.3,0.4941,1.0
1.94,280.0,115,28,30,0.3,0.4933,1.0
1.92,280.0,115,28,40,0.3,0.4926,0.933
1.94,280.0,115,28,40,0.3,0.4922,0.867
1.89,280.0,115,28,40,0.3,0.4915,1.0
1.95,280.0,115,28,30,0.3,0.4913,1.0
1.87,280.0,115,28,40,0.3,0.4907,1.0
1.88,280.0,115,28,40,0.3,0.4904,1.0
1.87,280.0,125,28,30,0.3,0.49,0.8
1.92,280.0,115,28,30,0.3,0.4899,1.0
1.98,290.0,115,28,20,0.3,0.4899,1.0
1.9,280.0,115,28,40,0.3,0.4898,1.0
1.91,280.0,115,28,40,0.3,0.489,1.0
1.93,280.0,115,28,40,0.3,0.4888,0.933
1.91,280.0,115,28,30,0.3,0.4887,1.0
1.85,280.0,125,28,30,0.3,0.4881,0.933
1.86,280.0,115,28,40,0.3,0.488,1.0
1.93,280.0,115,28,30,0.3,0.4875,1.0
1.86,330.0,115,28,20,0.3,0.4857,1.0
1.9,280.0,115,28,30,0.3,0.4855,1.0
1.83,280.0,125,28,40,0.3,0.4837,0.867
1.95,290.0,105,28,50,0.3,0.4837,0.8
1.94,290.0,105,28,50,0.3,0.4832,0.8
1.85,280.0,115,28,40,0.3,0.4828,1.0
1.92,290.0,105,28,40,0.3,0.4826,1.0
1.82,280.0,125,28,40,0.3,0.4825,0.867
1.87,330.0,115,28,20,0.3,0.4816,1.0
1.84,280.0,115,28,40,0.3,0.4814,1.0
1.95,300.0,105,28,40,0.3,0.4806,1.0
1.97,280.0,105,28,40,0.3,0.4806,1.0
