rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.96,290.0,115.0,28.0,30.0,0.1,0.1904,1.0147,0.2824,0.4553,0.438,0.0073,0.0085,39,4.509,0.455,28.729,0.0,0,0
1,1.96,290.0,115.0,28.0,30.0,0.3,0.397,0.26437,0.0876,0.5558,0.536,0.0144,0.01,70,5.385,0.445,24.627,0.0,1,1
1,1.96,290.0,115.0,28.0,30.0,0.5,0.1875,0.15784,0.0012,0.9056,0.904,0.0321,0.0398,21,4.115,0.478,14.614,0.0,0,0
1,1.96,290.0,115.0,28.0,30.0,0.7,0.082,0.15696,0.0114,0.8081,0.858,0.0226,0.0527,6,3.757,0.562,20.946,0.0,0,0
2,1.87,290.0,115.0,28.0,50.0,0.1,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
2,1.87,290.0,115.0,28.0,50.0,0.3,0.5345,0.23424,0.1018,0.5479,0.535,0.0199,0.0134,69,5.308,0.505,35.954,0.0,1,1
2,1.87,290.0,115.0,28.0,50.0,0.5,0.044,0.29559,0.0048,0.8381,0.881,0.0463,0.0296,7,4.219,0.274,19.836,0.0,0,0
2,1.87,290.0,115.0,28.0,50.0,0.7,0.0142,0.33318,0.0124,0.9077,0.934,0.0236,0.0456,5,3.458,0.119,43.59,0.073,0,0
3,1.87,270.0,125.0,28.0,30.0,0.1,0.0405,3.65112,0.2978,0.55,0.516,0.0031,0.0082,39,3.0,0.203,26.924,0.0,1,0
3,1.87,270.0,125.0,28.0,30.0,0.3,0.4687,0.28182,0.0828,0.5871,0.574,0.0118,0.0123,78,6.0,0.502,23.257,0.0,1,1
3,1.87,270.0,125.0,28.0,30.0,0.5,0.1581,0.13409,0.0072,0.881,0.885,0.0304,0.0297,22,4.647,0.363,18.581,0.0,0,0
3,1.87,270.0,125.0,28.0,30.0,0.7,0.1712,0.1242,0.0151,0.8065,0.889,0.0421,0.0365,8,4.228,0.455,22.886,0.0,0,0
4,1.85,290.0,115.0,28.0,50.0,0.1,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
4,1.85,290.0,115.0,28.0,50.0,0.3,0.5069,0.25051,0.1047,0.5542,0.541,0.0149,0.0136,71,5.462,0.506,35.794,0.0,1,1
4,1.85,290.0,115.0,28.0,50.0,0.5,0.1415,0.16555,0.0465,0.7993,0.808,0.0348,0.0352,16,4.949,0.463,32.84,0.047,0,0
4,1.85,290.0,115.0,28.0,50.0,0.7,0.1086,0.12395,0.0312,0.8727,0.889,0.0481,0.0335,14,3.946,0.381,41.386,0.069,0,0
5,1.93,290.0,115.0,28.0,30.0,0.1,0.1002,1.15884,0.2855,0.4531,0.424,0.0063,0.009,56,4.308,0.4,29.441,0.0,1,1
5,1.93,290.0,115.0,28.0,30.0,0.3,0.4192,0.27457,0.0922,0.5647,0.539,0.0128,0.0113,74,5.692,0.479,25.017,0.0,1,1
5,1.93,290.0,115.0,28.0,30.0,0.5,-0.1391,nan,0.0507,0.6128,0.69,0.0472,0.0261,2,3.795,nan,24.29,0.0,0,0
5,1.93,290.0,115.0,28.0,30.0,0.7,-0.0512,0.35126,0.0024,0.9352,0.963,0.0368,0.0605,5,3.74,0.531,19.382,0.003,0,0
6,1.88,290.0,115.0,28.0,50.0,0.1,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
6,1.88,290.0,115.0,28.0,50.0,0.3,0.5786,0.20462,0.115,0.5338,0.521,0.0177,0.0129,72,5.538,0.505,36.92,0.0,1,1
6,1.88,290.0,115.0,28.0,50.0,0.5,0.041,0.18921,0.0269,0.7966,0.809,0.0293,0.0262,15,5.21,0.415,34.226,0.054,0,0
6,1.88,290.0,115.0,28.0,50.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
7,1.95,290.0,115.0,28.0,30.0,0.1,0.1419,1.06031,0.2791,0.4525,0.424,0.0066,0.0083,61,4.692,0.41,29.56,0.0,1,1
7,1.95,290.0,115.0,28.0,30.0,0.3,0.3142,0.25616,0.0902,0.5541,0.528,0.0126,0.0102,79,6.077,0.442,25.278,0.0,1,1
7,1.95,290.0,115.0,28.0,30.0,0.5,0.3255,0.1357,0.0,0.8216,0.872,0.0356,0.032,11,4.304,0.615,52.505,0.128,0,0
7,1.95,290.0,115.0,28.0,30.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
8,1.89,290.0,115.0,28.0,40.0,0.1,0.1324,1.03236,0.305,0.4491,0.425,0.0096,0.0082,64,4.923,0.384,34.833,0.0,1,1
8,1.89,290.0,115.0,28.0,40.0,0.3,0.4684,0.33316,0.1312,0.5196,0.501,0.0113,0.0099,69,5.308,0.518,27.328,0.0,1,1
8,1.89,290.0,115.0,28.0,40.0,0.5,0.4419,nan,0.0394,0.5479,0.596,0.0056,0.026,2,5.634,nan,149.948,1.0,0,0
8,1.89,290.0,115.0,28.0,40.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
9,1.95,290.0,105.0,28.0,40.0,0.1,0.1694,1.21465,0.3681,0.4213,0.399,0.0106,0.0086,56,4.308,0.441,32.377,0.0,1,1
9,1.95,290.0,105.0,28.0,40.0,0.3,0.5012,0.29475,0.1344,0.508,0.484,0.017,0.011,66,5.077,0.514,27.341,0.0,1,1
9,1.95,290.0,105.0,28.0,40.0,0.5,0.2269,0.13838,0.009,0.8755,0.906,0.032,0.0366,30,4.243,0.488,38.981,0.054,0,0
9,1.95,290.0,105.0,28.0,40.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
10,1.97,280.0,115.0,28.0,40.0,0.1,0.2196,1.03377,0.3155,0.4229,0.4,0.0093,0.0078,63,4.846,0.467,33.451,0.0,1,1
10,1.97,280.0,115.0,28.0,40.0,0.3,0.5216,0.2534,0.0888,0.5531,0.537,0.0187,0.0104,67,5.154,0.511,27.376,0.0,1,1
10,1.97,280.0,115.0,28.0,40.0,0.5,0.1345,0.18183,0.0143,0.8639,0.904,0.0327,0.038,18,4.2,0.435,22.294,0.0,0,0
10,1.97,280.0,115.0,28.0,40.0,0.7,-0.4671,nan,0.0414,0.5874,0.578,nan,nan,0,0.0,nan,20.134,0.0,0,0
11,1.96,290.0,105.0,28.0,40.0,0.1,0.1503,1.21636,0.3715,0.4223,0.399,0.0098,0.0081,61,4.692,0.416,32.262,0.0,1,1
11,1.96,290.0,105.0,28.0,40.0,0.3,0.5009,0.29478,0.1357,0.5077,0.483,0.0174,0.0114,66,5.077,0.508,27.222,0.0,1,1
