freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.96,280.0,115,28,30,0.3,0.26,0.8
1.92,280.0,115,28,20,0.3,0.2571,0.8
1.98,280.0,115,28,30,0.3,0.2542,0.8
1.98,280.0,115,28,20,0.3,0.2518,0.8
1.87,280.0,115,28,20,0.3,0.2517,0.867
1.9,280.0,115,28,20,0.3,0.2467,0.867
1.94,270.0,125,28,30,0.3,0.2457,1.0
1.95,270.0,125,28,30,0.3,0.2457,1.0
1.97,270.0,125,28,30,0.3,0.2456,1.0
1.98,270.0,125,28,30,0.3,0.2452,1.0
1.92,270.0,125,28,30,0.3,0.2438,1.0
1.81,340.0,125,28,30,0.3,0.2434,0.8
1.91,270.0,125,28,30,0.3,0.2434,1.0
1.89,270.0,125,28,30,0.3,0.2433,1.0
1.93,270.0,125,28,30,0.3,0.2422,1.0
1.76,280.0,115,28,20,0.3,0.2416,0.8
1.88,280.0,115,28,20,0.3,0.2416,0.867
1.88,270.0,125,28,30,0.3,0.2414,1.0
1.9,270.0,125,28,30,0.3,0.2414,1.0
1.86,270.0,125,28,30,0.3,0.241,1.0
1.87,270.0,125,28,30,0.3,0.2402,1.0
1.98,280.0,125,28,30,0.3,0.2398,0.8
1.85,270.0,125,28,30,0.3,0.2397,1.0
1.97,280.0,125,28,30,0.3,0.239,0.867
1.83,270.0,125,28,30,0.3,0.2388,1.0
1.93,280.0,125,28,20,0.3,0.2383,0.8
1.84,270.0,125,28,30,0.3,0.238,1.0
1.95,280.0,125,28,30,0.3,0.2376,0.8
1.82,270.0,125,28,30,0.3,0.2366,1.0
1.96,260.0,125,28,30,0.3,0.2366,1.0
1.98,260.0,125,28,30,0.3,0.2365,1.0
1.94,280.0,125,28,30,0.3,0.2362,0.8
1.81,270.0,125,28,30,0.3,0.2359,1.0
1.97,260.0,125,28,30,0.3,0.2355,1.0
1.97,280.0,115,28,20,0.3,0.235,0.8
1.96,270.0,125,28,30,0.3,0.2347,1.0
1.8,270.0,125,28,30,0.3,0.2342,1.0
1.81,290.0,125,28,10,0.3,0.2338,0.8
1.94,260.0,125,28,30,0.3,0.2338,1.0
1.79,270.0,125,28,30,0.3,0.2337,1.0
1.78,270.0,125,28,30,0.3,0.2335,1.0
1.85,340.0,115,28,20,0.3,0.2332,0.8
1.92,260.0,125,28,30,0.3,0.2329,1.0
1.92,280.0,125,28,20,0.3,0.2329,0.8
1.91,260.0,125,28,30,0.3,0.2327,1.0
1.93,260.0,125,28,30,0.3,0.2327,1.0
1.86,300.0,115,28,10,0.3,0.2326,0.933
1.95,260.0,125,28,30,0.3,0.2326,1.0
1.96,270.0,125,28,20,0.3,0.2326,1.0
1.93,270.0,125,28,20,0.3,0.2322,1.0
