rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.96,280.0,115.0,28.0,30.0,0.1,0.0907,3.31071,0.6178,0.3763,0.309,0.0049,0.0081,54,4.154,0.503,3.42,0.0,1,1
1,1.96,280.0,115.0,28.0,30.0,0.3,0.2235,0.83572,0.327,0.5714,0.532,0.0042,0.0044,50,3.846,0.52,3.6,0.0,1,1
1,1.96,280.0,115.0,28.0,30.0,0.5,-0.0267,0.33859,0.1412,0.6707,0.663,0.0164,0.0399,57,4.385,0.146,4.753,0.006,1,1
1,1.96,280.0,115.0,28.0,30.0,0.7,0.1071,0.16618,0.0268,0.8769,0.902,0.0488,0.0489,28,3.84,0.396,6.349,0.122,0,0
2,1.92,280.0,115.0,28.0,20.0,0.1,0.0415,5.76705,0.6878,0.3028,0.283,0.0074,0.01,51,3.923,0.5,2.659,0.0,1,0
2,1.92,280.0,115.0,28.0,20.0,0.3,0.2328,0.85508,0.3015,0.5908,0.556,0.0037,0.0047,39,3.0,0.566,2.981,0.0,1,1
2,1.92,280.0,115.0,28.0,20.0,0.5,0.0643,0.2388,0.0892,0.7498,0.732,0.0301,0.0328,52,4.0,0.114,3.952,0.0,1,1
2,1.92,280.0,115.0,28.0,20.0,0.7,0.0133,0.09901,0.0017,0.916,0.94,0.0476,0.032,63,4.846,0.037,4.365,0.0,1,1
3,1.98,280.0,115.0,28.0,30.0,0.1,0.0869,3.49299,0.6137,0.3798,0.314,0.0053,0.0087,52,4.0,0.513,3.412,0.0,1,1
3,1.98,280.0,115.0,28.0,30.0,0.3,0.2367,0.77938,0.3137,0.5713,0.532,0.0044,0.0051,49,3.769,0.513,3.652,0.0,1,1
3,1.98,280.0,115.0,28.0,30.0,0.5,-0.0306,0.32784,0.1589,0.663,0.673,0.0136,0.0348,59,4.538,0.092,4.661,0.006,1,1
3,1.98,280.0,115.0,28.0,30.0,0.7,0.1593,0.16263,0.0142,0.8847,0.901,0.0523,0.0506,21,3.942,0.415,6.127,0.146,0,0
4,1.98,280.0,115.0,28.0,20.0,0.1,0.0328,5.8907,0.685,0.3038,0.285,0.0076,0.0105,52,4.0,0.521,2.719,0.0,1,0
4,1.98,280.0,115.0,28.0,20.0,0.3,0.2414,0.77973,0.2733,0.5993,0.561,0.0038,0.0043,46,3.538,0.522,3.072,0.0,1,1
4,1.98,280.0,115.0,28.0,20.0,0.5,0.0036,0.24824,0.0861,0.754,0.736,0.027,0.0321,56,4.308,0.097,3.979,0.0,1,1
4,1.98,280.0,115.0,28.0,20.0,0.7,-0.0089,0.10003,0.0019,0.9105,0.935,0.0457,0.0332,61,4.692,0.038,4.371,0.0,1,1
5,1.87,280.0,115.0,28.0,20.0,0.1,0.0464,5.56726,0.6955,0.2944,0.272,0.0073,0.0103,49,3.769,0.513,2.584,0.0,1,0
5,1.87,280.0,115.0,28.0,20.0,0.3,0.2242,0.89254,0.3546,0.5543,0.531,0.0035,0.005,38,2.923,0.587,2.885,0.0,1,1
5,1.87,280.0,115.0,28.0,20.0,0.5,0.0118,0.28322,0.1215,0.7186,0.71,0.0217,0.0322,52,4.0,0.103,3.794,0.0,1,1
5,1.87,280.0,115.0,28.0,20.0,0.7,-0.0119,0.09917,0.0013,0.9209,0.945,0.0504,0.0319,63,4.846,0.057,4.349,0.0,1,1
6,1.9,280.0,115.0,28.0,20.0,0.1,0.0397,5.87973,0.6987,0.2902,0.274,0.0074,0.0101,50,3.846,0.498,2.63,0.0,1,0
6,1.9,280.0,115.0,28.0,20.0,0.3,0.2294,0.98761,0.3205,0.5781,0.548,0.0037,0.0052,35,2.692,0.649,2.94,0.0,1,1
6,1.9,280.0,115.0,28.0,20.0,0.5,0.0335,0.24502,0.1141,0.7279,0.718,0.0243,0.0325,53,4.077,0.086,3.853,0.0,1,1
6,1.9,280.0,115.0,28.0,20.0,0.7,0.0014,0.09947,0.0019,0.912,0.938,0.0492,0.0322,63,4.846,0.065,4.361,0.0,1,1
7,1.94,270.0,125.0,28.0,30.0,0.1,0.1012,3.02999,0.603,0.3811,0.331,0.0057,0.0063,54,4.154,0.499,3.487,0.0,1,1
7,1.94,270.0,125.0,28.0,30.0,0.3,0.2453,0.79164,0.3637,0.5553,0.548,0.0065,0.0076,51,3.923,0.516,3.473,0.0,1,1
7,1.94,270.0,125.0,28.0,30.0,0.5,0.0061,0.4317,0.1142,0.7062,0.69,0.0139,0.0377,59,4.538,0.058,4.483,0.0,1,1
7,1.94,270.0,125.0,28.0,30.0,0.7,-0.1715,0.23136,0.0522,0.8203,0.865,0.0315,0.0495,15,4.178,0.578,5.162,0.109,0,0
8,1.95,270.0,125.0,28.0,30.0,0.1,0.0998,3.18026,0.6137,0.3708,0.324,0.0063,0.0058,51,3.923,0.514,3.486,0.0,1,1
8,1.95,270.0,125.0,28.0,30.0,0.3,0.2433,0.80265,0.3595,0.5595,0.553,0.0067,0.0069,51,3.923,0.516,3.48,0.0,1,1
8,1.95,270.0,125.0,28.0,30.0,0.5,-0.032,0.43645,0.1409,0.6864,0.687,0.0125,0.0348,56,4.308,0.083,4.397,0.0,1,1
8,1.95,270.0,125.0,28.0,30.0,0.7,0.0743,0.21681,0.1089,0.813,0.865,0.04,0.0434,15,4.058,0.394,4.73,0.08,0,0
9,1.97,270.0,125.0,28.0,30.0,0.1,0.0966,3.29752,0.6093,0.3781,0.33,0.0072,0.007,51,3.923,0.52,3.505,0.0,1,1
9,1.97,270.0,125.0,28.0,30.0,0.3,0.2416,0.81981,0.3598,0.5561,0.553,0.007,0.0067,51,3.923,0.522,3.509,0.0,1,1
9,1.97,270.0,125.0,28.0,30.0,0.5,0.0161,0.42872,0.1317,0.6874,0.686,0.0113,0.0357,58,4.462,0.097,4.445,0.0,1,1
9,1.97,270.0,125.0,28.0,30.0,0.7,-0.0819,0.15807,0.0448,0.863,0.889,0.0562,0.0482,29,3.912,0.375,6.035,0.11,0,0
10,1.98,270.0,125.0,28.0,30.0,0.1,0.0935,3.3325,0.6154,0.3722,0.328,0.0073,0.0068,52,4.0,0.511,3.507,0.0,1,1
10,1.98,270.0,125.0,28.0,30.0,0.3,0.2419,0.81503,0.3534,0.5667,0.56,0.0069,0.0064,52,4.0,0.515,3.515,0.0,1,1
