freq,hip_phi,leg_amp,hip_amp,hip_off,mu
1.68,280.0,125,28,30,0.1
1.69,280.0,125,28,30,0.1
1.7,280.0,125,28,30,0.1
1.8,270.0,125,28,30,0.1
1.82,270.0,125,28,30,0.1
1.81,270.0,125,28,30,0.1
1.75,270.0,115,28,30,0.1
1.78,270.0,125,28,30,0.1
