freq,hip_phi,leg_amp,hip_amp,hip_off,mu
1.33,350.0,125,28,20,0.1
1.3,340.0,125,28,20,0.1
1.49,280.0,125,28,20,0.1
1.31,350.0,125,28,20,0.1
1.47,280.0,125,28,20,0.1
1.5,280.0,125,28,20,0.1
1.42,10.0,115,28,20,0.1
1.5,0.0,125,28,30,0.1
