freq,hip_phi,leg_amp,hip_amp,hip_off,mu
1.5,300.0,125,24,50,0.1
1.49,300.0,125,24,50,0.1
1.47,300.0,125,24,50,0.1
1.48,300.0,125,24,50,0.1
1.49,290.0,125,28,50,0.1
1.48,290.0,125,28,50,0.1
1.5,290.0,125,28,50,0.1
1.5,310.0,125,24,50,0.1
