freq,survival,walk_time,dist_xy,dist_fwd,dx,dy
1.4,30.00199999999425,23.00199999999425,1.169393699517006,0.6335642786786159,0.9828926336342717,0.6335642786786159
1.4,30.00199999999425,23.00199999999425,1.169393699517006,0.6335642786786159,0.9828926336342717,0.6335642786786159
1.41,30.00199999999425,23.00199999999425,1.196822475830555,0.6940474655736634,0.9750293093973914,0.6940474655736634
1.41,30.00199999999425,23.00199999999425,1.196822475830555,0.6940474655736634,0.9750293093973914,0.6940474655736634
1.42,30.00199999999425,23.00199999999425,1.205684850853326,0.6585473203006452,1.0099462295102875,0.6585473203006452
1.42,30.00199999999425,23.00199999999425,1.205684850853326,0.6585473203006452,1.0099462295102875,0.6585473203006452
1.43,30.00199999999425,23.00199999999425,1.230329129061653,0.6230785859329568,1.0608877610611749,0.6230785859329568
1.43,30.00199999999425,23.00199999999425,1.230329129061653,0.6230785859329568,1.0608877610611749,0.6230785859329568
1.44,30.00199999999425,23.00199999999425,1.2315379795430639,0.623548928044613,1.0620134318319265,0.623548928044613
1.44,30.00199999999425,23.00199999999425,1.2315379795430639,0.623548928044613,1.0620134318319265,0.623548928044613
1.45,30.00199999999425,23.00199999999425,1.251506301683663,0.6213948320281125,1.0863408700231587,0.6213948320281125
1.45,30.00199999999425,23.00199999999425,1.251506301683663,0.6213948320281125,1.0863408700231587,0.6213948320281125
1.46,30.00199999999425,23.00199999999425,1.2586665983827725,0.6821004696897515,1.05781877234878,0.6821004696897515
1.46,30.00199999999425,23.00199999999425,1.2586665983827725,0.6821004696897515,1.05781877234878,0.6821004696897515
1.47,30.00199999999425,23.00199999999425,1.272786053718876,0.6650675376550595,1.0852048234774416,0.6650675376550595
1.47,30.00199999999425,23.00199999999425,1.272786053718876,0.6650675376550595,1.0852048234774416,0.6650675376550595
1.48,30.00199999999425,23.00199999999425,1.2918351521560927,0.6632476122037824,1.1085759627793381,0.6632476122037824
1.48,30.00199999999425,23.00199999999425,1.2918351521560927,0.6632476122037824,1.1085759627793381,0.6632476122037824
1.49,30.00199999999425,23.00199999999425,1.2901308040453527,0.6815296032308655,1.0954245256824806,0.6815296032308655
1.49,30.00199999999425,23.00199999999425,1.2901308040453527,0.6815296032308655,1.0954245256824806,0.6815296032308655
1.5,30.00199999999425,23.00199999999425,1.2940494138644274,0.8172445804160269,1.0033320394084406,0.8172445804160269
1.5,30.00199999999425,23.00199999999425,1.2940494138644274,0.8172445804160269,1.0033320394084406,0.8172445804160269
1.51,30.00199999999425,23.00199999999425,1.3219527650810488,0.7287023582077455,1.1029741548413095,0.7287023582077455
1.51,30.00199999999425,23.00199999999425,1.3219527650810488,0.7287023582077455,1.1029741548413095,0.7287023582077455
1.52,30.00199999999425,23.00199999999425,1.3201001586550012,0.7065341943811168,1.115111591299806,0.7065341943811168
1.52,30.00199999999425,23.00199999999425,1.3201001586550012,0.7065341943811168,1.115111591299806,0.7065341943811168
1.53,30.00199999999425,23.00199999999425,1.357595319096145,0.7153606864777129,1.1538302035715216,0.7153606864777129
1.53,30.00199999999425,23.00199999999425,1.357595319096145,0.7153606864777129,1.1538302035715216,0.7153606864777129
1.54,30.00199999999425,23.00199999999425,1.3832323820860448,0.8472297375590551,1.0934045887259887,0.8472297375590551
1.54,30.00199999999425,23.00199999999425,1.3832323820860448,0.8472297375590551,1.0934045887259887,0.8472297375590551
1.55,30.00199999999425,23.00199999999425,1.385778441093695,0.841867322361074,1.1007457923338464,0.841867322361074
1.55,30.00199999999425,23.00199999999425,1.385778441093695,0.841867322361074,1.1007457923338464,0.841867322361074
1.56,30.00199999999425,23.00199999999425,1.3695491936973176,0.7574669460100893,1.1410121908459705,0.7574669460100893
1.56,30.00199999999425,23.00199999999425,1.3695491936973176,0.7574669460100893,1.1410121908459705,0.7574669460100893
1.57,30.00199999999425,23.00199999999425,1.392929073027199,0.9136888522877977,1.0513914987717083,0.9136888522877977
1.57,30.00199999999425,23.00199999999425,1.392929073027199,0.9136888522877977,1.0513914987717083,0.9136888522877977
1.58,30.00199999999425,23.00199999999425,1.4133725731178695,1.2127544039456553,0.7258434997657865,1.2127544039456553
1.58,30.00199999999425,23.00199999999425,1.4133725731178695,1.2127544039456553,0.7258434997657865,1.2127544039456553
1.59,30.00199999999425,23.00199999999425,1.4394585288503243,1.1363059976399117,0.883656910801644,1.1363059976399117
1.59,30.00199999999425,23.00199999999425,1.4394585288503243,1.1363059976399117,0.883656910801644,1.1363059976399117
1.6,30.00199999999425,23.00199999999425,1.398116810112921,0.9275208203349273,1.0461528294496716,0.9275208203349273
1.6,30.00199999999425,23.00199999999425,1.398116810112921,0.9275208203349273,1.0461528294496716,0.9275208203349273
1.61,30.00199999999425,23.00199999999425,1.4303418319942731,1.0832271925865702,0.9340752676276954,1.0832271925865702
1.61,30.00199999999425,23.00199999999425,1.4303418319942731,1.0832271925865702,0.9340752676276954,1.0832271925865702
1.62,30.00199999999425,23.00199999999425,1.3592274149539907,0.9413387884122019,0.9805001024952297,0.9413387884122019
1.62,30.00199999999425,23.00199999999425,1.3592274149539907,0.9413387884122019,0.9805001024952297,0.9413387884122019
1.63,30.00199999999425,23.00199999999425,1.1072276105235774,0.8955063999026699,0.6511691556263323,0.8955063999026699
1.63,30.00199999999425,23.00199999999425,1.1072276105235774,0.8955063999026699,0.6511691556263323,0.8955063999026699
1.64,17.222000000001334,10.222000000001334,0.2357573428565396,0.2349245735946579,0.019798217903238574,0.2349245735946579
1.64,17.222000000001334,10.222000000001334,0.2357573428565396,0.2349245735946579,0.019798217903238574,0.2349245735946579
1.65,17.144000000001377,10.144000000001377,0.2528802698627271,0.2500170130414198,0.037946331518240284,0.2500170130414198
1.65,17.144000000001377,10.144000000001377,0.2528802698627271,0.2500170130414198,0.037946331518240284,0.2500170130414198
1.66,30.00199999999425,23.00199999999425,0.3720079580759674,0.3636591924725951,0.07837035537772406,0.3636591924725951
1.66,30.00199999999425,23.00199999999425,0.3720079580759674,0.3636591924725951,0.07837035537772406,0.3636591924725951
1.67,30.00199999999425,23.00199999999425,0.42900440266976986,0.39471060617623965,0.16807235014133493,0.39471060617623965
1.67,30.00199999999425,23.00199999999425,0.42900440266976986,0.39471060617623965,0.16807235014133493,0.39471060617623965
1.68,19.947999999999823,12.947999999999823,0.41139690897647957,0.4106371253017987,0.024991359292297538,0.4106371253017987
1.68,19.947999999999823,12.947999999999823,0.41139690897647957,0.4106371253017987,0.024991359292297538,0.4106371253017987
1.69,30.00199999999425,23.00199999999425,0.1736706781556966,0.15889447123460024,-0.07010029573501343,0.15889447123460024
1.69,30.00199999999425,23.00199999999425,0.1736706781556966,0.15889447123460024,-0.07010029573501343,0.15889447123460024
1.7,30.00199999999425,23.00199999999425,0.15296174490070505,0.15288849185776437,0.004733335032161124,0.15288849185776437
1.7,30.00199999999425,23.00199999999425,0.15296174490070505,0.15288849185776437,0.004733335032161124,0.15288849185776437
1.71,30.00199999999425,23.00199999999425,0.12809976846514223,0.09402318085026966,-0.08700110426667314,0.09402318085026966
1.71,30.00199999999425,23.00199999999425,0.12809976846514223,0.09402318085026966,-0.08700110426667314,0.09402318085026966
1.72,30.00199999999425,23.00199999999425,0.20659971354639983,0.2050659787134728,-0.025127395641808773,0.2050659787134728
1.72,30.00199999999425,23.00199999999425,0.20659971354639983,0.2050659787134728,-0.025127395641808773,0.2050659787134728
1.73,28.205999999995246,21.205999999995246,0.9754588985463373,0.9171667860930784,0.33215229826229825,0.9171667860930784
