steps,n_ep,ep_len,fall_rate,torso_roll_rms_deg,torso_roll_mean_deg,vx_cmd,torso_roll_rate_rms_dps,stride_L_m,stride_R_m,stride_asym,single_frac,hip_diff_rms_deg,hip_corr,r_track,r_progress,r_back,r_energy,r_swing,r_scrub,r_smooth,r_hf,r_fall,vx,sigma_hipL,sigma_hipR,sigma_crankR,sigma_torso,sigma_crankL
250000,1429,173.3891,0.8404,14.1080,0.2564,0.1200,84.3196,0.0070,0.0083,-0.0784,0.6391,10.4298,0.0756,0.2822,0.0439,-0.1778,-0.0096,0.0000,0.0000,-0.0131,-0.1656,-0.1230,-0.0450,0.3411,0.3395,0.3670,0.3465,0.3625
500000,698,359.1476,0.4957,29.2630,1.3443,0.1700,76.5038,0.0093,0.0117,-0.1208,0.6127,8.5400,0.4163,0.3925,0.1034,-0.0819,-0.0095,0.0000,0.0000,-0.0131,-0.1524,-0.0441,0.0625,0.3239,0.3245,0.3674,0.3342,0.3658
750000,709,353.7898,0.4852,30.9334,8.2936,0.3700,83.4474,0.0097,0.0132,-0.1514,0.6196,8.5784,0.4868,0.2404,0.1072,-0.0951,-0.0097,0.0000,0.0000,-0.0128,-0.1427,-0.0427,0.0597,0.3172,0.3202,0.3660,0.3250,0.3644
1000000,1382,180.4544,0.9457,36.3230,19.6718,0.3700,107.4518,0.0122,0.0156,-0.1256,0.6154,10.9858,0.4536,0.2135,0.1679,-0.1023,-0.0100,0.0000,0.0000,-0.0126,-0.1414,-0.0972,0.1167,0.3077,0.3093,0.3649,0.3139,0.3677
1250000,1002,249.6467,0.8383,34.0226,15.4314,0.3700,99.7955,0.0156,0.0191,-0.1101,0.6317,13.0635,0.2136,0.2252,0.1782,-0.1138,-0.0104,0.0000,0.0000,-0.0125,-0.1425,-0.0631,0.1213,0.3031,0.2994,0.3637,0.3089,0.3667
1500000,875,285.2400,0.7680,32.9190,14.4451,0.3700,99.7006,0.0154,0.0185,-0.1046,0.6420,13.8110,0.1479,0.2220,0.1712,-0.1092,-0.0102,0.0000,0.0000,-0.0124,-0.1390,-0.0531,0.1166,0.2979,0.2906,0.3632,0.2997,0.3659
1750000,790,316.3051,0.6848,29.7481,9.0370,0.3700,97.8028,0.0178,0.0192,-0.0567,0.6298,14.8192,0.0328,0.2368,0.1791,-0.1032,-0.0112,0.0000,0.0000,-0.0123,-0.1408,-0.0475,0.1275,0.2894,0.2839,0.3633,0.2947,0.3633
2000000,737,339.8670,0.5902,28.8780,6.9112,0.3700,88.2688,0.0205,0.0208,-0.0239,0.6216,14.7190,-0.0827,0.2459,0.1883,-0.1058,-0.0122,0.0000,0.0000,-0.0122,-0.1432,-0.0446,0.1354,0.2858,0.2779,0.3654,0.2904,0.3640
2250000,697,358.2109,0.5165,26.8038,3.5684,0.3700,86.3442,0.0219,0.0227,-0.0387,0.6222,14.7406,-0.1395,0.2292,0.1844,-0.1233,-0.0126,0.0000,0.0000,-0.0115,-0.1389,-0.0438,0.1228,0.2802,0.2726,0.3657,0.2860,0.3626
2500000,686,363.8367,0.5029,26.6590,7.0515,0.3700,88.9517,0.0227,0.0252,-0.0709,0.6265,15.7856,-0.1923,0.2135,0.1798,-0.1497,-0.0133,0.0000,0.0000,-0.0112,-0.1353,-0.0412,0.1050,0.2779,0.2644,0.3665,0.2807,0.3625
2750000,705,355.7589,0.5206,29.0428,11.7788,0.3700,87.6295,0.0196,0.0222,-0.0679,0.6330,15.3969,-0.2220,0.2245,0.1813,-0.1448,-0.0129,0.0000,0.0000,-0.0112,-0.1258,-0.0476,0.1089,0.2748,0.2570,0.3689,0.2742,0.3658
3000000,651,382.4777,0.4286,26.3408,8.6192,0.3700,88.4488,0.0187,0.0206,-0.0546,0.6435,15.5312,-0.3073,0.2325,0.1770,-0.1353,-0.0125,0.0000,0.0000,-0.0111,-0.1209,-0.0388,0.1094,0.2706,0.2476,0.3714,0.2724,0.3659
