freq,hip_phi,leg_amp,hip_amp,hip_off,mu,v_net,fore_mean,fore_min,pct_behind,base_mm,pitch_p2p
1.39,300.0,75.0,24.0,10.0,0.5,0.0539,-6.1,-69.5,68.3,45.2,23.6
1.29,280.0,75.0,20.0,40.0,0.5,0.0538,-2.6,-60.6,50.4,48.8,21.0
1.31,280.0,75.0,28.0,0.0,0.5,0.0537,0.1,-17.3,55.2,5.7,15.0
1.29,280.0,75.0,28.0,0.0,0.5,0.0537,0.1,-17.4,55.6,6.1,14.8
1.27,260.0,75.0,24.0,40.0,0.5,0.0536,-3.8,-61.0,50.8,52.1,20.1
1.42,250.0,75.0,32.0,10.0,0.5,0.0535,2.5,-46.2,50.4,5.1,18.3
1.27,310.0,85.0,20.0,30.0,0.5,0.0534,-4.4,-41.7,58.9,46.7,25.5
1.27,300.0,75.0,20.0,30.0,0.5,0.0534,-3.7,-45.3,55.2,48.6,21.9
1.27,290.0,75.0,28.0,0.0,0.5,0.0533,-0.9,-22.8,62.2,8.7,14.9
1.27,280.0,75.0,28.0,0.0,0.5,0.0533,0.1,-19.4,56.8,7.2,14.9
1.49,260.0,75.0,24.0,50.0,0.5,0.0533,-4.0,-57.7,46.2,48.6,18.0
1.27,280.0,75.0,24.0,40.0,0.5,0.0531,-4.6,-61.5,54.5,52.0,22.3
1.26,280.0,75.0,28.0,0.0,0.5,0.0529,0.3,-19.2,57.4,7.2,14.8
1.32,300.0,85.0,24.0,0.0,0.5,0.0529,-2.0,-24.6,69.9,19.7,17.5
1.26,290.0,75.0,28.0,0.0,0.5,0.0526,-0.9,-22.8,61.7,9.2,14.7
1.26,260.0,75.0,24.0,40.0,0.5,0.0525,-3.2,-60.8,49.2,51.9,20.0
1.26,240.0,75.0,28.0,40.0,0.5,0.0524,-4.1,-60.7,51.6,51.6,18.0
1.26,300.0,85.0,20.0,40.0,0.5,0.0522,-4.1,-62.6,53.1,44.9,26.8
1.27,270.0,75.0,24.0,40.0,0.5,0.0521,-4.2,-61.1,52.3,52.0,20.8
1.48,260.0,75.0,24.0,50.0,0.5,0.0519,-3.9,-57.6,46.2,48.7,17.9
1.46,260.0,75.0,24.0,50.0,0.5,0.0518,-3.2,-58.1,45.7,48.4,18.0
1.26,310.0,85.0,20.0,30.0,0.5,0.0518,-4.5,-43.2,58.5,46.3,25.6
1.31,290.0,75.0,20.0,40.0,0.5,0.0518,-3.2,-50.5,54.2,51.0,20.4
1.26,310.0,85.0,20.0,20.0,0.5,0.0517,-4.7,-66.6,61.7,47.2,24.5
1.26,270.0,75.0,24.0,40.0,0.5,0.0516,-3.6,-61.7,51.3,52.2,21.3
1.47,260.0,75.0,24.0,50.0,0.5,0.051,-3.3,-58.1,45.3,48.6,17.9
1.32,280.0,75.0,28.0,0.0,0.5,0.0509,0.2,-22.8,56.5,8.7,15.4
