steps,n_ep,ep_len,fall_rate,torso_roll_rms_deg,torso_roll_mean_deg,vx_cmd,torso_roll_rate_rms_dps,stride_L_m,stride_R_m,stride_asym,single_frac,hip_diff_rms_deg,hip_corr,r_track,r_progress,r_back,r_energy,r_swing,r_scrub,r_smooth,r_hf,r_fall,vx,sigma_hipL,sigma_hipR,sigma_crankR,sigma_torso,sigma_crankL
250000,1599,155.5366,0.8806,14.3922,1.3076,0.1200,87.8878,0.0065,0.0083,-0.1130,0.6293,10.3439,0.1114,0.2786,0.0490,-0.1782,-0.0034,0.0000,0.0000,-0.0130,-0.2309,-0.1317,-0.0401,0.3449,0.3434,0.3527,0.3435,0.3526
500000,846,294.8534,0.6265,25.9853,0.1092,0.1200,82.8932,0.0088,0.0106,-0.1002,0.6218,8.5190,0.4176,0.3619,0.0961,-0.1068,-0.0032,0.0000,0.0000,-0.0121,-0.2130,-0.0785,0.0427,0.3351,0.3303,0.3474,0.3334,0.3492
750000,678,369.9233,0.4115,31.1157,14.9154,0.3700,73.1300,0.0092,0.0113,-0.0989,0.6213,8.0849,0.4244,0.2642,0.1073,-0.0907,-0.0030,0.0000,0.0000,-0.0117,-0.2044,-0.0473,0.0620,0.3276,0.3214,0.3384,0.3245,0.3409
1000000,1263,197.6548,0.9113,36.8894,21.8021,0.3700,106.1039,0.0105,0.0128,-0.0947,0.6229,10.5909,0.4136,0.2039,0.1537,-0.0985,-0.0032,0.0000,0.0000,-0.0105,-0.1958,-0.0899,0.1045,0.3182,0.3164,0.3329,0.3200,0.3304
1250000,1025,244.2468,0.8361,30.8157,10.2631,0.3700,108.8112,0.0133,0.0152,-0.0716,0.6422,13.0629,0.1286,0.2159,0.1591,-0.1047,-0.0035,0.0000,0.0000,-0.0100,-0.1944,-0.0728,0.1068,0.3143,0.3097,0.3238,0.3145,0.3218
1500000,1027,243.6300,0.8179,28.3153,3.0384,0.3700,119.5638,0.0166,0.0177,-0.0425,0.6273,14.2575,-0.0085,0.2185,0.1707,-0.1231,-0.0036,0.0000,0.0000,-0.0096,-0.1965,-0.0790,0.1092,0.3096,0.3072,0.3206,0.3093,0.3149
1750000,1027,242.7030,0.8238,31.3090,-1.4081,0.3700,128.2036,0.0200,0.0188,0.0123,0.6172,14.6812,0.0188,0.2368,0.1919,-0.1125,-0.0037,0.0000,0.0000,-0.0094,-0.1956,-0.0750,0.1357,0.3085,0.2994,0.3179,0.3067,0.3128
2000000,769,324.5774,0.6177,28.4458,-1.6910,0.3700,102.6334,0.0229,0.0215,0.0181,0.6147,14.2901,-0.1164,0.2031,0.1660,-0.1408,-0.0037,0.0000,0.0000,-0.0094,-0.1930,-0.0569,0.0956,0.3046,0.2940,0.3151,0.2979,0.3034
2250000,745,335.7409,0.5691,27.8882,-0.2973,0.3700,99.6566,0.0218,0.0220,-0.0260,0.6156,14.6254,-0.1907,0.1969,0.1584,-0.1484,-0.0037,0.0000,0.0000,-0.0090,-0.1880,-0.0584,0.0842,0.2945,0.2900,0.3119,0.2958,0.2957
2500000,808,309.0866,0.6361,25.0673,3.2112,0.3700,105.4759,0.0193,0.0220,-0.0733,0.6201,15.4455,-0.2810,0.1879,0.1526,-0.1546,-0.0036,0.0000,0.0000,-0.0089,-0.1875,-0.0675,0.0753,0.2904,0.2802,0.3103,0.2893,0.2915
2750000,736,340.5448,0.5584,25.6869,1.8877,0.3700,103.3627,0.0226,0.0254,-0.0706,0.6133,15.7071,-0.2932,0.2067,0.1759,-0.1524,-0.0037,0.0000,0.0000,-0.0088,-0.1874,-0.0555,0.0997,0.2882,0.2763,0.3030,0.2827,0.2872
3000000,757,330.1030,0.5522,26.7546,2.3506,0.3700,103.5290,0.0228,0.0251,-0.0726,0.6055,15.4161,-0.2297,0.2158,0.1848,-0.1493,-0.0036,0.0000,0.0000,-0.0085,-0.1817,-0.0606,0.1101,0.2851,0.2737,0.2974,0.2796,0.2830
