freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.93,240.0,115,28,10,0.3,0.3008,0.8
1.97,270.0,125,28,10,0.3,0.2955,0.8
1.96,240.0,115,28,10,0.3,0.2899,0.8
1.81,230.0,125,28,10,0.3,0.2776,0.8
1.95,270.0,125,28,10,0.3,0.2745,0.8
1.95,230.0,115,28,10,0.3,0.2667,1.0
1.94,240.0,115,28,10,0.3,0.2657,0.867
1.96,230.0,115,28,10,0.3,0.2614,0.867
1.83,220.0,125,28,10,0.3,0.2612,0.8
1.86,230.0,115,28,10,0.3,0.2606,0.933
1.81,220.0,125,28,10,0.3,0.2569,0.8
1.93,230.0,115,28,10,0.3,0.2524,0.8
1.85,250.0,105,24,10,0.3,0.2326,0.8
1.91,230.0,105,24,10,0.3,0.2319,0.8
1.86,240.0,115,28,10,0.3,0.229,0.867
1.87,230.0,115,28,10,0.3,0.2254,0.8
1.85,230.0,115,28,10,0.3,0.2053,0.867
1.82,240.0,105,24,10,0.3,0.2045,0.8
1.61,230.0,125,24,10,0.3,0.2026,0.8
1.92,220.0,105,24,10,0.3,0.1907,0.867
1.93,220.0,105,24,10,0.3,0.1765,0.8
1.96,300.0,125,24,10,0.3,0.1684,0.867
1.9,240.0,95,20,10,0.3,0.1614,0.8
1.95,300.0,125,24,10,0.3,0.1597,0.8
1.73,250.0,105,20,10,0.3,0.1587,0.867
1.88,240.0,115,16,20,0.3,0.1426,0.867
1.77,240.0,105,20,10,0.3,0.1348,0.8
1.96,310.0,125,24,10,0.3,0.134,0.8
1.89,230.0,105,20,10,0.3,0.1279,0.8
1.1,240.0,85,24,10,0.3,0.1274,0.8
1.89,240.0,115,16,20,0.3,0.1192,0.8
1.91,220.0,105,24,10,0.3,0.113,0.867
1.92,260.0,85,16,10,0.3,0.1092,0.8
1.77,230.0,105,20,10,0.3,0.1066,0.8
1.76,230.0,105,20,10,0.3,0.105,0.8
1.94,230.0,115,28,10,0.3,0.1046,1.0
1.81,260.0,125,12,20,0.3,0.1,0.8
1.87,250.0,105,24,10,0.3,0.0997,0.8
1.91,270.0,85,16,10,0.3,0.0991,0.8
1.98,220.0,105,24,10,0.3,0.0988,0.8
1.61,250.0,125,16,10,0.3,0.0976,0.933
1.81,250.0,125,12,20,0.3,0.0974,0.867
1.8,250.0,125,12,20,0.3,0.0968,0.867
1.87,230.0,105,20,10,0.3,0.0947,0.8
1.82,250.0,125,12,20,0.3,0.0939,0.8
1.96,280.0,85,16,10,0.3,0.0927,0.8
1.82,260.0,125,12,20,0.3,0.0924,0.8
1.82,240.0,115,16,10,0.3,0.092,0.933
1.95,280.0,85,16,10,0.3,0.0918,0.8
1.21,230.0,105,24,10,0.3,0.0889,0.8
