freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.92,240.0,115,20,10,0.5,0.121,0.8
1.69,270.0,115,20,10,0.5,0.1169,0.8
1.84,240.0,125,20,10,0.5,0.1167,0.8
1.7,270.0,115,20,10,0.5,0.1127,0.867
1.87,240.0,125,20,10,0.5,0.1055,0.8
1.21,220.0,85,20,10,0.5,0.1035,0.867
1.2,230.0,85,20,10,0.5,0.1032,0.8
1.21,230.0,85,20,10,0.5,0.1028,0.867
1.93,250.0,105,16,10,0.5,0.1021,0.8
1.22,220.0,85,20,10,0.5,0.0981,0.867
1.86,240.0,125,20,10,0.5,0.0976,0.867
1.2,220.0,85,20,10,0.5,0.097,0.8
1.7,280.0,115,20,10,0.5,0.0954,0.8
1.84,270.0,105,16,10,0.5,0.0903,0.8
1.83,270.0,105,16,10,0.5,0.0871,0.8
1.96,240.0,105,16,10,0.5,0.0835,0.8
1.81,280.0,105,16,10,0.5,0.0781,0.8
1.52,260.0,125,12,10,0.5,0.0776,0.867
1.91,250.0,105,16,10,0.5,0.0773,0.8
1.53,270.0,125,12,10,0.5,0.0753,0.867
1.51,260.0,125,12,10,0.5,0.075,0.867
1.92,250.0,95,12,10,0.5,0.0748,0.8
1.83,280.0,105,16,10,0.5,0.0696,0.867
1.52,250.0,125,12,10,0.5,0.0695,0.867
1.53,260.0,125,12,10,0.5,0.0695,0.8
1.82,280.0,105,16,10,0.5,0.0686,0.8
1.85,270.0,125,12,10,0.5,0.0662,0.8
1.52,270.0,125,12,10,0.5,0.06,0.8
1.71,290.0,125,16,10,0.5,0.0566,0.8
