rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.88,240.0,115.0,16.0,10.0,0.1,0.0032,1.25334,0.0295,0.8595,0.88,0.0251,0.0176,50,3.846,0.05,8.561,0.0,1,1
1,1.88,240.0,115.0,16.0,10.0,0.3,0.1026,0.20001,0.0071,0.9839,0.977,0.0316,0.0239,48,3.692,0.52,7.748,0.0,1,1
1,1.88,240.0,115.0,16.0,10.0,0.5,0.0823,0.10049,0.0147,0.9853,0.974,0.0307,0.027,48,3.692,0.527,2.649,0.0,1,1
1,1.88,240.0,115.0,16.0,10.0,0.7,0.0753,0.1014,0.0182,0.9818,0.964,0.0304,0.027,48,3.692,0.526,2.55,0.0,1,1
2,1.21,220.0,85.0,20.0,10.0,0.1,0.0005,3.67295,0.6437,0.3441,0.354,0.0043,0.0052,28,2.154,0.064,7.266,0.0,1,1
2,1.21,220.0,85.0,20.0,10.0,0.3,-0.0082,0.30877,0.0201,0.9578,0.953,0.0186,0.0105,50,3.846,0.308,9.226,0.0,1,1
2,1.21,220.0,85.0,20.0,10.0,0.5,0.1092,0.10155,0.0353,0.9647,0.964,0.0224,0.0196,31,2.385,0.536,8.634,0.0,1,1
2,1.21,220.0,85.0,20.0,10.0,0.7,0.1091,0.1043,0.0445,0.9555,0.953,0.0216,0.022,30,2.308,0.541,8.451,0.0,1,1
3,1.23,220.0,85.0,20.0,10.0,0.1,0.0005,3.60872,0.6257,0.3607,0.359,0.0041,0.0057,31,2.385,0.076,7.463,0.0,1,1
3,1.23,220.0,85.0,20.0,10.0,0.3,-0.0114,0.29622,0.0214,0.9575,0.954,0.0186,0.0099,51,3.923,0.3,8.815,0.0,1,1
3,1.23,220.0,85.0,20.0,10.0,0.5,0.1076,0.10213,0.0369,0.9631,0.962,0.0225,0.02,31,2.385,0.538,8.222,0.0,1,1
3,1.23,220.0,85.0,20.0,10.0,0.7,0.1111,0.10065,0.0449,0.9551,0.952,0.0213,0.0207,31,2.385,0.527,8.162,0.0,1,1
4,1.22,220.0,85.0,20.0,10.0,0.1,-0.0023,3.4992,0.6309,0.3559,0.358,0.0042,0.0055,31,2.385,0.054,7.459,0.0,1,1
4,1.22,220.0,85.0,20.0,10.0,0.3,-0.0072,0.28721,0.0211,0.9601,0.956,0.0218,0.0105,47,3.615,0.304,8.938,0.0,1,1
4,1.22,220.0,85.0,20.0,10.0,0.5,0.1004,0.10691,0.0372,0.9628,0.962,0.0214,0.0217,31,2.385,0.508,8.426,0.0,1,1
4,1.22,220.0,85.0,20.0,10.0,0.7,0.1069,0.10183,0.0454,0.9546,0.952,0.0214,0.0213,31,2.385,0.514,8.272,0.0,1,1
5,1.9,250.0,115.0,16.0,10.0,0.1,0.0032,1.16571,0.0283,0.8678,0.886,0.0274,0.019,50,3.846,0.014,8.357,0.0,1,1
5,1.9,250.0,115.0,16.0,10.0,0.3,-0.0068,0.14157,0.0054,0.9842,0.979,0.0328,0.0236,50,3.846,0.423,2.843,0.0,1,1
5,1.9,250.0,115.0,16.0,10.0,0.5,0.0639,0.08495,0.0108,0.9892,0.982,0.0319,0.0282,49,3.769,0.513,2.932,0.0,1,1
5,1.9,250.0,115.0,16.0,10.0,0.7,0.0904,0.08859,0.0156,0.9844,0.976,0.0313,0.0289,49,3.769,0.514,9.833,0.0,1,1
6,1.89,260.0,115.0,16.0,10.0,0.1,-0.0139,1.26187,0.0215,0.8683,0.882,0.0301,0.0203,49,3.769,0.061,8.936,0.0,1,1
6,1.89,260.0,115.0,16.0,10.0,0.3,-0.0397,0.13749,0.0041,0.9857,0.983,0.034,0.027,48,3.692,0.444,3.41,0.0,1,1
6,1.89,260.0,115.0,16.0,10.0,0.5,0.1033,0.09544,0.0082,0.9909,0.986,0.0331,0.0301,48,3.692,0.506,12.273,0.0,1,1
6,1.89,260.0,115.0,16.0,10.0,0.7,0.097,0.09141,0.0113,0.9887,0.984,0.0331,0.0308,48,3.692,0.499,12.074,0.0,1,1
7,1.24,220.0,85.0,20.0,10.0,0.1,0.0003,3.63244,0.6215,0.3658,0.369,0.0036,0.0055,31,2.385,0.011,7.38,0.0,1,1
7,1.24,220.0,85.0,20.0,10.0,0.3,-0.0208,0.29106,0.0217,0.9578,0.953,0.0186,0.0101,50,3.846,0.274,8.852,0.0,1,1
7,1.24,220.0,85.0,20.0,10.0,0.5,0.1021,0.10484,0.0375,0.9625,0.961,0.0221,0.0197,31,2.385,0.538,8.076,0.0,1,1
7,1.24,220.0,85.0,20.0,10.0,0.7,0.1099,0.10171,0.0456,0.9544,0.95,0.0207,0.0208,31,2.385,0.524,8.05,0.0,1,1
8,1.67,240.0,125.0,16.0,10.0,0.1,0.015,1.26274,0.0159,0.7986,0.825,0.0288,0.0209,48,3.692,0.131,14.655,0.0,1,1
8,1.67,240.0,125.0,16.0,10.0,0.3,0.0975,0.17551,0.0076,0.9869,0.982,0.0385,0.0282,44,3.385,0.522,9.566,0.0,1,1
8,1.67,240.0,125.0,16.0,10.0,0.5,0.0732,0.10184,0.0156,0.9844,0.981,0.037,0.0329,43,3.308,0.517,5.006,0.0,1,1
8,1.67,240.0,125.0,16.0,10.0,0.7,0.0737,0.10281,0.0206,0.9794,0.972,0.037,0.0328,43,3.308,0.525,5.121,0.0,1,1
9,1.66,240.0,125.0,16.0,10.0,0.1,-0.0192,1.08689,0.0206,0.8178,0.844,0.03,0.0179,52,4.0,0.064,12.933,0.0,1,1
9,1.66,240.0,125.0,16.0,10.0,0.3,0.0653,0.17161,0.0076,0.9864,0.982,0.038,0.0281,45,3.462,0.512,10.12,0.0,1,1
9,1.66,240.0,125.0,16.0,10.0,0.5,0.0804,0.1031,0.0147,0.9853,0.982,0.037,0.0333,42,3.231,0.522,5.173,0.0,1,1
9,1.66,240.0,125.0,16.0,10.0,0.7,0.0765,0.10148,0.0205,0.9795,0.973,0.0372,0.0329,43,3.308,0.513,5.81,0.0,1,1
10,1.9,260.0,115.0,16.0,10.0,0.1,-0.0007,1.34968,0.0223,0.8674,0.879,0.0305,0.0198,50,3.846,0.023,8.96,0.0,1,1
10,1.9,260.0,115.0,16.0,10.0,0.3,-0.0306,0.14178,0.0045,0.9833,0.98,0.034,0.0266,49,3.769,0.414,3.595,0.0,1,1
10,1.9,260.0,115.0,16.0,10.0,0.5,0.0135,0.07082,0.0083,0.9917,0.987,0.0333,0.0299,49,3.769,0.467,2.455,0.0,1,1
10,1.9,260.0,115.0,16.0,10.0,0.7,0.0105,0.07963,0.0117,0.9883,0.983,0.0329,0.0307,48,3.692,0.496,8.847,0.0,1,1
