rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.92,240.0,115.0,20.0,10.0,0.1,-0.0199,1.9503,0.029,0.7815,0.812,0.0236,0.0144,52,4.0,0.108,11.96,0.0,1,1
1,1.92,240.0,115.0,20.0,10.0,0.3,0.0481,0.22794,0.0068,0.9561,0.95,0.0273,0.0191,52,4.0,0.393,7.065,0.0,1,1
1,1.92,240.0,115.0,20.0,10.0,0.5,0.1251,0.09232,0.0141,0.9854,0.967,0.0297,0.0261,49,3.769,0.524,6.027,0.0,1,1
1,1.92,240.0,115.0,20.0,10.0,0.7,0.0546,0.08602,0.0172,0.9828,0.958,0.0298,0.0263,49,3.769,0.484,3.803,0.0,1,1
2,1.69,270.0,115.0,20.0,10.0,0.1,0.1529,0.95498,0.0394,0.6556,0.68,0.0185,0.0132,21,3.981,0.386,21.531,0.006,0,0
2,1.69,270.0,115.0,20.0,10.0,0.3,0.1546,0.24905,0.0041,0.879,0.922,0.0311,0.0273,30,3.863,0.572,23.911,0.02,0,0
2,1.69,270.0,115.0,20.0,10.0,0.5,0.1234,0.09161,0.0074,0.9811,0.98,0.039,0.032,44,3.385,0.514,11.116,0.0,1,1
2,1.69,270.0,115.0,20.0,10.0,0.7,0.1203,0.0842,0.0088,0.9886,0.987,0.0377,0.0333,44,3.385,0.505,10.863,0.0,1,1
3,1.84,240.0,125.0,20.0,10.0,0.1,0.0047,1.80072,0.0273,0.7694,0.8,0.0281,0.0188,48,3.692,0.024,12.858,0.0,1,1
3,1.84,240.0,125.0,20.0,10.0,0.3,-0.017,0.2415,0.005,0.9531,0.948,0.0293,0.0223,54,4.154,0.086,4.249,0.0,1,1
3,1.84,240.0,125.0,20.0,10.0,0.5,0.146,0.10411,0.0138,0.9792,0.969,0.0356,0.0273,49,3.769,0.508,10.897,0.0,1,1
3,1.84,240.0,125.0,20.0,10.0,0.7,0.1236,0.09213,0.0202,0.9748,0.965,0.0357,0.0338,46,3.538,0.495,11.29,0.0,1,1
4,1.7,270.0,115.0,20.0,10.0,0.1,0.0697,1.04322,0.0332,0.6933,0.711,0.0225,0.0173,23,3.843,0.383,19.631,0.001,0,0
4,1.7,270.0,115.0,20.0,10.0,0.3,0.1548,0.25122,0.0026,0.8506,0.916,0.0311,0.0243,19,3.98,0.591,28.906,0.034,0,0
4,1.7,270.0,115.0,20.0,10.0,0.5,0.1215,0.09421,0.0078,0.982,0.981,0.0373,0.0337,44,3.385,0.501,11.911,0.0,1,1
4,1.7,270.0,115.0,20.0,10.0,0.7,0.077,0.10309,0.0093,0.9655,0.979,0.0419,0.0314,23,3.405,0.345,15.024,0.01,0,0
5,1.87,240.0,125.0,20.0,10.0,0.1,0.0095,1.64305,0.0289,0.7685,0.794,0.0278,0.0173,54,4.154,0.046,12.508,0.0,1,1
5,1.87,240.0,125.0,20.0,10.0,0.3,-0.0905,0.22524,0.0054,0.9473,0.944,0.0321,0.0214,54,4.154,0.329,8.796,0.0,1,1
5,1.87,240.0,125.0,20.0,10.0,0.5,0.131,0.1023,0.0145,0.9816,0.972,0.035,0.0302,48,3.692,0.508,11.609,0.0,1,1
5,1.87,240.0,125.0,20.0,10.0,0.7,0.1459,0.09124,0.0177,0.9778,0.966,0.0353,0.0305,48,3.692,0.501,12.229,0.0,1,1
6,1.21,220.0,85.0,20.0,10.0,0.1,0.0005,3.67295,0.6437,0.3441,0.354,0.0043,0.0052,28,2.154,0.064,7.266,0.0,1,1
6,1.21,220.0,85.0,20.0,10.0,0.3,-0.0082,0.30877,0.0201,0.9578,0.953,0.0186,0.0105,50,3.846,0.308,9.226,0.0,1,1
6,1.21,220.0,85.0,20.0,10.0,0.5,0.1092,0.10155,0.0353,0.9647,0.964,0.0224,0.0196,31,2.385,0.536,8.634,0.0,1,1
6,1.21,220.0,85.0,20.0,10.0,0.7,0.1091,0.1043,0.0445,0.9555,0.953,0.0216,0.022,30,2.308,0.541,8.451,0.0,1,1
7,1.2,230.0,85.0,20.0,10.0,0.1,-0.0174,1.99678,0.4645,0.5077,0.458,0.0034,0.0034,14,1.077,0.148,8.338,0.0,1,1
7,1.2,230.0,85.0,20.0,10.0,0.3,-0.0339,0.28999,0.0156,0.963,0.961,0.0209,0.0121,45,3.462,0.29,9.25,0.0,1,1
