freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.88,240.0,115,16,10,0.7,0.1153,0.8
1.21,220.0,85,20,10,0.7,0.1142,0.8
1.23,220.0,85,20,10,0.7,0.1093,0.867
1.22,220.0,85,20,10,0.7,0.1085,0.933
1.9,250.0,115,16,10,0.7,0.1084,0.8
1.89,260.0,115,16,10,0.7,0.1081,0.8
1.24,220.0,85,20,10,0.7,0.1056,0.867
1.67,240.0,125,16,10,0.7,0.102,0.8
1.66,240.0,125,16,10,0.7,0.1003,0.8
1.9,260.0,115,16,10,0.7,0.097,0.8
1.88,250.0,115,16,10,0.7,0.096,0.867
1.35,230.0,85,16,10,0.7,0.0946,0.8
1.7,280.0,125,16,10,0.7,0.0934,0.867
1.69,300.0,115,20,10,0.7,0.089,0.8
1.88,260.0,115,16,10,0.7,0.089,0.933
1.68,300.0,115,20,10,0.7,0.0887,0.867
1.85,240.0,115,16,10,0.7,0.0844,0.8
1.34,230.0,85,16,10,0.7,0.0838,0.867
1.67,300.0,115,20,10,0.7,0.0835,0.867
1.93,250.0,115,12,10,0.7,0.0824,0.8
1.72,280.0,125,16,10,0.7,0.0804,0.8
1.86,240.0,115,16,10,0.7,0.0801,0.867
1.42,230.0,95,16,10,0.7,0.0783,0.8
1.66,300.0,115,20,10,0.7,0.0777,0.8
1.64,300.0,115,16,10,0.7,0.0757,0.8
1.62,300.0,115,16,10,0.7,0.0755,0.8
1.57,280.0,125,12,10,0.7,0.0736,0.8
1.94,250.0,115,12,10,0.7,0.0729,0.8
1.68,310.0,115,20,10,0.7,0.0726,0.8
1.68,240.0,125,16,10,0.7,0.0716,0.8
1.62,260.0,105,12,10,0.7,0.0674,0.8
1.71,280.0,125,16,10,0.7,0.0671,0.867
1.67,310.0,115,20,10,0.7,0.066,0.867
1.66,300.0,115,16,10,0.7,0.0657,0.8
1.65,300.0,115,16,10,0.7,0.0644,0.8
1.66,310.0,115,20,10,0.7,0.0623,0.8
1.64,250.0,105,12,10,0.7,0.0608,0.8
1.63,300.0,115,16,10,0.7,0.0593,0.8
1.41,230.0,95,16,10,0.7,0.0515,0.867
