rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.93,240.0,115.0,28.0,10.0,0.1,0.0224,2.37774,0.0849,0.6368,0.663,0.0059,0.0111,63,4.846,0.392,18.813,0.0,1,1
1,1.93,240.0,115.0,28.0,10.0,0.3,0.1281,0.26996,0.0197,0.7587,0.776,0.0221,0.0179,60,4.615,0.287,11.215,0.0,1,1
1,1.93,240.0,115.0,28.0,10.0,0.5,0.0817,0.19593,0.0556,0.845,0.88,0.032,0.0187,20,3.921,0.448,16.189,0.0,0,0
1,1.93,240.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
2,1.97,270.0,125.0,28.0,10.0,0.1,0.2633,0.37469,0.0428,0.5143,0.518,0.0423,0.0314,61,4.692,0.479,21.711,0.002,1,1
2,1.97,270.0,125.0,28.0,10.0,0.3,0.2739,0.20912,0.0036,0.8561,0.857,0.0324,0.0296,52,4.0,0.501,5.206,0.0,1,1
2,1.97,270.0,125.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
2,1.97,270.0,125.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
3,1.96,240.0,115.0,28.0,10.0,0.1,0.1857,1.39307,0.0704,0.6041,0.626,0.0055,0.0114,63,4.846,0.46,19.45,0.0,1,1
3,1.96,240.0,115.0,28.0,10.0,0.3,0.1501,0.2714,0.0189,0.7604,0.781,0.0235,0.0169,58,4.462,0.369,10.907,0.0,1,1
3,1.96,240.0,115.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
3,1.96,240.0,115.0,28.0,10.0,0.7,0.1739,0.11133,0.0337,0.866,0.894,0.0326,0.0255,22,3.713,0.471,13.523,0.006,0,0
4,1.81,230.0,125.0,28.0,10.0,0.1,0.0135,2.18064,0.0525,0.7449,0.778,0.0154,0.0212,53,4.077,0.132,18.707,0.0,1,1
4,1.81,230.0,125.0,28.0,10.0,0.3,0.2753,0.27693,0.0151,0.8205,0.836,0.0237,0.0158,63,4.846,0.499,10.73,0.0,1,1
4,1.81,230.0,125.0,28.0,10.0,0.5,0.0884,0.13004,0.0164,0.8551,0.895,0.0375,0.0248,28,3.815,0.595,24.297,0.022,0,0
4,1.81,230.0,125.0,28.0,10.0,0.7,0.1016,0.09208,0.0257,0.9104,0.92,0.0397,0.0393,14,2.802,0.307,30.063,0.02,0,0
5,1.95,270.0,125.0,28.0,10.0,0.1,0.2769,0.46249,0.0229,0.5891,0.598,0.0348,0.034,28,4.48,0.522,33.197,0.043,0,0
5,1.95,270.0,125.0,28.0,10.0,0.3,0.274,0.20929,0.0029,0.8581,0.859,0.0325,0.0299,51,3.923,0.51,4.949,0.0,1,1
5,1.95,270.0,125.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
5,1.95,270.0,125.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
6,1.95,230.0,115.0,28.0,10.0,0.1,-0.0521,4.95775,0.1012,0.7659,0.801,0.0127,0.0154,51,3.923,0.464,15.649,0.0,1,1
6,1.95,230.0,115.0,28.0,10.0,0.3,0.2616,0.3121,0.0238,0.8202,0.821,0.0169,0.0143,61,4.692,0.509,9.773,0.0,1,1
6,1.95,230.0,115.0,28.0,10.0,0.5,0.1432,0.12638,0.0218,0.923,0.92,0.03,0.017,51,3.923,0.499,7.994,0.0,1,1
6,1.95,230.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
7,1.94,240.0,115.0,28.0,10.0,0.1,0.0401,2.0164,0.0898,0.602,0.612,0.0054,0.0107,64,4.923,0.424,18.874,0.0,1,1
7,1.94,240.0,115.0,28.0,10.0,0.3,0.1614,0.2723,0.017,0.7761,0.794,0.0228,0.0185,57,4.385,0.289,11.088,0.0,1,1
7,1.94,240.0,115.0,28.0,10.0,0.5,0.1527,0.12955,0.0246,0.9298,0.923,0.0303,0.0207,51,3.923,0.476,11.236,0.0,1,1
7,1.94,240.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
8,1.96,230.0,115.0,28.0,10.0,0.1,-0.041,6.79638,0.1151,0.7499,0.794,0.0135,0.0165,50,3.846,0.495,15.647,0.0,1,1
8,1.96,230.0,115.0,28.0,10.0,0.3,0.2682,0.29597,0.0247,0.8335,0.83,0.0192,0.0128,59,4.538,0.501,9.909,0.0,1,1
8,1.96,230.0,115.0,28.0,10.0,0.5,0.1591,0.16167,0.031,0.8768,0.904,0.0326,0.0221,42,3.706,0.461,18.185,0.0,0,0
8,1.96,230.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
9,1.83,220.0,125.0,28.0,10.0,0.1,0.0425,1.82293,0.0384,0.7748,0.796,0.0155,0.0205,49,3.769,0.184,16.681,0.0,1,1
9,1.83,220.0,125.0,28.0,10.0,0.3,0.2638,0.29009,0.0156,0.8614,0.864,0.0197,0.0142,57,4.385,0.505,5.985,0.0,1,1
9,1.83,220.0,125.0,28.0,10.0,0.5,-0.1151,0.14731,0.0282,0.9164,0.915,0.0296,0.0202,55,4.231,0.386,10.639,0.0,1,1
9,1.83,220.0,125.0,28.0,10.0,0.7,0.0439,0.11292,0.0323,0.9432,0.925,0.0307,0.0256,50,3.846,0.393,9.077,0.0,1,1
10,1.86,230.0,115.0,28.0,10.0,0.1,-0.0739,2.34145,0.0974,0.7532,0.772,0.0098,0.0148,52,4.0,0.339,15.967,0.0,1,1
10,1.86,230.0,115.0,28.0,10.0,0.3,0.2398,0.31766,0.0275,0.8386,0.834,0.0164,0.0142,63,4.846,0.489,10.419,0.0,1,1
10,1.86,230.0,115.0,28.0,10.0,0.5,-0.066,0.14054,0.0268,0.8698,0.902,0.0283,0.0195,43,4.086,0.557,21.245,0.019,0,0
10,1.86,230.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
11,1.81,220.0,125.0,28.0,10.0,0.1,0.0066,1.87164,0.037,0.7706,0.796,0.0131,0.0209,52,4.0,0.11,16.806,0.0,1,1
11,1.81,220.0,125.0,28.0,10.0,0.3,0.263,0.29323,0.0157,0.8636,0.865,0.0198,0.0135,57,4.385,0.515,5.948,0.0,1,1
11,1.81,220.0,125.0,28.0,10.0,0.5,-0.117,0.13073,0.0255,0.9247,0.92,0.0323,0.0188,54,4.154,0.317,9.983,0.0,1,1
11,1.81,220.0,125.0,28.0,10.0,0.7,-0.0134,0.11844,0.0394,0.9192,0.913,0.0302,0.0243,52,4.0,0.035,11.658,0.0,1,1
12,1.93,230.0,115.0,28.0,10.0,0.1,-0.0552,4.46425,0.0989,0.7659,0.799,0.0122,0.0152,50,3.846,0.446,15.697,0.0,1,1
12,1.93,230.0,115.0,28.0,10.0,0.3,0.2556,0.29671,0.0272,0.8325,0.831,0.0169,0.0138,65,5.0,0.486,9.531,0.0,1,1
12,1.93,230.0,115.0,28.0,10.0,0.5,0.1425,0.14845,0.0339,0.9162,0.909,0.0272,0.0191,45,3.96,0.422,11.171,0.001,0,0
12,1.93,230.0,115.0,28.0,10.0,0.7,-0.0572,0.25767,0.069,0.8243,0.898,0.0257,0.0201,6,3.432,0.279,18.16,0.002,0,0
13,1.85,250.0,105.0,24.0,10.0,0.1,0.1622,1.43465,0.0972,0.6359,0.68,0.0127,0.0081,58,4.462,0.422,17.516,0.0,1,1
13,1.85,250.0,105.0,24.0,10.0,0.3,0.1957,0.26708,0.0155,0.8599,0.871,0.0194,0.0181,60,4.615,0.462,11.935,0.0,1,1
13,1.85,250.0,105.0,24.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
13,1.85,250.0,105.0,24.0,10.0,0.7,-0.1764,0.40337,0.035,0.8036,0.929,0.0288,0.0296,4,3.831,1.378,18.96,0.045,0,0
14,1.91,230.0,105.0,24.0,10.0,0.1,-0.0539,3.58369,0.1149,0.7682,0.786,0.0092,0.0116,54,4.154,0.397,13.431,0.0,1,1
14,1.91,230.0,105.0,24.0,10.0,0.3,0.2259,0.27733,0.0279,0.8739,0.873,0.0147,0.0149,61,4.692,0.496,9.386,0.0,1,1
14,1.91,230.0,105.0,24.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
14,1.91,230.0,105.0,24.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
15,1.86,240.0,115.0,28.0,10.0,0.1,0.0258,4.14498,0.1548,0.6208,0.7,0.0125,0.0148,56,4.308,0.299,18.294,0.0,1,1
15,1.86,240.0,115.0,28.0,10.0,0.3,0.0586,0.26838,0.0155,0.83,0.837,0.0235,0.0166,53,4.077,0.203,9.881,0.0,1,1
15,1.86,240.0,115.0,28.0,10.0,0.5,0.0637,0.12342,0.0249,0.8878,0.899,0.031,0.0233,52,4.0,0.333,17.616,0.0,1,1
15,1.86,240.0,115.0,28.0,10.0,0.7,0.1416,0.09466,0.0284,0.9277,0.925,0.0334,0.025,47,3.615,0.457,9.553,0.0,1,1
16,1.87,230.0,115.0,28.0,10.0,0.1,0.0038,2.14914,0.1046,0.7429,0.765,0.0105,0.0122,56,4.308,0.208,15.812,0.0,1,1
