freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.95,30.0,115,24,30,0.5,0.3236,0.8
1.94,10.0,125,24,30,0.5,0.314,0.867
1.89,280.0,115,28,10,0.5,0.3129,0.933
1.91,20.0,125,24,30,0.5,0.3127,0.8
1.96,40.0,115,24,30,0.5,0.3104,0.8
1.93,40.0,115,24,30,0.5,0.3004,0.8
1.91,10.0,125,24,30,0.5,0.2992,0.8
1.93,30.0,125,24,30,0.5,0.2864,0.8
1.95,300.0,95,28,10,0.5,0.2824,0.8
1.92,280.0,115,28,10,0.5,0.2806,0.867
1.96,300.0,105,28,10,0.5,0.2784,0.867
1.95,280.0,125,24,10,0.5,0.2783,0.8
1.97,290.0,105,28,10,0.5,0.2779,0.8
1.96,0.0,125,20,30,0.5,0.2757,0.8
1.86,290.0,115,28,10,0.5,0.2709,0.867
1.96,290.0,105,28,10,0.5,0.2704,0.867
1.94,290.0,105,28,10,0.5,0.2703,0.933
1.94,40.0,115,24,30,0.5,0.2693,0.8
1.97,310.0,95,28,10,0.5,0.2688,0.867
1.94,280.0,125,24,10,0.5,0.2682,0.867
1.98,290.0,105,28,10,0.5,0.2648,0.8
1.95,300.0,105,28,10,0.5,0.2641,0.867
1.98,300.0,105,28,10,0.5,0.263,0.8
1.87,40.0,125,24,30,0.5,0.2629,0.8
1.95,310.0,95,28,10,0.5,0.2603,0.933
1.91,300.0,95,28,10,0.5,0.2574,0.8
1.98,320.0,95,28,10,0.5,0.2564,0.867
1.81,340.0,85,28,10,0.5,0.2562,0.8
1.85,40.0,115,24,30,0.5,0.2558,0.8
1.93,280.0,125,24,10,0.5,0.2553,0.867
1.91,280.0,125,24,10,0.5,0.2545,0.867
1.93,300.0,105,28,10,0.5,0.2533,0.8
1.95,320.0,95,28,10,0.5,0.253,0.933
1.76,320.0,95,28,10,0.5,0.2497,0.8
1.79,350.0,85,28,10,0.5,0.2464,0.933
1.88,280.0,105,24,10,0.5,0.2462,0.8
1.96,290.0,105,24,10,0.5,0.2456,0.867
1.91,320.0,95,28,10,0.5,0.2454,0.867
1.85,290.0,115,28,10,0.5,0.2449,0.8
1.9,280.0,125,24,10,0.5,0.242,0.867
1.95,290.0,105,28,10,0.5,0.2415,0.867
1.94,290.0,115,24,10,0.5,0.2412,1.0
1.89,290.0,105,24,10,0.5,0.2405,0.867
1.96,320.0,95,28,10,0.5,0.24,0.933
1.92,300.0,105,28,10,0.5,0.2398,0.867
1.93,10.0,125,24,30,0.5,0.2398,0.867
1.91,280.0,115,24,10,0.5,0.2396,0.8
1.69,290.0,115,28,10,0.5,0.2395,0.8
1.89,310.0,105,28,10,0.5,0.2394,0.867
1.76,330.0,95,28,10,0.5,0.2391,0.867
