freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.97,330.0,115,28,10,0.3,0.3092,0.867
1.92,330.0,105,28,10,0.3,0.3072,0.867
1.95,330.0,115,28,10,0.3,0.3043,0.8
1.88,330.0,115,28,10,0.3,0.3038,0.933
1.92,340.0,105,28,10,0.3,0.3014,0.8
1.89,330.0,115,28,10,0.3,0.2956,0.8
1.93,350.0,115,28,10,0.3,0.2915,0.8
1.85,320.0,115,28,10,0.3,0.291,0.867
1.98,330.0,105,28,10,0.3,0.2895,0.8
1.98,340.0,115,24,20,0.3,0.2895,0.933
1.93,330.0,105,28,10,0.3,0.2887,0.8
1.98,310.0,105,28,10,0.3,0.2869,0.8
1.97,0.0,125,28,10,0.3,0.2868,0.8
1.86,330.0,115,28,10,0.3,0.2865,0.8
1.88,320.0,115,28,10,0.3,0.2864,0.867
1.98,330.0,115,24,20,0.3,0.286,0.933
1.97,350.0,105,28,10,0.3,0.2846,1.0
1.86,320.0,115,28,10,0.3,0.2837,0.867
1.97,310.0,105,28,10,0.3,0.2829,0.867
1.85,340.0,115,28,10,0.3,0.2823,0.8
1.95,310.0,105,28,10,0.3,0.2812,0.933
1.88,330.0,105,28,10,0.3,0.2811,1.0
1.96,310.0,105,28,10,0.3,0.2811,0.867
1.87,320.0,115,28,10,0.3,0.2807,0.933
1.93,310.0,105,28,10,0.3,0.2804,0.867
1.95,0.0,125,28,10,0.3,0.2788,0.8
1.95,330.0,125,20,20,0.3,0.2786,0.867
1.95,330.0,105,24,10,0.3,0.2778,0.933
1.97,340.0,115,24,20,0.3,0.2777,0.867
1.96,340.0,105,28,10,0.3,0.2775,0.8
1.83,320.0,115,28,10,0.3,0.2774,0.8
1.96,330.0,105,28,10,0.3,0.2773,0.8
1.97,330.0,125,20,20,0.3,0.2767,0.867
1.89,340.0,105,28,10,0.3,0.2764,1.0
1.81,320.0,115,28,10,0.3,0.2759,0.867
1.98,350.0,115,24,10,0.3,0.2756,0.8
1.98,330.0,125,20,20,0.3,0.2753,0.867
1.96,350.0,105,28,10,0.3,0.2737,0.933
1.9,310.0,105,28,10,0.3,0.273,0.8
1.91,310.0,105,28,10,0.3,0.2727,0.867
1.78,320.0,115,28,10,0.3,0.2726,0.867
1.79,320.0,115,28,10,0.3,0.2722,0.933
1.87,330.0,105,28,10,0.3,0.2719,1.0
1.97,320.0,105,28,10,0.3,0.2718,0.8
1.77,320.0,115,28,10,0.3,0.2714,0.867
1.9,330.0,105,28,10,0.3,0.2714,1.0
1.91,330.0,105,28,10,0.3,0.2714,0.933
1.89,310.0,105,28,10,0.3,0.2709,0.867
1.83,340.0,125,24,10,0.3,0.2707,0.8
1.92,0.0,115,28,10,0.3,0.2695,0.8
