rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
14,1.96,0.0,125.0,20.0,30.0,0.7,-0.0217,0.31967,0.0001,0.8722,0.864,0.0295,0.0322,68,5.231,0.205,5.231,0.022,1,1
15,1.86,290.0,115.0,28.0,10.0,0.1,0.0663,3.73582,0.6489,0.3405,0.316,0.0066,0.0116,48,3.692,0.502,2.543,0.0,1,1
15,1.86,290.0,115.0,28.0,10.0,0.3,-0.0793,0.24643,0.1232,0.6032,0.615,0.0141,0.0205,85,6.538,0.124,3.462,0.0,1,1
15,1.86,290.0,115.0,28.0,10.0,0.5,0.1561,0.16976,0.0016,0.861,0.879,0.0347,0.0264,60,4.615,0.464,3.725,0.0,1,1
15,1.86,290.0,115.0,28.0,10.0,0.7,0.0012,0.17234,0.0046,0.9844,0.983,0.0598,0.0468,47,3.615,0.334,3.093,0.0,1,1
16,1.96,290.0,105.0,28.0,10.0,0.1,0.0918,2.86166,0.6785,0.3127,0.288,0.0049,0.0117,51,3.923,0.517,2.464,0.0,1,0
16,1.96,290.0,105.0,28.0,10.0,0.3,-0.0805,0.25719,0.0872,0.6712,0.676,0.0206,0.0074,59,4.538,0.331,3.349,0.0,1,1
16,1.96,290.0,105.0,28.0,10.0,0.5,0.2784,0.16126,0.0029,0.8135,0.833,0.0338,0.0254,55,4.231,0.528,3.783,0.0,1,1
16,1.96,290.0,105.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
17,1.94,290.0,105.0,28.0,10.0,0.1,0.0928,2.80228,0.679,0.313,0.288,0.0052,0.0117,51,3.923,0.512,2.429,0.0,1,0
17,1.94,290.0,105.0,28.0,10.0,0.3,-0.0216,0.2517,0.0916,0.6664,0.672,0.0209,0.007,59,4.538,0.357,3.348,0.0,1,1
17,1.94,290.0,105.0,28.0,10.0,0.5,0.2472,0.16948,0.0018,0.8425,0.862,0.0323,0.025,55,4.231,0.532,3.687,0.0,1,1
17,1.94,290.0,105.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
18,1.94,40.0,115.0,24.0,30.0,0.1,-0.0245,2.48581,0.5998,0.382,0.347,0.0068,0.0085,51,3.923,0.117,5.047,0.0,1,1
18,1.94,40.0,115.0,24.0,30.0,0.3,0.0339,1.10225,0.2973,0.595,0.562,0.0078,0.0112,51,3.923,0.509,5.833,0.012,1,1
18,1.94,40.0,115.0,24.0,30.0,0.5,0.2977,0.21914,0.0031,0.7352,0.717,0.0431,0.0187,63,4.846,0.495,8.24,0.36,1,1
18,1.94,40.0,115.0,24.0,30.0,0.7,0.2327,0.22349,0.0061,0.7106,0.739,0.0566,0.0515,10,3.887,0.667,34.699,0.289,0,0
19,1.97,310.0,95.0,28.0,10.0,0.1,0.0792,3.01664,0.4761,0.4896,0.394,0.0057,0.0101,51,3.923,0.524,2.758,0.0,1,1
19,1.97,310.0,95.0,28.0,10.0,0.3,0.2343,0.39726,0.095,0.703,0.709,0.0068,0.017,64,4.923,0.511,3.282,0.0,1,1
19,1.97,310.0,95.0,28.0,10.0,0.5,0.2066,0.19492,0.0031,0.8354,0.84,0.0303,0.0227,60,4.615,0.491,3.661,0.0,1,1
19,1.97,310.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
20,1.94,280.0,125.0,24.0,10.0,0.1,0.0183,7.47842,0.5923,0.3931,0.379,0.0036,0.0076,49,3.769,0.516,2.776,0.0,1,1
20,1.94,280.0,125.0,24.0,10.0,0.3,0.0074,0.8938,0.2079,0.6515,0.643,0.0081,0.0102,50,3.846,0.512,3.035,0.0,1,1
20,1.94,280.0,125.0,24.0,10.0,0.5,0.0228,0.16048,0.0041,0.8287,0.855,0.029,0.0296,64,4.923,0.405,3.442,0.0,1,1
20,1.94,280.0,125.0,24.0,10.0,0.7,0.1156,0.1482,0.0007,0.8501,0.852,0.0655,0.0508,12,3.649,0.398,3.748,0.023,0,0
