rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
1,1.95,30.0,115.0,24.0,30.0,0.1,-0.011,2.14587,0.5847,0.403,0.362,0.0059,0.0096,51,3.923,0.117,5.052,0.0,1,1
1,1.95,30.0,115.0,24.0,30.0,0.3,0.0342,1.00853,0.2617,0.6347,0.587,0.0068,0.0109,51,3.923,0.515,5.984,0.025,1,1
1,1.95,30.0,115.0,24.0,30.0,0.5,0.3109,0.20088,0.0015,0.7138,0.709,0.0487,0.0198,62,4.769,0.508,8.313,0.368,1,1
1,1.95,30.0,115.0,24.0,30.0,0.7,0.0939,0.34996,0.0054,0.7439,0.771,0.0599,0.0536,7,3.557,1.027,49.509,0.195,0,0
2,1.94,10.0,125.0,24.0,30.0,0.1,-0.0229,1.83421,0.4645,0.5187,0.443,0.0074,0.0123,50,3.846,0.093,5.46,0.0,1,1
2,1.94,10.0,125.0,24.0,30.0,0.3,0.0454,0.77438,0.1546,0.7139,0.663,0.0088,0.0098,67,5.154,0.493,6.413,0.072,1,1
2,1.94,10.0,125.0,24.0,30.0,0.5,0.3062,0.16669,0.0007,0.6662,0.684,0.0624,0.0216,64,4.923,0.495,8.03,0.347,1,1
2,1.94,10.0,125.0,24.0,30.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
3,1.89,280.0,115.0,28.0,10.0,0.1,0.04,4.69083,0.6366,0.3489,0.335,0.0087,0.0111,49,3.769,0.477,2.437,0.0,1,1
3,1.89,280.0,115.0,28.0,10.0,0.3,-0.0426,0.25594,0.1156,0.6424,0.643,0.0119,0.019,80,6.154,0.071,3.229,0.0,1,1
3,1.89,280.0,115.0,28.0,10.0,0.5,-0.1212,0.15729,0.0055,0.8153,0.843,0.0355,0.0314,60,4.615,0.473,3.689,0.0,1,1
3,1.89,280.0,115.0,28.0,10.0,0.7,-0.4003,nan,0.003,0.4792,0.696,0.0177,0.0168,2,5.666,nan,9.505,0.236,0,0
4,1.91,20.0,125.0,24.0,30.0,0.1,-0.0181,1.9734,0.5048,0.4825,0.415,0.0073,0.0111,51,3.923,0.111,5.459,0.0,1,1
4,1.91,20.0,125.0,24.0,30.0,0.3,0.0255,0.92073,0.2065,0.6763,0.619,0.0062,0.0112,55,4.231,0.506,6.281,0.047,1,1
4,1.91,20.0,125.0,24.0,30.0,0.5,0.1819,0.2655,0.0004,0.7006,0.706,0.046,0.024,62,4.769,0.41,7.961,0.341,1,1
4,1.91,20.0,125.0,24.0,30.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
5,1.96,40.0,115.0,24.0,30.0,0.1,0.0134,2.21609,0.6022,0.3814,0.355,0.0066,0.0084,52,4.0,0.09,5.088,0.0,1,1
5,1.96,40.0,115.0,24.0,30.0,0.3,0.0341,1.06405,0.2881,0.6001,0.57,0.0079,0.0112,52,4.0,0.513,5.924,0.016,1,1
5,1.96,40.0,115.0,24.0,30.0,0.5,0.3032,0.22198,0.0046,0.7209,0.702,0.0445,0.0172,66,5.077,0.5,8.162,0.347,1,1
5,1.96,40.0,115.0,24.0,30.0,0.7,-0.0057,0.39456,0.0006,0.8715,0.875,0.047,0.0529,61,4.692,0.11,4.615,0.0,1,1
6,1.93,40.0,115.0,24.0,30.0,0.1,0.0109,2.31282,0.6189,0.3654,0.341,0.0065,0.0082,50,3.846,0.08,4.989,0.0,1,1
6,1.93,40.0,115.0,24.0,30.0,0.3,0.0319,1.14675,0.2942,0.605,0.571,0.0079,0.0112,50,3.846,0.514,5.823,0.008,1,1
6,1.93,40.0,115.0,24.0,30.0,0.5,0.2452,0.27874,0.0093,0.7681,0.758,0.0312,0.0194,64,4.923,0.499,7.461,0.279,1,1
6,1.93,40.0,115.0,24.0,30.0,0.7,-0.0778,0.27303,0.0016,0.7992,0.838,0.0492,0.052,30,4.593,0.306,26.867,0.069,0,0
7,1.91,10.0,125.0,24.0,30.0,0.1,-0.0262,1.8126,0.4797,0.5045,0.434,0.0057,0.0122,51,3.923,0.112,5.389,0.0,1,1
7,1.91,10.0,125.0,24.0,30.0,0.3,0.0441,0.78967,0.1602,0.7196,0.664,0.0085,0.0098,67,5.154,0.492,6.359,0.07,1,1
7,1.91,10.0,125.0,24.0,30.0,0.5,0.3035,0.17046,0.0003,0.6761,0.697,0.0663,0.0214,62,4.769,0.509,8.038,0.353,1,1
7,1.91,10.0,125.0,24.0,30.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
8,1.93,30.0,125.0,24.0,30.0,0.1,-0.0148,2.06949,0.5335,0.4482,0.401,0.007,0.0104,50,3.846,0.101,5.491,0.0,1,1
8,1.93,30.0,125.0,24.0,30.0,0.3,0.0477,0.9935,0.2439,0.6411,0.606,0.0078,0.0118,52,4.0,0.509,6.353,0.051,1,1
8,1.93,30.0,125.0,24.0,30.0,0.5,0.3129,0.21448,0.0022,0.676,0.671,0.0513,0.0206,61,4.692,0.511,8.151,0.356,1,1
8,1.93,30.0,125.0,24.0,30.0,0.7,0.7183,nan,0.0,0.0997,0.129,nan,nan,0,0.0,nan,138.219,1.0,0,0
9,1.95,300.0,95.0,28.0,10.0,0.1,0.0944,2.55229,0.5513,0.4412,0.357,0.004,0.0112,51,3.923,0.512,2.477,0.0,1,1
9,1.95,300.0,95.0,28.0,10.0,0.3,0.2535,0.30137,0.1079,0.6724,0.677,0.0105,0.0052,66,5.077,0.506,3.392,0.0,1,1
9,1.95,300.0,95.0,28.0,10.0,0.5,0.2344,0.17487,0.0024,0.8328,0.846,0.0305,0.0215,62,4.769,0.506,3.672,0.0,1,1
9,1.95,300.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
10,1.92,280.0,115.0,28.0,10.0,0.1,0.0382,4.70927,0.6292,0.3568,0.343,0.0088,0.011,51,3.923,0.481,2.481,0.0,1,1
10,1.92,280.0,115.0,28.0,10.0,0.3,-0.0451,0.29203,0.1192,0.6427,0.643,0.012,0.0213,72,5.538,0.071,3.264,0.0,1,1
10,1.92,280.0,115.0,28.0,10.0,0.5,0.1539,0.16025,0.0071,0.844,0.862,0.0403,0.0334,60,4.615,0.305,3.362,0.0,1,1
10,1.92,280.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
11,1.96,300.0,105.0,28.0,10.0,0.1,0.091,2.9294,0.5845,0.4099,0.351,0.0055,0.0101,49,3.769,0.518,2.744,0.0,1,1
11,1.96,300.0,105.0,28.0,10.0,0.3,0.2597,0.28984,0.1146,0.6261,0.639,0.0386,0.0148,52,4.0,0.52,3.782,0.0,1,1
11,1.96,300.0,105.0,28.0,10.0,0.5,-0.0179,0.17883,0.0071,0.8616,0.87,0.0336,0.0294,59,4.538,0.178,3.484,0.0,1,1
11,1.96,300.0,105.0,28.0,10.0,0.7,-0.6805,nan,0.0,0.4854,0.475,0.0051,0.0193,2,8.929,nan,7.944,0.17,0,0
12,1.95,280.0,125.0,24.0,10.0,0.1,0.0224,7.2274,0.5929,0.393,0.38,0.0037,0.0076,46,3.538,0.528,2.784,0.0,1,1
12,1.95,280.0,125.0,24.0,10.0,0.3,0.1875,0.90625,0.2168,0.6338,0.628,0.0073,0.0094,51,3.923,0.51,3.004,0.0,1,1
12,1.95,280.0,125.0,24.0,10.0,0.5,0.2486,0.15223,0.0033,0.8063,0.834,0.0329,0.0286,62,4.769,0.507,3.466,0.0,1,1
12,1.95,280.0,125.0,24.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
13,1.97,290.0,105.0,28.0,10.0,0.1,0.0906,2.93441,0.6728,0.3192,0.294,0.0049,0.0117,51,3.923,0.52,2.472,0.0,1,0
13,1.97,290.0,105.0,28.0,10.0,0.3,-0.0583,0.25871,0.0887,0.6697,0.675,0.0202,0.0069,59,4.538,0.341,3.37,0.0,1,1
13,1.97,290.0,105.0,28.0,10.0,0.5,0.2603,0.15487,0.0013,0.8254,0.844,0.0371,0.026,55,4.231,0.51,3.764,0.0,1,1
13,1.97,290.0,105.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
14,1.96,0.0,125.0,20.0,30.0,0.1,-0.0021,2.05732,0.5425,0.43,0.398,0.0043,0.0108,51,3.923,0.045,4.974,0.0,1,1
14,1.96,0.0,125.0,20.0,30.0,0.3,0.0442,0.8292,0.1789,0.6979,0.644,0.0088,0.0092,65,5.0,0.513,5.652,0.01,1,1
14,1.96,0.0,125.0,20.0,30.0,0.5,0.2566,0.21207,0.0002,0.7115,0.726,0.0686,0.0287,53,4.077,0.518,6.585,0.201,1,1
