steps,n_ep,ep_len,fall_rate,torso_roll_rms_deg,single_frac,hip_diff_rms_deg,hip_corr,r_track,r_progress,r_back,r_energy,r_swing,r_scrub,r_smooth,r_fall,vx,sigma_hipL,sigma_hipR,sigma_crankR,sigma_torso,sigma_crankL
250000,16384,15.2560,1.0000,14.5242,0.3930,25.3205,-0.4457,0.1651,0.1858,-0.1238,-0.0122,0.2397,-0.1864,-0.0383,-0.7541,0.1239,0.9145,0.9086,0.9619,0.9209,0.9569
500000,18692,13.3753,1.0000,30.3120,0.3087,27.6734,-0.0780,0.3310,0.2878,-0.0477,-0.0160,0.3339,-0.1827,-0.0293,-0.7519,0.2639,0.8180,0.8191,0.8608,0.8534,0.8844
