freq,hip_phi,leg_amp,hip_amp,hip_off,mu
1.9,280.0,105,28,10,0.1
1.88,280.0,105,28,10,0.1
1.82,280.0,105,28,10,0.1
1.98,280.0,105,28,10,0.1
1.97,280.0,105,28,10,0.1
1.96,280.0,105,28,10,0.1
1.76,290.0,115,28,10,0.1
1.75,290.0,115,28,10,0.1
1.84,290.0,115,28,10,0.1
1.8,280.0,105,28,10,0.1
1.81,290.0,105,28,10,0.1
1.72,290.0,115,28,10,0.1
1.84,280.0,95,28,10,0.1
1.86,290.0,115,28,10,0.1
1.94,280.0,115,28,10,0.1
1.71,290.0,115,28,10,0.1
1.79,280.0,105,28,10,0.1
1.85,280.0,95,28,10,0.1
1.82,280.0,95,28,10,0.1
1.81,280.0,105,28,10,0.1
1.74,290.0,115,28,10,0.1
1.86,280.0,95,28,10,0.1
1.41,320.0,125,28,10,0.1
1.63,290.0,115,28,10,0.1
1.83,280.0,95,28,10,0.1
1.98,270.0,105,28,10,0.1
1.86,280.0,115,28,10,0.1
1.85,290.0,95,28,10,0.1
1.78,280.0,115,28,10,0.1
1.73,290.0,115,28,10,0.1
1.67,320.0,115,28,10,0.1
1.82,290.0,95,28,10,0.1
1.82,280.0,115,28,10,0.1
1.85,280.0,115,28,10,0.1
1.91,280.0,115,28,10,0.1
1.91,290.0,105,28,10,0.1
1.42,320.0,125,28,10,0.1
1.78,280.0,105,24,20,0.1
1.84,290.0,95,28,10,0.1
1.83,290.0,95,28,10,0.1
1.84,280.0,115,28,10,0.1
1.56,280.0,115,28,10,0.1
1.95,270.0,95,28,10,0.1
1.58,310.0,105,28,10,0.1
1.73,280.0,115,28,10,0.1
1.77,280.0,115,28,10,0.1
1.57,310.0,105,28,10,0.1
1.76,280.0,105,24,20,0.1
1.57,290.0,125,28,10,0.1
1.88,260.0,115,24,20,0.1
1.85,260.0,125.0,24.0,10.0,0.5
1.94,260.0,125.0,24.0,10.0,0.5
1.78,250.0,125.0,24.0,10.0,0.5
1.84,260.0,115.0,24.0,10.0,0.5
1.76,250.0,125.0,24.0,10.0,0.5
1.97,260.0,85.0,28.0,10.0,0.5
1.85,250.0,115.0,24.0,10.0,0.5
1.82,260.0,125.0,24.0,10.0,0.5
2.0,250.0,125.0,20.0,10.0,0.5
1.86,270.0,115.0,24.0,10.0,0.5
1.96,240.0,125.0,20.0,10.0,0.5
1.84,260.0,125.0,24.0,10.0,0.5
1.97,270.0,115.0,24.0,10.0,0.5
2.0,260.0,85.0,24.0,10.0,0.5
1.89,240.0,125.0,20.0,10.0,0.5
1.87,270.0,125.0,24.0,10.0,0.5
1.87,250.0,125.0,20.0,10.0,0.5
1.86,240.0,125.0,20.0,10.0,0.5
1.83,260.0,115.0,24.0,10.0,0.5
1.91,250.0,125.0,20.0,10.0,0.5
1.89,240.0,105.0,28.0,10.0,0.7
1.92,260.0,125.0,24.0,10.0,0.7
1.76,240.0,125.0,24.0,10.0,0.7
2.0,250.0,125.0,24.0,10.0,0.7
1.67,260.0,125.0,24.0,10.0,0.7
1.69,260.0,105.0,24.0,10.0,0.7
1.99,240.0,105.0,24.0,10.0,0.7
1.68,240.0,125.0,20.0,10.0,0.7
1.54,270.0,95.0,24.0,10.0,0.7
1.63,240.0,105.0,24.0,10.0,0.7
1.61,270.0,125.0,24.0,10.0,0.7
1.6,270.0,125.0,24.0,10.0,0.7
1.48,280.0,95.0,24.0,10.0,0.7
1.6,280.0,125.0,24.0,10.0,0.7
1.43,290.0,95.0,24.0,10.0,0.7
1.68,260.0,105.0,24.0,10.0,0.7
1.86,230.0,125.0,24.0,10.0,0.7
1.88,250.0,125.0,16.0,20.0,0.7
1.53,280.0,115.0,24.0,10.0,0.7
1.41,290.0,95.0,24.0,10.0,0.7
1.95,280.0,105.0,28.0,10.0,0.1
1.99,280.0,105.0,28.0,10.0,0.1
1.9,280.0,105.0,28.0,10.0,0.1
1.88,280.0,105.0,28.0,10.0,0.1
1.62,330.0,115.0,28.0,10.0,0.1
1.61,330.0,115.0,28.0,10.0,0.1
1.92,280.0,105.0,28.0,10.0,0.1
1.82,280.0,105.0,28.0,10.0,0.1
1.66,330.0,115.0,28.0,10.0,0.1
1.58,330.0,115.0,28.0,10.0,0.1
1.63,330.0,115.0,28.0,10.0,0.1
1.87,280.0,105.0,28.0,10.0,0.1
1.98,280.0,105.0,28.0,10.0,0.1
1.97,280.0,105.0,28.0,10.0,0.1
1.56,330.0,115.0,28.0,10.0,0.1
1.69,330.0,115.0,28.0,10.0,0.1
1.72,330.0,115.0,28.0,10.0,0.1
1.96,280.0,105.0,28.0,10.0,0.1
1.76,280.0,105.0,28.0,10.0,0.1
1.55,330.0,115.0,28.0,10.0,0.1
1.97,20.0,125.0,28.0,10.0,0.3
1.99,0.0,125.0,28.0,10.0,0.3
2.0,30.0,125.0,28.0,10.0,0.3
1.97,30.0,125.0,28.0,10.0,0.3
1.97,0.0,125.0,28.0,10.0,0.3
1.95,30.0,125.0,28.0,10.0,0.3
1.98,10.0,125.0,24.0,10.0,0.3
1.99,0.0,125.0,24.0,10.0,0.3
2.0,10.0,125.0,28.0,10.0,0.3
1.91,20.0,125.0,28.0,10.0,0.3
1.99,350.0,125.0,24.0,10.0,0.3
2.0,20.0,125.0,24.0,10.0,0.3
1.98,350.0,125.0,24.0,10.0,0.3
1.96,10.0,125.0,24.0,10.0,0.3
2.0,40.0,125.0,28.0,10.0,0.3
1.9,0.0,125.0,24.0,10.0,0.3
1.95,350.0,125.0,24.0,10.0,0.3
1.98,20.0,125.0,28.0,10.0,0.3
1.92,340.0,125.0,28.0,10.0,0.3
1.84,340.0,115.0,28.0,10.0,0.3
