freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.98,300.0,105,28,10,0.3,0.304,0.867
1.97,340.0,125,20,20,0.3,0.3032,0.8
1.88,40.0,105,28,10,0.3,0.3003,0.8
1.86,0.0,115,24,10,0.3,0.2984,0.8
1.96,340.0,125,20,20,0.3,0.2983,0.867
1.93,280.0,95,28,10,0.3,0.2956,0.8
1.87,40.0,105,28,10,0.3,0.2952,0.867
1.95,30.0,95,28,10,0.3,0.2949,0.8
1.96,330.0,125,20,20,0.3,0.292,0.867
1.95,330.0,125,20,20,0.3,0.2903,0.8
1.85,340.0,125,20,20,0.3,0.2901,0.8
1.91,280.0,95,28,10,0.3,0.2868,0.8
1.87,310.0,115,28,10,0.3,0.2834,0.8
1.95,340.0,125,20,20,0.3,0.2832,0.867
1.84,40.0,105,28,10,0.3,0.281,0.933
1.92,0.0,125,20,20,0.3,0.2795,0.8
1.94,10.0,115,28,10,0.3,0.2793,0.8
1.84,0.0,115,24,10,0.3,0.278,0.8
1.98,320.0,115,16,10,0.3,0.2766,0.933
1.87,0.0,115,24,10,0.3,0.2758,0.8
1.84,40.0,95,28,10,0.3,0.2738,0.8
1.81,40.0,95,28,10,0.3,0.2727,0.8
1.83,340.0,125,20,20,0.3,0.2719,0.8
1.97,330.0,125,20,20,0.3,0.2715,0.8
1.75,0.0,125,24,10,0.3,0.2699,0.8
1.96,330.0,95,24,10,0.3,0.2699,0.8
1.95,50.0,105,28,10,0.3,0.2692,0.8
1.78,0.0,125,24,10,0.3,0.2687,0.867
1.81,50.0,105,28,10,0.3,0.2685,0.8
1.9,0.0,125,20,20,0.3,0.2674,0.867
1.85,270.0,95,28,10,0.3,0.2667,0.8
1.92,350.0,105,20,10,0.3,0.2637,0.8
1.9,340.0,105,20,10,0.3,0.26,0.8
1.97,320.0,125,20,20,0.3,0.2582,0.867
1.98,330.0,115,16,10,0.3,0.2577,0.8
1.79,0.0,125,24,10,0.3,0.2576,0.8
1.97,330.0,95,24,10,0.3,0.2565,0.8
1.95,270.0,85,28,10,0.3,0.256,0.8
1.97,300.0,105,24,10,0.3,0.2557,0.8
1.86,50.0,105,28,10,0.3,0.2544,0.933
1.77,0.0,125,24,10,0.3,0.2536,0.933
1.83,50.0,105,28,10,0.3,0.2535,0.933
1.87,30.0,85,28,10,0.3,0.2527,0.867
1.89,0.0,125,20,20,0.3,0.2525,0.867
1.95,300.0,105,24,10,0.3,0.2525,0.8
1.86,30.0,85,28,10,0.3,0.2502,0.867
1.96,30.0,85,28,10,0.3,0.2496,0.8
1.94,40.0,105,28,10,0.3,0.2488,0.8
1.76,0.0,125,24,10,0.3,0.2476,0.8
1.88,40.0,85,28,10,0.3,0.2474,0.867
