freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd_mean,nbhd_pass
1.43,320.0,85,24,10,0.5,0.14,0.8
1.71,330.0,85,16,20,0.5,0.1336,0.8
1.42,320.0,85,24,10,0.5,0.1321,0.8
1.72,330.0,85,16,20,0.5,0.125,0.8
1.52,320.0,85,20,10,0.5,0.1153,0.8
1.73,330.0,85,16,20,0.5,0.1095,0.8
1.86,300.0,105,12,20,0.5,0.1059,0.8
1.87,300.0,105,12,20,0.5,0.1052,0.8
1.92,300.0,115,12,20,0.5,0.1022,0.867
1.7,280.0,115,20,10,0.5,0.1005,0.8
1.4,320.0,95,20,10,0.5,0.1004,0.867
1.78,320.0,95,12,20,0.5,0.0993,0.8
1.89,300.0,115,12,20,0.5,0.0993,0.8
1.4,320.0,85,20,10,0.5,0.099,1.0
1.96,310.0,105,12,20,0.5,0.099,0.8
1.92,300.0,95,12,20,0.5,0.0988,0.8
1.9,310.0,95,12,20,0.5,0.0975,0.8
1.91,300.0,115,12,20,0.5,0.0975,0.867
1.84,280.0,125,16,10,0.5,0.0973,0.867
1.91,300.0,95,12,20,0.5,0.0968,0.8
1.42,320.0,85,20,10,0.5,0.0966,0.867
1.83,300.0,115,12,20,0.5,0.0961,0.8
1.4,330.0,85,24,10,0.5,0.0959,0.867
1.95,310.0,105,12,20,0.5,0.0952,0.867
1.7,300.0,85,20,10,0.5,0.0949,0.8
1.94,290.0,115,12,20,0.5,0.0948,0.8
1.69,300.0,85,20,10,0.5,0.0947,0.8
1.39,320.0,85,20,10,0.5,0.0946,0.867
1.33,270.0,85,24,10,0.5,0.0945,0.8
1.91,310.0,95,12,20,0.5,0.0945,0.867
1.85,300.0,115,12,20,0.5,0.0944,0.8
1.76,310.0,115,12,20,0.5,0.0938,0.867
1.78,330.0,85,12,20,0.5,0.0938,0.8
1.87,280.0,125,16,10,0.5,0.0932,0.8
1.89,300.0,125,12,20,0.5,0.0932,0.8
1.77,330.0,85,12,20,0.5,0.0931,0.8
1.54,330.0,85,16,20,0.5,0.0929,0.8
1.72,310.0,115,12,20,0.5,0.0927,0.8
1.41,320.0,85,20,10,0.5,0.0922,0.867
1.4,310.0,85,20,10,0.5,0.0919,0.933
1.42,330.0,85,20,10,0.5,0.0916,0.867
1.78,310.0,105,12,20,0.5,0.0915,0.8
1.92,310.0,115,12,20,0.5,0.0915,0.8
1.94,310.0,115,12,20,0.5,0.0914,0.8
1.85,310.0,115,12,20,0.5,0.0911,0.8
1.59,330.0,85,12,20,0.5,0.091,0.8
1.94,300.0,115,12,20,0.5,0.0894,0.8
1.31,270.0,85,24,10,0.5,0.089,0.8
1.73,310.0,115,12,20,0.5,0.0889,0.8
1.41,330.0,85,20,10,0.5,0.0885,0.867
