rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
14,1.86,290.0,115.0,28.0,10.0,0.1,0.1452,2.02019,0.5435,0.4409,0.408,0.0055,0.0102,56,4.308,0.515,3.074,0.0,1,1
14,1.86,290.0,115.0,28.0,10.0,0.3,0.1778,0.20519,0.1327,0.5005,0.525,0.0175,0.022,78,6.0,0.523,3.755,0.0,1,1
14,1.86,290.0,115.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
14,1.86,290.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
15,1.94,280.0,115.0,28.0,10.0,0.1,0.1382,2.06708,0.6119,0.3746,0.359,0.0046,0.0073,51,3.923,0.515,2.767,0.0,1,1
15,1.94,280.0,115.0,28.0,10.0,0.3,-0.0322,0.27118,0.1404,0.5595,0.58,0.0171,0.0414,61,4.692,0.081,3.633,0.0,1,1
15,1.94,280.0,115.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
15,1.94,280.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
16,1.71,290.0,115.0,28.0,10.0,0.1,0.1496,1.90066,0.6245,0.3679,0.321,0.0061,0.0066,45,3.462,0.509,2.672,0.0,1,1
16,1.71,290.0,115.0,28.0,10.0,0.3,0.0306,0.24851,0.14,0.5575,0.571,0.014,0.0192,88,6.769,0.445,3.499,0.0,1,1
16,1.71,290.0,115.0,28.0,10.0,0.5,0.0803,0.20936,0.0017,0.8226,0.857,0.0426,0.0381,11,4.151,0.592,24.228,0.063,0,0
16,1.71,290.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
17,1.79,280.0,105.0,28.0,10.0,0.1,0.1492,1.80932,0.6268,0.3628,0.325,0.0057,0.0089,43,3.308,0.511,2.391,0.0,1,1
17,1.79,280.0,105.0,28.0,10.0,0.3,-0.0621,0.23736,0.1274,0.599,0.606,0.0144,0.0153,81,6.231,0.358,3.245,0.0,1,1
17,1.79,280.0,105.0,28.0,10.0,0.5,0.0841,0.27446,0.0903,0.6797,0.706,0.0183,0.0156,14,5.24,0.66,30.533,0.091,0,0
17,1.79,280.0,105.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
18,1.85,280.0,95.0,28.0,10.0,0.1,0.146,1.69127,0.5436,0.4367,0.385,0.0051,0.0056,48,3.692,0.522,2.36,0.0,1,1
18,1.85,280.0,95.0,28.0,10.0,0.3,0.2727,0.2982,0.1076,0.6685,0.676,0.012,0.0195,69,5.308,0.51,3.039,0.0,1,1
18,1.85,280.0,95.0,28.0,10.0,0.5,-0.0733,0.20909,0.0244,0.7097,0.764,0.0251,0.0473,8,4.564,0.975,28.521,0.089,0,0
18,1.85,280.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
19,1.82,280.0,95.0,28.0,10.0,0.1,0.1446,1.71025,0.5639,0.4193,0.365,0.0053,0.0065,47,3.615,0.523,2.294,0.0,1,1
19,1.82,280.0,95.0,28.0,10.0,0.3,0.2617,0.30914,0.0957,0.6974,0.705,0.0123,0.0095,71,5.462,0.512,2.988,0.0,1,1
19,1.82,280.0,95.0,28.0,10.0,0.5,-0.0248,2.69614,0.1035,0.5443,0.606,0.0209,0.013,3,3.444,3.489,5.396,0.066,0,0
19,1.82,280.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
20,1.81,280.0,105.0,28.0,10.0,0.1,0.1509,1.82447,0.6129,0.3766,0.338,0.0054,0.0086,45,3.462,0.521,2.439,0.0,1,1
20,1.81,280.0,105.0,28.0,10.0,0.3,-0.0492,0.22901,0.1233,0.6007,0.61,0.015,0.0139,83,6.385,0.37,3.259,0.0,1,1
20,1.81,280.0,105.0,28.0,10.0,0.5,0.0269,0.35163,0.0495,0.7804,0.794,0.0303,0.0396,16,3.994,0.161,2.637,0.02,0,0
20,1.81,280.0,105.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
