rank,freq,hip_phi,leg_amp,hip_amp,hip_off,mu,net_fwd,slip_ratio,ds_move_frac,ss_move_frac,single_frac,clear_L,clear_R,n_steps,cadence,straightness,torso_roll_rms_deg,torso_sat_frac,survived,valid
10,1.95,330.0,125.0,20.0,20.0,0.3,0.249,0.45218,0.1137,0.6254,0.626,0.0127,0.0108,71,5.462,0.497,4.896,0.0,1,1
10,1.95,330.0,125.0,20.0,20.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
10,1.95,330.0,125.0,20.0,20.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
11,1.85,340.0,125.0,20.0,20.0,0.1,0.0679,2.53754,0.4072,0.5533,0.419,0.006,0.0091,70,5.385,0.368,4.076,0.0,1,1
11,1.85,340.0,125.0,20.0,20.0,0.3,0.1016,0.47874,0.1091,0.6743,0.663,0.0131,0.0109,72,5.538,0.498,4.864,0.0,1,1
11,1.85,340.0,125.0,20.0,20.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
11,1.85,340.0,125.0,20.0,20.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
12,1.91,280.0,95.0,28.0,10.0,0.1,0.1477,1.67934,0.5057,0.4698,0.419,0.0052,0.0063,49,3.769,0.524,2.461,0.0,1,1
12,1.91,280.0,95.0,28.0,10.0,0.3,0.291,0.29889,0.0975,0.6622,0.675,0.0112,0.0256,62,4.769,0.517,3.104,0.0,1,1
12,1.91,280.0,95.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
12,1.91,280.0,95.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
13,1.87,310.0,115.0,28.0,10.0,0.1,0.0733,1.80453,0.2432,0.6518,0.556,0.0068,0.0179,78,6.0,0.408,3.777,0.0,1,1
13,1.87,310.0,115.0,28.0,10.0,0.3,0.2435,0.28703,0.103,0.5745,0.593,0.0284,0.0201,66,5.077,0.507,4.37,0.0,1,1
13,1.87,310.0,115.0,28.0,10.0,0.5,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
13,1.87,310.0,115.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
14,1.95,340.0,125.0,20.0,20.0,0.1,0.1135,2.01288,0.3584,0.6022,0.481,0.0058,0.009,63,4.846,0.475,4.28,0.0,1,1
14,1.95,340.0,125.0,20.0,20.0,0.3,0.3243,0.35271,0.0896,0.6845,0.7,0.0192,0.0103,77,5.923,0.499,5.371,0.0,1,1
14,1.95,340.0,125.0,20.0,20.0,0.5,-0.0652,0.22503,0.0,0.6534,0.728,0.0654,0.0258,9,3.93,0.852,35.843,0.115,0,0
14,1.95,340.0,125.0,20.0,20.0,0.7,-1.0052,nan,0.0131,0.4524,0.449,nan,nan,0,0.0,nan,155.436,1.0,0,0
15,1.84,40.0,105.0,28.0,10.0,0.1,0.0003,1.99928,0.3989,0.5718,0.513,0.0068,0.0102,60,4.615,0.007,3.634,0.0,1,1
15,1.84,40.0,105.0,28.0,10.0,0.3,0.1582,0.57173,0.1188,0.6862,0.69,0.0096,0.0097,84,6.462,0.472,4.679,0.0,1,1
15,1.84,40.0,105.0,28.0,10.0,0.5,0.0555,0.23761,0.0001,0.9673,0.965,0.048,0.0561,55,4.231,0.433,2.184,0.0,1,1
15,1.84,40.0,105.0,28.0,10.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
16,1.92,0.0,125.0,20.0,20.0,0.1,-0.0081,2.21117,0.3778,0.5797,0.476,0.0048,0.011,51,3.923,0.098,4.349,0.0,1,1
16,1.92,0.0,125.0,20.0,20.0,0.3,0.2189,0.54865,0.0949,0.7158,0.703,0.0129,0.0102,75,5.769,0.498,5.233,0.0,1,1
16,1.92,0.0,125.0,20.0,20.0,0.5,-0.0225,0.23027,0.0012,0.7692,0.793,0.0387,0.0454,56,4.457,0.062,16.517,0.09,0,0
16,1.92,0.0,125.0,20.0,20.0,0.7,0.0,nan,nan,nan,0.0,nan,nan,0,0.0,nan,nan,nan,0,0
17,1.94,10.0,115.0,28.0,10.0,0.1,-0.0054,1.77611,0.2432,0.6333,0.592,0.0072,0.0133,55,4.231,0.043,4.268,0.0,1,1
17,1.94,10.0,115.0,28.0,10.0,0.3,0.2867,0.38113,0.0388,0.6948,0.708,0.0251,0.0136,74,5.692,0.481,5.367,0.019,1,1
17,1.94,10.0,115.0,28.0,10.0,0.5,0.0274,0.38241,0.0002,0.8677,0.886,0.0536,0.0597,29,3.89,0.212,14.431,0.02,0,0
17,1.94,10.0,115.0,28.0,10.0,0.7,-0.0345,0.22846,0.0019,0.9258,0.941,0.0587,0.057,27,4.119,0.304,4.204,0.016,0,0
18,1.84,0.0,115.0,24.0,10.0,0.1,-0.0189,2.12135,0.3146,0.6386,0.549,0.0061,0.0126,53,4.077,0.087,3.576,0.0,1,1
18,1.84,0.0,115.0,24.0,10.0,0.3,-0.0241,0.3791,0.0504,0.7063,0.717,0.0226,0.0132,70,5.385,0.487,4.353,0.0,1,1
18,1.84,0.0,115.0,24.0,10.0,0.5,0.0194,0.61227,0.0004,0.9742,0.959,0.0315,0.0462,65,5.0,0.224,2.631,0.0,1,1
18,1.84,0.0,115.0,24.0,10.0,0.7,0.0174,0.31866,0.0006,0.9197,0.962,0.06,0.0607,19,3.711,0.644,2.52,0.024,0,0
19,1.98,320.0,115.0,16.0,10.0,0.1,-0.0246,6.80707,0.4656,0.5203,0.465,0.0039,0.008,51,3.923,0.548,2.957,0.0,1,1
19,1.98,320.0,115.0,16.0,10.0,0.3,0.127,0.52901,0.0765,0.7294,0.723,0.0089,0.0115,77,5.923,0.472,3.523,0.0,1,1
19,1.98,320.0,115.0,16.0,10.0,0.5,-0.0286,0.46065,0.002,0.9869,0.983,0.0455,0.0447,53,4.077,0.4,2.019,0.0,1,1
19,1.98,320.0,115.0,16.0,10.0,0.7,0.1707,0.17953,0.0005,0.7902,0.891,0.0473,0.0435,13,4.156,0.857,25.156,0.037,0,0
20,1.87,0.0,115.0,24.0,10.0,0.1,-0.02,2.04746,0.3132,0.6382,0.558,0.0063,0.0124,52,4.0,0.1,3.614,0.0,1,1
20,1.87,0.0,115.0,24.0,10.0,0.3,0.3031,0.38977,0.0461,0.7036,0.712,0.0225,0.0136,68,5.231,0.502,4.412,0.0,1,1
20,1.87,0.0,115.0,24.0,10.0,0.5,0.0248,0.394,0.0001,0.9624,0.93,0.0508,0.0514,52,4.0,0.171,2.182,0.0,1,1
20,1.87,0.0,115.0,24.0,10.0,0.7,0.2214,0.29586,0.0,0.6734,0.8,0.0473,0.0409,6,4.172,1.109,40.276,0.081,0,0
